threshold	pid	recordings	reference_events	predicted_events	true_positive	false_positive	false_negative	ignored_predictions	supported_hours	precision	recall	f1	false_alarms_per_hour
0.26	64	1	5	62	4	58	1	0	8.983333333333333	0.06451612903225806	0.8	0.11940298507462686	6.4564007421150285
0.26	73	1	3	63	3	60	0	0	7.866666666666666	0.047619047619047616	1.0	0.09090909090909091	7.627118644067797
0.26	89	2	7	84	5	79	2	0	15.05	0.05952380952380952	0.7142857142857143	0.10989010989010989	5.249169435215947
0.26	97	3	6	130	5	125	1	0	23.066666666666666	0.038461538461538464	0.8333333333333334	0.07352941176470588	5.41907514450867
0.26	106	1	1	34	0	30	1	4	7.2	0.0	0.0	0.0	4.166666666666667
0.27	2	1	2	84	1	83	1	0	8.858333333333333	0.011904761904761904	0.5	0.023255813953488372	9.369708372530575
0.27	3	1	4	26	3	23	1	0	8.316666666666666	0.11538461538461539	0.75	0.2	2.7655310621242486
0.27	4	1	1	54	1	53	0	0	8.258333333333333	0.018518518518518517	1.0	0.03636363636363636	6.417759838546923
0.27	5	1	0	43	0	41	0	2	7.733333333333333	0.0		0.0	5.301724137931035
0.27	15	2	5	57	5	52	0	0	16.616666666666667	0.08771929824561403	1.0	0.16129032258064516	3.1293881644934802
0.27	17	1	3	105	0	105	3	0	8.966666666666667	0.0	0.0	0.0	11.71003717472119
0.27	37	1	0	96	0	95	0	1	7.991666666666666	0.0		0.0	11.887382690302399
0.27	40	1	0	66	0	65	0	1	7.133333333333334	0.0		0.0	9.11214953271028
0.27	44	1	0	63	0	63	0	0	8.558333333333334	0.0		0.0	7.3612463485881205
0.27	48	1	0	30	0	28	0	2	7.341666666666667	0.0		0.0	3.8138479001135073
0.27	55	1	0	55	0	55	0	0	7.416666666666667	0.0		0.0	7.415730337078651
0.27	64	1	5	62	4	58	1	0	8.983333333333333	0.06451612903225806	0.8	0.11940298507462686	6.4564007421150285
0.27	73	1	3	62	3	59	0	0	7.866666666666666	0.04838709677419355	1.0	0.09230769230769231	7.5
0.27	89	2	7	83	5	78	2	0	15.05	0.060240963855421686	0.7142857142857143	0.1111111111111111	5.1827242524916945
0.27	97	3	6	129	5	124	1	0	23.066666666666666	0.03875968992248062	0.8333333333333334	0.07407407407407407	5.375722543352601
0.27	106	1	1	33	0	29	1	4	7.2	0.0	0.0	0.0	4.027777777777778
0.28	2	1	2	81	1	80	1	0	8.858333333333333	0.012345679012345678	0.5	0.024096385542168676	9.0310442144873
0.28	3	1	4	25	3	22	1	0	8.316666666666666	0.12	0.75	0.20689655172413793	2.6452905811623246
0.28	4	1	1	53	1	52	0	0	8.258333333333333	0.018867924528301886	1.0	0.037037037037037035	6.296670030272453
0.28	5	1	0	43	0	41	0	2	7.733333333333333	0.0		0.0	5.301724137931035
0.28	15	2	5	58	5	53	0	0	16.616666666666667	0.08620689655172414	1.0	0.15873015873015872	3.189568706118355
0.28	17	1	3	103	0	103	3	0	8.966666666666667	0.0	0.0	0.0	11.486988847583643
0.28	37	1	0	96	0	95	0	1	7.991666666666666	0.0		0.0	11.887382690302399
0.28	40	1	0	63	0	62	0	1	7.133333333333334	0.0		0.0	8.69158878504673
0.28	44	1	0	60	0	60	0	0	8.558333333333334	0.0		0.0	7.010710808179162
0.28	48	1	0	30	0	28	0	2	7.341666666666667	0.0		0.0	3.8138479001135073
0.28	55	1	0	50	0	50	0	0	7.416666666666667	0.0		0.0	6.741573033707865
0.28	64	1	5	60	4	56	1	0	8.983333333333333	0.06666666666666667	0.8	0.12307692307692308	6.233766233766234
0.28	73	1	3	60	3	57	0	0	7.866666666666666	0.05	1.0	0.09523809523809523	7.2457627118644075
0.28	89	2	7	81	5	76	2	0	15.05	0.06172839506172839	0.7142857142857143	0.11363636363636363	5.049833887043189
0.28	97	3	6	128	5	123	1	0	23.066666666666666	0.0390625	0.8333333333333334	0.07462686567164178	5.332369942196532
0.28	106	1	1	32	0	28	1	4	7.2	0.0	0.0	0.0	3.888888888888889
0.29	2	1	2	80	1	79	1	0	8.858333333333333	0.0125	0.5	0.024390243902439025	8.918156161806209
0.29	3	1	4	25	3	22	1	0	8.316666666666666	0.12	0.75	0.20689655172413793	2.6452905811623246
0.29	4	1	1	50	1	49	0	0	8.258333333333333	0.02	1.0	0.0392156862745098	5.933400605449042
0.29	5	1	0	42	0	40	0	2	7.733333333333333	0.0		0.0	5.172413793103448
0.29	15	2	5	55	5	50	0	0	16.616666666666667	0.09090909090909091	1.0	0.16666666666666666	3.009027081243731
0.29	17	1	3	97	0	97	3	0	8.966666666666667	0.0	0.0	0.0	10.817843866171003
0.29	37	1	0	92	0	91	0	1	7.991666666666666	0.0		0.0	11.386861313868614
0.29	40	1	0	58	0	57	0	1	7.133333333333334	0.0		0.0	7.990654205607476
0.29	44	1	0	55	0	55	0	0	8.558333333333334	0.0		0.0	6.426484907497565
0.29	48	1	0	29	0	27	0	2	7.341666666666667	0.0		0.0	3.677639046538025
0.29	55	1	0	47	0	47	0	0	7.416666666666667	0.0		0.0	6.337078651685393
0.29	64	1	5	57	4	53	1	0	8.983333333333333	0.07017543859649122	0.8	0.12903225806451613	5.899814471243043
0.29	73	1	3	59	3	56	0	0	7.866666666666666	0.05084745762711865	1.0	0.0967741935483871	7.118644067796611
0.29	89	2	7	81	5	76	2	0	15.05	0.06172839506172839	0.7142857142857143	0.11363636363636363	5.049833887043189
0.29	97	3	6	119	5	114	1	0	23.066666666666666	0.04201680672268908	0.8333333333333334	0.08	4.942196531791907
0.29	106	1	1	29	0	25	1	4	7.2	0.0	0.0	0.0	3.4722222222222223
0.3	2	1	2	76	1	75	1	0	8.858333333333333	0.013157894736842105	0.5	0.02564102564102564	8.466603951081845
0.3	3	1	4	24	3	21	1	0	8.316666666666666	0.125	0.75	0.21428571428571427	2.5250501002004007
0.3	4	1	1	46	1	45	0	0	8.258333333333333	0.021739130434782608	1.0	0.0425531914893617	5.449041372351161
0.3	5	1	0	42	0	40	0	2	7.733333333333333	0.0		0.0	5.172413793103448
0.3	15	2	5	53	5	48	0	0	16.616666666666667	0.09433962264150944	1.0	0.1724137931034483	2.8886659979939817
0.3	17	1	3	94	0	94	3	0	8.966666666666667	0.0	0.0	0.0	10.483271375464684
0.3	37	1	0	90	0	89	0	1	7.991666666666666	0.0		0.0	11.13660062565172
0.3	40	1	0	54	0	53	0	1	7.133333333333334	0.0		0.0	7.429906542056075
0.3	44	1	0	53	0	53	0	0	8.558333333333334	0.0		0.0	6.192794547224927
0.3	48	1	0	28	0	26	0	2	7.341666666666667	0.0		0.0	3.5414301929625425
0.3	55	1	0	47	0	47	0	0	7.416666666666667	0.0		0.0	6.337078651685393
0.3	64	1	5	54	4	50	1	0	8.983333333333333	0.07407407407407407	0.8	0.13559322033898305	5.565862708719852
0.3	73	1	3	56	3	53	0	0	7.866666666666666	0.05357142857142857	1.0	0.1016949152542373	6.737288135593221
0.3	89	2	7	77	5	72	2	0	15.05	0.06493506493506493	0.7142857142857143	0.11904761904761904	4.784053156146179
0.3	97	3	6	115	5	110	1	0	23.066666666666666	0.043478260869565216	0.8333333333333334	0.08264462809917356	4.76878612716763
0.3	106	1	1	28	0	24	1	4	7.2	0.0	0.0	0.0	3.333333333333333
0.31	2	1	2	71	1	70	1	0	8.858333333333333	0.014084507042253521	0.5	0.0273972602739726	7.9021636876763885
0.31	3	1	4	22	3	19	1	0	8.316666666666666	0.13636363636363635	0.75	0.23076923076923078	2.284569138276553
0.31	4	1	1	44	1	43	0	0	8.258333333333333	0.022727272727272728	1.0	0.044444444444444446	5.20686175580222
0.31	5	1	0	41	0	39	0	2	7.733333333333333	0.0		0.0	5.043103448275862
0.31	15	2	5	55	5	50	0	0	16.616666666666667	0.09090909090909091	1.0	0.16666666666666666	3.009027081243731
0.31	17	1	3	87	0	87	3	0	8.966666666666667	0.0	0.0	0.0	9.70260223048327
0.31	37	1	0	88	0	87	0	1	7.991666666666666	0.0		0.0	10.886339937434828
0.31	40	1	0	55	0	54	0	1	7.133333333333334	0.0		0.0	7.5700934579439245
0.31	44	1	0	53	0	53	0	0	8.558333333333334	0.0		0.0	6.192794547224927
0.31	48	1	0	27	0	25	0	2	7.341666666666667	0.0		0.0	3.4052213393870603
0.31	55	1	0	45	0	45	0	0	7.416666666666667	0.0		0.0	6.067415730337078
0.31	64	1	5	53	4	49	1	0	8.983333333333333	0.07547169811320754	0.8	0.13793103448275862	5.454545454545455
0.31	73	1	3	55	3	52	0	0	7.866666666666666	0.05454545454545454	1.0	0.10344827586206896	6.610169491525424
0.31	89	2	7	70	5	65	2	0	15.05	0.07142857142857142	0.7142857142857143	0.12987012987012986	4.318936877076411
0.31	97	3	6	105	5	100	1	0	23.066666666666666	0.047619047619047616	0.8333333333333334	0.09009009009009009	4.335260115606936
0.31	106	1	1	28	0	24	1	4	7.2	0.0	0.0	0.0	3.333333333333333
0.32	2	1	2	70	1	69	1	0	8.858333333333333	0.014285714285714285	0.5	0.027777777777777776	7.789275634995297
0.32	3	1	4	22	3	19	1	0	8.316666666666666	0.13636363636363635	0.75	0.23076923076923078	2.284569138276553
0.32	4	1	1	42	1	41	0	0	8.258333333333333	0.023809523809523808	1.0	0.046511627906976744	4.96468213925328
0.32	5	1	0	41	0	39	0	2	7.733333333333333	0.0		0.0	5.043103448275862
0.32	15	2	5	54	5	49	0	0	16.616666666666667	0.09259259259259259	1.0	0.1694915254237288	2.9488465396188563
0.32	17	1	3	80	0	80	3	0	8.966666666666667	0.0	0.0	0.0	8.921933085501859
0.32	37	1	0	85	0	84	0	1	7.991666666666666	0.0		0.0	10.51094890510949
0.32	40	1	0	51	0	50	0	1	7.133333333333334	0.0		0.0	7.009345794392523
0.32	44	1	0	52	0	52	0	0	8.558333333333334	0.0		0.0	6.075949367088607
0.32	48	1	0	27	0	25	0	2	7.341666666666667	0.0		0.0	3.4052213393870603
0.32	55	1	0	43	0	43	0	0	7.416666666666667	0.0		0.0	5.797752808988764
0.32	64	1	5	51	4	47	1	0	8.983333333333333	0.0784313725490196	0.8	0.14285714285714285	5.231910946196661
0.32	73	1	3	53	3	50	0	0	7.866666666666666	0.05660377358490566	1.0	0.10714285714285714	6.3559322033898304
0.32	89	2	7	66	5	61	2	0	15.05	0.07575757575757576	0.7142857142857143	0.136986301369863	4.0531561461794015
0.32	97	3	6	103	5	98	1	0	23.066666666666666	0.04854368932038835	0.8333333333333334	0.09174311926605505	4.2485549132947975
0.32	106	1	1	28	0	24	1	4	7.2	0.0	0.0	0.0	3.333333333333333
0.33	2	1	2	67	1	66	1	0	8.858333333333333	0.014925373134328358	0.5	0.028985507246376812	7.450611476952023
0.33	3	1	4	22	3	19	1	0	8.316666666666666	0.13636363636363635	0.75	0.23076923076923078	2.284569138276553
0.33	4	1	1	40	1	39	0	0	8.258333333333333	0.025	1.0	0.04878048780487805	4.722502522704339
0.33	5	1	0	41	0	39	0	2	7.733333333333333	0.0		0.0	5.043103448275862
0.33	15	2	5	52	5	47	0	0	16.616666666666667	0.09615384615384616	1.0	0.17543859649122806	2.828485456369107
0.33	17	1	3	76	0	76	3	0	8.966666666666667	0.0	0.0	0.0	8.475836431226766
0.33	37	1	0	81	0	80	0	1	7.991666666666666	0.0		0.0	10.010427528675704
0.33	40	1	0	52	0	51	0	1	7.133333333333334	0.0		0.0	7.149532710280374
0.33	44	1	0	48	0	48	0	0	8.558333333333334	0.0		0.0	5.60856864654333
0.33	48	1	0	26	0	24	0	2	7.341666666666667	0.0		0.0	3.2690124858115777
0.33	55	1	0	40	0	40	0	0	7.416666666666667	0.0		0.0	5.393258426966292
0.33	64	1	5	48	4	44	1	0	8.983333333333333	0.08333333333333333	0.8	0.1509433962264151	4.8979591836734695
0.33	73	1	3	48	3	45	0	0	7.866666666666666	0.0625	1.0	0.11764705882352941	5.720338983050848
0.33	89	2	7	64	5	59	2	0	15.05	0.078125	0.7142857142857143	0.14084507042253522	3.920265780730897
0.33	97	3	6	107	5	102	1	0	23.066666666666666	0.04672897196261682	0.8333333333333334	0.08849557522123894	4.421965317919075
0.33	106	1	1	28	0	24	1	4	7.2	0.0	0.0	0.0	3.333333333333333
0.34	2	1	2	64	1	63	1	0	8.858333333333333	0.015625	0.5	0.030303030303030304	7.11194731890875
0.34	3	1	4	21	3	18	1	0	8.316666666666666	0.14285714285714285	0.75	0.24	2.164328657314629
0.34	4	1	1	40	1	39	0	0	8.258333333333333	0.025	1.0	0.04878048780487805	4.722502522704339
0.34	5	1	0	39	0	37	0	2	7.733333333333333	0.0		0.0	4.7844827586206895
0.34	15	2	5	49	5	44	0	0	16.616666666666667	0.10204081632653061	1.0	0.18518518518518517	2.647943831494483
0.34	17	1	3	71	0	71	3	0	8.966666666666667	0.0	0.0	0.0	7.918215613382899
0.34	37	1	0	78	0	77	0	1	7.991666666666666	0.0		0.0	9.635036496350365
0.34	40	1	0	50	0	49	0	1	7.133333333333334	0.0		0.0	6.869158878504672
0.34	44	1	0	47	0	47	0	0	8.558333333333334	0.0		0.0	5.49172346640701
0.34	48	1	0	25	0	23	0	2	7.341666666666667	0.0		0.0	3.1328036322360955
0.34	55	1	0	38	0	38	0	0	7.416666666666667	0.0		0.0	5.123595505617978
0.34	64	1	5	48	4	44	1	0	8.983333333333333	0.08333333333333333	0.8	0.1509433962264151	4.8979591836734695
0.34	73	1	3	47	3	44	0	0	7.866666666666666	0.06382978723404255	1.0	0.12	5.593220338983051
0.34	89	2	7	63	5	58	2	0	15.05	0.07936507936507936	0.7142857142857143	0.14285714285714285	3.8538205980066444
0.34	97	3	6	102	4	98	2	0	23.066666666666666	0.0392156862745098	0.6666666666666666	0.07407407407407407	4.2485549132947975
0.34	106	1	1	26	0	22	1	4	7.2	0.0	0.0	0.0	3.0555555555555554
0.35	2	1	2	60	1	59	1	0	8.858333333333333	0.016666666666666666	0.5	0.03225806451612903	6.660395108184384
0.35	3	1	4	20	3	17	1	0	8.316666666666666	0.15	0.75	0.25	2.0440881763527057
0.35	4	1	1	37	1	36	0	0	8.258333333333333	0.02702702702702703	1.0	0.05263157894736842	4.359233097880929
0.35	5	1	0	38	0	36	0	2	7.733333333333333	0.0		0.0	4.655172413793103
0.35	15	2	5	48	5	43	0	0	16.616666666666667	0.10416666666666667	1.0	0.18867924528301888	2.5877632898696086
0.35	17	1	3	69	0	69	3	0	8.966666666666667	0.0	0.0	0.0	7.695167286245353
0.35	37	1	0	77	0	76	0	1	7.991666666666666	0.0		0.0	9.50990615224192
0.35	40	1	0	50	0	49	0	1	7.133333333333334	0.0		0.0	6.869158878504672
0.35	44	1	0	46	0	46	0	0	8.558333333333334	0.0		0.0	5.374878286270691
0.35	48	1	0	25	0	23	0	2	7.341666666666667	0.0		0.0	3.1328036322360955
0.35	55	1	0	38	0	38	0	0	7.416666666666667	0.0		0.0	5.123595505617978
0.35	64	1	5	46	4	42	1	0	8.983333333333333	0.08695652173913043	0.8	0.1568627450980392	4.675324675324676
0.35	73	1	3	46	3	43	0	0	7.866666666666666	0.06521739130434782	1.0	0.12244897959183673	5.466101694915254
0.35	89	2	7	60	5	55	2	0	15.05	0.08333333333333333	0.7142857142857143	0.14925373134328357	3.654485049833887
0.35	97	3	6	99	4	95	2	0	23.066666666666666	0.04040404040404041	0.6666666666666666	0.0761904761904762	4.118497109826589
0.35	106	1	1	26	0	22	1	4	7.2	0.0	0.0	0.0	3.0555555555555554
0.36	2	1	2	56	1	55	1	0	8.858333333333333	0.017857142857142856	0.5	0.034482758620689655	6.20884289746002
0.36	3	1	4	19	3	16	1	0	8.316666666666666	0.15789473684210525	0.75	0.2608695652173913	1.9238476953907817
0.36	4	1	1	37	1	36	0	0	8.258333333333333	0.02702702702702703	1.0	0.05263157894736842	4.359233097880929
0.36	5	1	0	38	0	36	0	2	7.733333333333333	0.0		0.0	4.655172413793103
0.36	15	2	5	46	5	41	0	0	16.616666666666667	0.10869565217391304	1.0	0.19607843137254902	2.4674022066198593
0.36	17	1	3	68	0	68	3	0	8.966666666666667	0.0	0.0	0.0	7.5836431226765795
0.36	37	1	0	77	0	76	0	1	7.991666666666666	0.0		0.0	9.50990615224192
0.36	40	1	0	49	0	48	0	1	7.133333333333334	0.0		0.0	6.728971962616822
0.36	44	1	0	45	0	45	0	0	8.558333333333334	0.0		0.0	5.258033106134372
0.36	48	1	0	25	0	23	0	2	7.341666666666667	0.0		0.0	3.1328036322360955
0.36	55	1	0	34	0	34	0	0	7.416666666666667	0.0		0.0	4.584269662921348
0.36	64	1	5	44	4	40	1	0	8.983333333333333	0.09090909090909091	0.8	0.16326530612244897	4.452690166975882
0.36	73	1	3	45	3	42	0	0	7.866666666666666	0.06666666666666667	1.0	0.125	5.338983050847458
0.36	89	2	7	59	5	54	2	0	15.05	0.0847457627118644	0.7142857142857143	0.15151515151515152	3.5880398671096345
0.36	97	3	6	95	4	91	2	0	23.066666666666666	0.042105263157894736	0.6666666666666666	0.07920792079207921	3.945086705202312
0.36	106	1	1	26	0	22	1	4	7.2	0.0	0.0	0.0	3.0555555555555554
0.37	2	1	2	53	1	52	1	0	8.858333333333333	0.018867924528301886	0.5	0.03636363636363636	5.870178739416746
0.37	3	1	4	19	3	16	1	0	8.316666666666666	0.15789473684210525	0.75	0.2608695652173913	1.9238476953907817
0.37	4	1	1	36	1	35	0	0	8.258333333333333	0.027777777777777776	1.0	0.05405405405405406	4.238143289606459
0.37	5	1	0	37	0	35	0	2	7.733333333333333	0.0		0.0	4.525862068965517
0.37	15	2	5	45	5	40	0	0	16.616666666666667	0.1111111111111111	1.0	0.2	2.4072216649949847
0.37	17	1	3	64	0	64	3	0	8.966666666666667	0.0	0.0	0.0	7.137546468401487
0.37	37	1	0	76	0	75	0	1	7.991666666666666	0.0		0.0	9.384775808133472
0.37	40	1	0	48	0	47	0	1	7.133333333333334	0.0		0.0	6.5887850467289715
0.37	44	1	0	44	0	44	0	0	8.558333333333334	0.0		0.0	5.141187925998053
0.37	48	1	0	23	0	21	0	2	7.341666666666667	0.0		0.0	2.8603859250851307
0.37	55	1	0	33	0	33	0	0	7.416666666666667	0.0		0.0	4.449438202247191
0.37	64	1	5	44	4	40	1	0	8.983333333333333	0.09090909090909091	0.8	0.16326530612244897	4.452690166975882
0.37	73	1	3	43	3	40	0	0	7.866666666666666	0.06976744186046512	1.0	0.13043478260869565	5.084745762711865
0.37	89	2	7	59	5	54	2	0	15.05	0.0847457627118644	0.7142857142857143	0.15151515151515152	3.5880398671096345
0.37	97	3	6	90	4	86	2	0	23.066666666666666	0.044444444444444446	0.6666666666666666	0.08333333333333333	3.7283236994219653
0.37	106	1	1	24	0	20	1	4	7.2	0.0	0.0	0.0	2.7777777777777777
0.38	2	1	2	50	1	49	1	0	8.858333333333333	0.02	0.5	0.038461538461538464	5.531514581373472
0.38	3	1	4	17	3	14	1	0	8.316666666666666	0.17647058823529413	0.75	0.2857142857142857	1.683366733466934
0.38	4	1	1	35	1	34	0	0	8.258333333333333	0.02857142857142857	1.0	0.05555555555555555	4.117053481331988
0.38	5	1	0	36	0	34	0	2	7.733333333333333	0.0		0.0	4.396551724137931
0.38	15	2	5	44	5	39	0	0	16.616666666666667	0.11363636363636363	1.0	0.20408163265306123	2.34704112337011
0.38	17	1	3	61	0	61	3	0	8.966666666666667	0.0	0.0	0.0	6.802973977695167
0.38	37	1	0	75	0	74	0	1	7.991666666666666	0.0		0.0	9.259645464025027
0.38	40	1	0	48	0	47	0	1	7.133333333333334	0.0		0.0	6.5887850467289715
0.38	44	1	0	41	0	41	0	0	8.558333333333334	0.0		0.0	4.790652385589095
0.38	48	1	0	24	0	22	0	2	7.341666666666667	0.0		0.0	2.996594778660613
0.38	55	1	0	32	0	32	0	0	7.416666666666667	0.0		0.0	4.314606741573034
0.38	64	1	5	43	4	39	1	0	8.983333333333333	0.09302325581395349	0.8	0.16666666666666666	4.341372912801485
0.38	73	1	3	42	3	39	0	0	7.866666666666666	0.07142857142857142	1.0	0.13333333333333333	4.957627118644068
0.38	89	2	7	57	5	52	2	0	15.05	0.08771929824561403	0.7142857142857143	0.15625	3.4551495016611296
0.38	97	3	6	87	4	83	2	0	23.066666666666666	0.04597701149425287	0.6666666666666666	0.08602150537634409	3.5982658959537575
0.38	106	1	1	23	0	19	1	4	7.2	0.0	0.0	0.0	2.638888888888889
0.39	2	1	2	48	1	47	1	0	8.858333333333333	0.020833333333333332	0.5	0.04	5.305738476011289
0.39	3	1	4	16	3	13	1	0	8.316666666666666	0.1875	0.75	0.3	1.56312625250501
0.39	4	1	1	34	1	33	0	0	8.258333333333333	0.029411764705882353	1.0	0.05714285714285714	3.995963673057518
0.39	5	1	0	36	0	34	0	2	7.733333333333333	0.0		0.0	4.396551724137931
0.39	15	2	5	41	5	36	0	0	16.616666666666667	0.12195121951219512	1.0	0.21739130434782608	2.166499498495486
0.39	17	1	3	60	0	60	3	0	8.966666666666667	0.0	0.0	0.0	6.691449814126394
0.39	37	1	0	76	0	75	0	1	7.991666666666666	0.0		0.0	9.384775808133472
0.39	40	1	0	46	0	45	0	1	7.133333333333334	0.0		0.0	6.308411214953271
0.39	44	1	0	41	0	41	0	0	8.558333333333334	0.0		0.0	4.790652385589095
0.39	48	1	0	22	0	20	0	2	7.341666666666667	0.0		0.0	2.724177071509648
0.39	55	1	0	31	0	31	0	0	7.416666666666667	0.0		0.0	4.179775280898876
0.39	64	1	5	41	4	37	1	0	8.983333333333333	0.0975609756097561	0.8	0.17391304347826086	4.1187384044526905
0.39	73	1	3	42	3	39	0	0	7.866666666666666	0.07142857142857142	1.0	0.13333333333333333	4.957627118644068
0.39	89	2	7	55	4	51	3	0	15.05	0.07272727272727272	0.5714285714285714	0.12903225806451613	3.388704318936877
0.39	97	3	6	86	4	82	2	0	23.066666666666666	0.046511627906976744	0.6666666666666666	0.08695652173913043	3.554913294797688
0.39	106	1	1	23	0	19	1	4	7.2	0.0	0.0	0.0	2.638888888888889
0.4	2	1	2	46	1	45	1	0	8.858333333333333	0.021739130434782608	0.5	0.041666666666666664	5.079962370649107
0.4	3	1	4	15	3	12	1	0	8.316666666666666	0.2	0.75	0.3157894736842105	1.4428857715430863
0.4	4	1	1	34	1	33	0	0	8.258333333333333	0.029411764705882353	1.0	0.05714285714285714	3.995963673057518
0.4	5	1	0	36	0	34	0	2	7.733333333333333	0.0		0.0	4.396551724137931
0.4	15	2	5	41	5	36	0	0	16.616666666666667	0.12195121951219512	1.0	0.21739130434782608	2.166499498495486
0.4	17	1	3	56	0	56	3	0	8.966666666666667	0.0	0.0	0.0	6.245353159851301
0.4	37	1	0	77	0	76	0	1	7.991666666666666	0.0		0.0	9.50990615224192
0.4	40	1	0	44	0	43	0	1	7.133333333333334	0.0		0.0	6.02803738317757
0.4	44	1	0	39	0	39	0	0	8.558333333333334	0.0		0.0	4.556962025316456
0.4	48	1	0	22	0	20	0	2	7.341666666666667	0.0		0.0	2.724177071509648
0.4	55	1	0	30	0	30	0	0	7.416666666666667	0.0		0.0	4.044943820224719
0.4	64	1	5	40	4	36	1	0	8.983333333333333	0.1	0.8	0.17777777777777778	4.007421150278294
0.4	73	1	3	41	3	38	0	0	7.866666666666666	0.07317073170731707	1.0	0.13636363636363635	4.830508474576272
0.4	89	2	7	55	4	51	3	0	15.05	0.07272727272727272	0.5714285714285714	0.12903225806451613	3.388704318936877
0.4	97	3	6	86	4	82	2	0	23.066666666666666	0.046511627906976744	0.6666666666666666	0.08695652173913043	3.554913294797688
0.4	106	1	1	23	0	19	1	4	7.2	0.0	0.0	0.0	2.638888888888889
0.41	2	1	2	43	1	42	1	0	8.858333333333333	0.023255813953488372	0.5	0.044444444444444446	4.741298212605833
0.41	3	1	4	15	3	12	1	0	8.316666666666666	0.2	0.75	0.3157894736842105	1.4428857715430863
0.41	4	1	1	32	1	31	0	0	8.258333333333333	0.03125	1.0	0.06060606060606061	3.7537840565085774
0.41	5	1	0	36	0	34	0	2	7.733333333333333	0.0		0.0	4.396551724137931
0.41	15	2	5	40	5	35	0	0	16.616666666666667	0.125	1.0	0.2222222222222222	2.106318956870612
0.41	17	1	3	54	0	54	3	0	8.966666666666667	0.0	0.0	0.0	6.022304832713755
0.41	37	1	0	72	0	71	0	1	7.991666666666666	0.0		0.0	8.884254431699688
0.41	40	1	0	44	0	43	0	1	7.133333333333334	0.0		0.0	6.02803738317757
0.41	44	1	0	37	0	37	0	0	8.558333333333334	0.0		0.0	4.3232716650438165
0.41	48	1	0	23	0	21	0	2	7.341666666666667	0.0		0.0	2.8603859250851307
0.41	55	1	0	29	0	29	0	0	7.416666666666667	0.0		0.0	3.9101123595505616
0.41	64	1	5	38	4	34	1	0	8.983333333333333	0.10526315789473684	0.8	0.18604651162790697	3.7847866419294993
0.41	73	1	3	37	3	34	0	0	7.866666666666666	0.08108108108108109	1.0	0.15	4.322033898305085
0.41	89	2	7	55	4	51	3	0	15.05	0.07272727272727272	0.5714285714285714	0.12903225806451613	3.388704318936877
0.41	97	3	6	83	4	79	2	0	23.066666666666666	0.04819277108433735	0.6666666666666666	0.0898876404494382	3.4248554913294798
0.41	106	1	1	22	0	18	1	4	7.2	0.0	0.0	0.0	2.5
0.42	2	1	2	43	1	42	1	0	8.858333333333333	0.023255813953488372	0.5	0.044444444444444446	4.741298212605833
0.42	3	1	4	15	3	12	1	0	8.316666666666666	0.2	0.75	0.3157894736842105	1.4428857715430863
0.42	4	1	1	32	1	31	0	0	8.258333333333333	0.03125	1.0	0.06060606060606061	3.7537840565085774
0.42	5	1	0	36	0	34	0	2	7.733333333333333	0.0		0.0	4.396551724137931
0.42	15	2	5	35	4	31	1	0	16.616666666666667	0.11428571428571428	0.8	0.2	1.8655967903711133
0.42	17	1	3	51	0	51	3	0	8.966666666666667	0.0	0.0	0.0	5.687732342007435
0.42	37	1	0	70	0	69	0	1	7.991666666666666	0.0		0.0	8.633993743482796
0.42	40	1	0	42	0	41	0	1	7.133333333333334	0.0		0.0	5.747663551401869
0.42	44	1	0	37	0	37	0	0	8.558333333333334	0.0		0.0	4.3232716650438165
0.42	48	1	0	23	0	21	0	2	7.341666666666667	0.0		0.0	2.8603859250851307
0.42	55	1	0	27	0	27	0	0	7.416666666666667	0.0		0.0	3.640449438202247
0.42	64	1	5	37	4	33	1	0	8.983333333333333	0.10810810810810811	0.8	0.19047619047619047	3.6734693877551026
0.42	73	1	3	34	3	31	0	0	7.866666666666666	0.08823529411764706	1.0	0.16216216216216217	3.940677966101695
0.42	89	2	7	54	4	50	3	0	15.05	0.07407407407407407	0.5714285714285714	0.13114754098360656	3.3222591362126246
0.42	97	3	6	79	4	75	2	0	23.066666666666666	0.05063291139240506	0.6666666666666666	0.09411764705882353	3.2514450867052025
0.42	106	1	1	22	0	18	1	4	7.2	0.0	0.0	0.0	2.5
0.43	2	1	2	42	1	41	1	0	8.858333333333333	0.023809523809523808	0.5	0.045454545454545456	4.628410159924742
0.43	3	1	4	14	3	11	1	0	8.316666666666666	0.21428571428571427	0.75	0.3333333333333333	1.3226452905811623
0.43	4	1	1	32	1	31	0	0	8.258333333333333	0.03125	1.0	0.06060606060606061	3.7537840565085774
0.43	5	1	0	34	0	32	0	2	7.733333333333333	0.0		0.0	4.137931034482759
0.43	15	2	5	35	4	31	1	0	16.616666666666667	0.11428571428571428	0.8	0.2	1.8655967903711133
0.43	17	1	3	48	0	48	3	0	8.966666666666667	0.0	0.0	0.0	5.353159851301116
0.43	37	1	0	67	0	66	0	1	7.991666666666666	0.0		0.0	8.258602711157456
0.43	40	1	0	41	0	40	0	1	7.133333333333334	0.0		0.0	5.607476635514018
0.43	44	1	0	33	0	33	0	0	8.558333333333334	0.0		0.0	3.8558909444985394
0.43	48	1	0	23	0	21	0	2	7.341666666666667	0.0		0.0	2.8603859250851307
