fusion	partition	subject	pid	cluster_index	event_time_sec	cluster_start_sec	cluster_stop_sec	cluster_span_sec	contributor_count	contributors	source_alarm_count	source_alarm_ids	retained
P6-P2-H2-2OF3	validation	sub-1	89	1	390.0	390.0	390.0	0.0	1	H2-D	1	H2-D:sub-1:390.0	False
P6-P2-H2-2OF3	validation	sub-1	89	2	2190.0	2190.0	2190.0	0.0	2	P6-D;H2-D	2	H2-D:sub-1:2190.0;P6-D:sub-1:2190.0	True
P6-P2-H2-2OF3	validation	sub-1	89	3	2430.0	2430.0	2430.0	0.0	1	P6-D	1	P6-D:sub-1:2430.0	False
P6-P2-H2-2OF3	validation	sub-1	89	4	3180.0	3180.0	3180.0	0.0	1	H2-D	1	H2-D:sub-1:3180.0	False
P6-P2-H2-2OF3	validation	sub-1	89	5	3390.0	3390.0	3390.0	0.0	1	P6-D	1	P6-D:sub-1:3390.0	False
P6-P2-H2-2OF3	validation	sub-1	89	6	3480.0	3480.0	3480.0	0.0	3	P6-D;P2-D;H2-D	3	H2-D:sub-1:3480.0;P2-D:sub-1:3480.0;P6-D:sub-1:3480.0	True
P6-P2-H2-2OF3	validation	sub-1	89	7	4080.0	4080.0	4080.0	0.0	2	P6-D;H2-D	2	H2-D:sub-1:4080.0;P6-D:sub-1:4080.0	True
P6-P2-H2-2OF3	validation	sub-1	89	8	4200.0	4200.0	4200.0	0.0	1	P6-D	1	P6-D:sub-1:4200.0	False
P6-P2-H2-2OF3	validation	sub-1	89	9	4440.0	4440.0	4440.0	0.0	2	P6-D;H2-D	2	H2-D:sub-1:4440.0;P6-D:sub-1:4440.0	True
P6-P2-H2-2OF3	validation	sub-1	89	10	4680.0	4680.0	4680.0	0.0	1	P6-D	1	P6-D:sub-1:4680.0	False
P6-P2-H2-2OF3	validation	sub-1	89	11	4800.0	4800.0	4800.0	0.0	1	P6-D	1	P6-D:sub-1:4800.0	False
P6-P2-H2-2OF3	validation	sub-1	89	12	7350.0	7350.0	7350.0	0.0	1	H2-D	1	H2-D:sub-1:7350.0	False
P6-P2-H2-2OF3	validation	sub-1	89	13	7500.0	7500.0	7500.0	0.0	1	H2-D	1	H2-D:sub-1:7500.0	False
P6-P2-H2-2OF3	validation	sub-1	89	14	8670.0	8670.0	8670.0	0.0	1	P6-D	1	P6-D:sub-1:8670.0	False
P6-P2-H2-2OF3	validation	sub-1	89	15	8790.0	8790.0	8790.0	0.0	1	P6-D	1	P6-D:sub-1:8790.0	False
P6-P2-H2-2OF3	validation	sub-1	89	16	9510.0	9510.0	9510.0	0.0	1	P6-D	1	P6-D:sub-1:9510.0	False
P6-P2-H2-2OF3	validation	sub-1	89	17	13020.0	13020.0	13020.0	0.0	1	P6-D	1	P6-D:sub-1:13020.0	False
P6-P2-H2-2OF3	validation	sub-1	89	18	16890.0	16890.0	16890.0	0.0	1	P6-D	1	P6-D:sub-1:16890.0	False
P6-P2-H2-2OF3	validation	sub-1	89	19	17700.0	17700.0	17700.0	0.0	2	P6-D;P2-D	2	P2-D:sub-1:17700.0;P6-D:sub-1:17700.0	True
P6-P2-H2-2OF3	validation	sub-1	89	20	20190.0	20190.0	20190.0	0.0	1	P6-D	1	P6-D:sub-1:20190.0	False
P6-P2-H2-2OF3	validation	sub-1	89	21	20250.0	20250.0	20250.0	0.0	1	P2-D	1	P2-D:sub-1:20250.0	False
P6-P2-H2-2OF3	validation	sub-1	89	22	20430.0	20430.0	20430.0	0.0	1	P6-D	1	P6-D:sub-1:20430.0	False
P6-P2-H2-2OF3	validation	sub-1	89	23	20790.0	20790.0	20790.0	0.0	1	P6-D	1	P6-D:sub-1:20790.0	False
P6-P2-H2-2OF3	validation	sub-1	89	24	21630.0	21630.0	21630.0	0.0	1	P6-D	1	P6-D:sub-1:21630.0	False
P6-P2-H2-2OF3	validation	sub-1	89	25	22140.0	22140.0	22140.0	0.0	1	P6-D	1	P6-D:sub-1:22140.0	False
P6-P2-H2-2OF3	validation	sub-1	89	26	24750.0	24750.0	24750.0	0.0	1	P6-D	1	P6-D:sub-1:24750.0	False
P6-P2-H2-2OF3	validation	sub-1	89	27	26520.0	26520.0	26520.0	0.0	2	P6-D;P2-D	2	P2-D:sub-1:26520.0;P6-D:sub-1:26520.0	True
P6-P2-H2-2OF3	validation	sub-1	89	28	27060.0	27060.0	27060.0	0.0	1	P6-D	1	P6-D:sub-1:27060.0	False
P6-P2-H2-2OF3	validation	sub-105	73	0	1500.0	1500.0	1500.0	0.0	2	P2-D;H2-D	2	H2-D:sub-105:1500.0;P2-D:sub-105:1500.0	True
P6-P2-H2-2OF3	validation	sub-105	73	1	1620.0	1620.0	1620.0	0.0	1	P2-D	1	P2-D:sub-105:1620.0	False
P6-P2-H2-2OF3	validation	sub-105	73	2	2280.0	2280.0	2280.0	0.0	2	P2-D;H2-D	2	H2-D:sub-105:2280.0;P2-D:sub-105:2280.0	True
P6-P2-H2-2OF3	validation	sub-105	73	3	3180.0	3180.0	3180.0	0.0	1	H2-D	1	H2-D:sub-105:3180.0	False
P6-P2-H2-2OF3	validation	sub-105	73	4	5790.0	5790.0	5790.0	0.0	1	H2-D	1	H2-D:sub-105:5790.0	False
P6-P2-H2-2OF3	validation	sub-105	73	5	7260.0	7260.0	7260.0	0.0	1	P6-D	1	P6-D:sub-105:7260.0	False
P6-P2-H2-2OF3	validation	sub-105	73	6	9450.0	9450.0	9450.0	0.0	1	P6-D	1	P6-D:sub-105:9450.0	False
P6-P2-H2-2OF3	validation	sub-105	73	7	9810.0	9810.0	9810.0	0.0	1	P6-D	1	P6-D:sub-105:9810.0	False
P6-P2-H2-2OF3	validation	sub-105	73	8	10770.0	10770.0	10770.0	0.0	1	P6-D	1	P6-D:sub-105:10770.0	False
P6-P2-H2-2OF3	validation	sub-105	73	9	10860.0	10860.0	10860.0	0.0	2	P6-D;H2-D	2	H2-D:sub-105:10860.0;P6-D:sub-105:10860.0	True
P6-P2-H2-2OF3	validation	sub-105	73	10	11370.0	11370.0	11370.0	0.0	1	P6-D	1	P6-D:sub-105:11370.0	False
P6-P2-H2-2OF3	validation	sub-105	73	11	11640.0	11640.0	11640.0	0.0	1	P6-D	1	P6-D:sub-105:11640.0	False
P6-P2-H2-2OF3	validation	sub-105	73	12	12180.0	12180.0	12180.0	0.0	1	P6-D	1	P6-D:sub-105:12180.0	False
P6-P2-H2-2OF3	validation	sub-105	73	13	12480.0	12480.0	12480.0	0.0	1	P6-D	1	P6-D:sub-105:12480.0	False
P6-P2-H2-2OF3	validation	sub-105	73	14	12540.0	12540.0	12540.0	0.0	2	P6-D;H2-D	2	H2-D:sub-105:12540.0;P6-D:sub-105:12540.0	True
P6-P2-H2-2OF3	validation	sub-105	73	15	14760.0	14760.0	14760.0	0.0	1	P6-D	1	P6-D:sub-105:14760.0	False
P6-P2-H2-2OF3	validation	sub-105	73	16	16140.0	16140.0	16140.0	0.0	1	P6-D	1	P6-D:sub-105:16140.0	False
P6-P2-H2-2OF3	validation	sub-105	73	17	17310.0	17310.0	17340.0	30.0	2	P6-D;H2-D	2	P6-D:sub-105:17310.0;H2-D:sub-105:17340.0	True
P6-P2-H2-2OF3	validation	sub-105	73	18	19920.0	19920.0	19920.0	0.0	1	P6-D	1	P6-D:sub-105:19920.0	False
P6-P2-H2-2OF3	validation	sub-105	73	19	22020.0	22020.0	22020.0	0.0	1	P6-D	1	P6-D:sub-105:22020.0	False
P6-P2-H2-2OF3	validation	sub-105	73	20	22380.0	22380.0	22380.0	0.0	1	P6-D	1	P6-D:sub-105:22380.0	False
P6-P2-H2-2OF3	validation	sub-105	73	21	24480.0	24480.0	24480.0	0.0	1	P6-D	1	P6-D:sub-105:24480.0	False
P6-P2-H2-2OF3	validation	sub-105	73	22	24660.0	24660.0	24660.0	0.0	1	P6-D	1	P6-D:sub-105:24660.0	False
P6-P2-H2-2OF3	validation	sub-105	73	23	26160.0	26160.0	26160.0	0.0	2	P6-D;H2-D	2	H2-D:sub-105:26160.0;P6-D:sub-105:26160.0	True
P6-P2-H2-2OF3	validation	sub-105	73	24	26580.0	26580.0	26580.0	0.0	2	P6-D;H2-D	2	H2-D:sub-105:26580.0;P6-D:sub-105:26580.0	True
P6-P2-H2-2OF3	validation	sub-105	73	25	26790.0	26790.0	26790.0	0.0	3	P6-D;P2-D;H2-D	3	H2-D:sub-105:26790.0;P2-D:sub-105:26790.0;P6-D:sub-105:26790.0	True
P6-P2-H2-2OF3	validation	sub-105	73	26	26880.0	26880.0	26880.0	0.0	1	H2-D	1	H2-D:sub-105:26880.0	False
P6-P2-H2-2OF3	validation	sub-105	73	27	28440.0	28440.0	28440.0	0.0	2	P2-D;H2-D	2	H2-D:sub-105:28440.0;P2-D:sub-105:28440.0	True
P6-P2-H2-2OF3	validation	sub-112	97	0	6180.0	6180.0	6180.0	0.0	1	H2-D	1	H2-D:sub-112:6180.0	False
P6-P2-H2-2OF3	validation	sub-112	97	1	7980.0	7980.0	7980.0	0.0	1	H2-D	1	H2-D:sub-112:7980.0	False
P6-P2-H2-2OF3	validation	sub-112	97	2	11700.0	11700.0	11700.0	0.0	1	H2-D	1	H2-D:sub-112:11700.0	False
P6-P2-H2-2OF3	validation	sub-112	97	3	12180.0	12180.0	12180.0	0.0	3	P6-D;P2-D;H2-D	3	H2-D:sub-112:12180.0;P2-D:sub-112:12180.0;P6-D:sub-112:12180.0	True
P6-P2-H2-2OF3	validation	sub-112	97	4	21270.0	21270.0	21300.0	30.0	3	P6-D;P2-D;H2-D	3	H2-D:sub-112:21270.0;P2-D:sub-112:21270.0;P6-D:sub-112:21300.0	True
P6-P2-H2-2OF3	validation	sub-112	97	5	23940.0	23940.0	23940.0	0.0	1	H2-D	1	H2-D:sub-112:23940.0	False
P6-P2-H2-2OF3	validation	sub-112	97	6	25290.0	25290.0	25290.0	0.0	1	H2-D	1	H2-D:sub-112:25290.0	False
P6-P2-H2-2OF3	validation	sub-112	97	7	26130.0	26130.0	26130.0	0.0	1	H2-D	1	H2-D:sub-112:26130.0	False
P6-P2-H2-2OF3	validation	sub-113	97	0	16980.0	16980.0	16980.0	0.0	1	H2-D	1	H2-D:sub-113:16980.0	False
P6-P2-H2-2OF3	validation	sub-113	97	1	21870.0	21870.0	21870.0	0.0	1	H2-D	1	H2-D:sub-113:21870.0	False
P6-P2-H2-2OF3	validation	sub-113	97	2	22650.0	22650.0	22650.0	0.0	1	H2-D	1	H2-D:sub-113:22650.0	False
P6-P2-H2-2OF3	validation	sub-113	97	3	23550.0	23550.0	23550.0	0.0	1	H2-D	1	H2-D:sub-113:23550.0	False
P6-P2-H2-2OF3	validation	sub-113	97	4	25290.0	25290.0	25290.0	0.0	1	H2-D	1	H2-D:sub-113:25290.0	False
P6-P2-H2-2OF3	validation	sub-113	97	5	26040.0	26040.0	26040.0	0.0	3	P6-D;P2-D;H2-D	3	H2-D:sub-113:26040.0;P2-D:sub-113:26040.0;P6-D:sub-113:26040.0	True
P6-P2-H2-2OF3	validation	sub-113	97	6	26220.0	26220.0	26220.0	0.0	1	P6-D	1	P6-D:sub-113:26220.0	False
P6-P2-H2-2OF3	validation	sub-113	97	7	26850.0	26850.0	26850.0	0.0	1	H2-D	1	H2-D:sub-113:26850.0	False
P6-P2-H2-2OF3	validation	sub-113	97	8	27120.0	27120.0	27120.0	0.0	1	H2-D	1	H2-D:sub-113:27120.0	False
P6-P2-H2-2OF3	validation	sub-114	97	0	780.0	780.0	780.0	0.0	1	H2-D	1	H2-D:sub-114:780.0	False
P6-P2-H2-2OF3	validation	sub-114	97	1	17280.0	17280.0	17280.0	0.0	2	P2-D;H2-D	2	H2-D:sub-114:17280.0;P2-D:sub-114:17280.0	True
P6-P2-H2-2OF3	validation	sub-114	97	2	20040.0	20040.0	20040.0	0.0	1	H2-D	1	H2-D:sub-114:20040.0	False
P6-P2-H2-2OF3	validation	sub-114	97	3	20850.0	20850.0	20850.0	0.0	1	H2-D	1	H2-D:sub-114:20850.0	False
P6-P2-H2-2OF3	validation	sub-114	97	4	22320.0	22320.0	22320.0	0.0	1	H2-D	1	H2-D:sub-114:22320.0	False
P6-P2-H2-2OF3	validation	sub-114	97	5	24120.0	24120.0	24120.0	0.0	1	H2-D	1	H2-D:sub-114:24120.0	False
P6-P2-H2-2OF3	validation	sub-114	97	6	25260.0	25260.0	25260.0	0.0	1	H2-D	1	H2-D:sub-114:25260.0	False
P6-P2-H2-2OF3	validation	sub-114	97	7	26100.0	26100.0	26100.0	0.0	1	H2-D	1	H2-D:sub-114:26100.0	False
P6-P2-H2-2OF3	validation	sub-114	97	8	26970.0	26970.0	26970.0	0.0	1	H2-D	1	H2-D:sub-114:26970.0	False
P6-P2-H2-2OF3	validation	sub-124	15	0	540.0	540.0	540.0	0.0	1	H2-D	1	H2-D:sub-124:540.0	False
P6-P2-H2-2OF3	validation	sub-124	15	1	1080.0	1080.0	1080.0	0.0	1	P6-D	1	P6-D:sub-124:1080.0	False
P6-P2-H2-2OF3	validation	sub-124	15	2	1980.0	1980.0	1980.0	0.0	2	P6-D;P2-D	2	P2-D:sub-124:1980.0;P6-D:sub-124:1980.0	True
P6-P2-H2-2OF3	validation	sub-124	15	3	2400.0	2400.0	2400.0	0.0	1	H2-D	1	H2-D:sub-124:2400.0	False
P6-P2-H2-2OF3	validation	sub-124	15	4	19230.0	19230.0	19230.0	0.0	2	P6-D;P2-D	2	P2-D:sub-124:19230.0;P6-D:sub-124:19230.0	True
P6-P2-H2-2OF3	validation	sub-124	15	5	25770.0	25770.0	25770.0	0.0	3	P6-D;P2-D;H2-D	3	H2-D:sub-124:25770.0;P2-D:sub-124:25770.0;P6-D:sub-124:25770.0	True
P6-P2-H2-2OF3	validation	sub-124	15	6	26220.0	26220.0	26220.0	0.0	1	P6-D	1	P6-D:sub-124:26220.0	False
P6-P2-H2-2OF3	validation	sub-126	106	0	1260.0	1260.0	1260.0	0.0	2	P2-D;H2-D	2	H2-D:sub-126:1260.0;P2-D:sub-126:1260.0	True
P6-P2-H2-2OF3	validation	sub-126	106	1	1530.0	1530.0	1530.0	0.0	1	P6-D	1	P6-D:sub-126:1530.0	False
P6-P2-H2-2OF3	validation	sub-126	106	2	3090.0	3090.0	3090.0	0.0	1	H2-D	1	H2-D:sub-126:3090.0	False
P6-P2-H2-2OF3	validation	sub-126	106	3	7560.0	7560.0	7560.0	0.0	1	H2-D	1	H2-D:sub-126:7560.0	False
P6-P2-H2-2OF3	validation	sub-126	106	4	9510.0	9510.0	9510.0	0.0	1	H2-D	1	H2-D:sub-126:9510.0	False
P6-P2-H2-2OF3	validation	sub-126	106	5	14640.0	14640.0	14640.0	0.0	1	H2-D	1	H2-D:sub-126:14640.0	False
P6-P2-H2-2OF3	validation	sub-126	106	6	15000.0	15000.0	15000.0	0.0	1	H2-D	1	H2-D:sub-126:15000.0	False
P6-P2-H2-2OF3	validation	sub-126	106	7	19350.0	19350.0	19350.0	0.0	1	H2-D	1	H2-D:sub-126:19350.0	False
P6-P2-H2-2OF3	validation	sub-126	106	8	19410.0	19410.0	19410.0	0.0	1	H2-D	1	H2-D:sub-126:19410.0	False
P6-P2-H2-2OF3	validation	sub-126	106	9	19710.0	19710.0	19740.0	30.0	2	P6-D;H2-D	2	H2-D:sub-126:19710.0;P6-D:sub-126:19740.0	True
P6-P2-H2-2OF3	validation	sub-126	106	10	20040.0	20040.0	20040.0	0.0	2	P6-D;H2-D	2	H2-D:sub-126:20040.0;P6-D:sub-126:20040.0	True
P6-P2-H2-2OF3	validation	sub-126	106	11	23430.0	23430.0	23430.0	0.0	1	H2-D	1	H2-D:sub-126:23430.0	False
P6-P2-H2-2OF3	validation	sub-126	106	12	23970.0	23970.0	23970.0	0.0	1	H2-D	1	H2-D:sub-126:23970.0	False
P6-P2-H2-2OF3	validation	sub-126	106	13	24030.0	24030.0	24030.0	0.0	2	P6-D;P2-D	2	P2-D:sub-126:24030.0;P6-D:sub-126:24030.0	True
P6-P2-H2-2OF3	validation	sub-2	89	0	2880.0	2880.0	2880.0	0.0	1	H2-D	1	H2-D:sub-2:2880.0	False
P6-P2-H2-2OF3	validation	sub-2	89	1	2970.0	2970.0	2970.0	0.0	1	H2-D	1	H2-D:sub-2:2970.0	False
P6-P2-H2-2OF3	validation	sub-2	89	2	5880.0	5880.0	5880.0	0.0	1	H2-D	1	H2-D:sub-2:5880.0	False
P6-P2-H2-2OF3	validation	sub-2	89	3	5940.0	5940.0	5940.0	0.0	1	H2-D	1	H2-D:sub-2:5940.0	False
P6-P2-H2-2OF3	validation	sub-2	89	4	6000.0	6000.0	6000.0	0.0	1	H2-D	1	H2-D:sub-2:6000.0	False
P6-P2-H2-2OF3	validation	sub-2	89	5	15960.0	15960.0	15960.0	0.0	1	P6-D	1	P6-D:sub-2:15960.0	False
P6-P2-H2-2OF3	validation	sub-2	89	6	16470.0	16470.0	16470.0	0.0	2	P6-D;H2-D	2	H2-D:sub-2:16470.0;P6-D:sub-2:16470.0	True
P6-P2-H2-2OF3	validation	sub-2	89	7	19230.0	19230.0	19230.0	0.0	1	H2-D	1	H2-D:sub-2:19230.0	False
P6-P2-H2-2OF3	validation	sub-2	89	8	19830.0	19830.0	19830.0	0.0	3	P6-D;P2-D;H2-D	3	H2-D:sub-2:19830.0;P2-D:sub-2:19830.0;P6-D:sub-2:19830.0	True
P6-P2-H2-2OF3	validation	sub-2	89	9	21000.0	21000.0	21000.0	0.0	1	H2-D	1	H2-D:sub-2:21000.0	False
P6-P2-H2-2OF3	validation	sub-2	89	10	21330.0	21330.0	21330.0	0.0	2	P6-D;H2-D	2	H2-D:sub-2:21330.0;P6-D:sub-2:21330.0	True
P6-P2-H2-2OF3	validation	sub-2	89	11	21600.0	21600.0	21600.0	0.0	3	P6-D;P2-D;H2-D	3	H2-D:sub-2:21600.0;P2-D:sub-2:21600.0;P6-D:sub-2:21600.0	True
P6-P2-H2-2OF3	validation	sub-2	89	12	21780.0	21780.0	21780.0	0.0	2	P2-D;H2-D	2	H2-D:sub-2:21780.0;P2-D:sub-2:21780.0	True
P6-P2-H2-2OF3	validation	sub-2	89	13	22290.0	22290.0	22320.0	30.0	2	P2-D;H2-D	2	H2-D:sub-2:22290.0;P2-D:sub-2:22320.0	True
P6-P2-H2-2OF3	validation	sub-2	89	14	22890.0	22890.0	22890.0	0.0	1	H2-D	1	H2-D:sub-2:22890.0	False
P6-P2-H2-2OF3	validation	sub-2	89	15	25290.0	25290.0	25290.0	0.0	3	P6-D;P2-D;H2-D	3	H2-D:sub-2:25290.0;P2-D:sub-2:25290.0;P6-D:sub-2:25290.0	True
P6-P2-H2-2OF3	validation	sub-2	89	16	25740.0	25740.0	25740.0	0.0	1	H2-D	1	H2-D:sub-2:25740.0	False
P6-P2-H2-2OF3	validation	sub-2	89	17	26490.0	26490.0	26490.0	0.0	3	P6-D;P2-D;H2-D	3	H2-D:sub-2:26490.0;P2-D:sub-2:26490.0;P6-D:sub-2:26490.0	True
P6-P2-H2-2OF3	validation	sub-2	89	18	26820.0	26820.0	26820.0	0.0	2	P2-D;H2-D	2	H2-D:sub-2:26820.0;P2-D:sub-2:26820.0	True
P6-P2-H2-2OF3	validation	sub-23	15	0	330.0	330.0	330.0	0.0	1	P6-D	1	P6-D:sub-23:330.0	False
P6-P2-H2-2OF3	validation	sub-23	15	1	1470.0	1470.0	1500.0	30.0	2	P2-D;H2-D	2	P2-D:sub-23:1470.0;H2-D:sub-23:1500.0	True
P6-P2-H2-2OF3	validation	sub-23	15	2	2400.0	2400.0	2430.0	30.0	2	P6-D;H2-D	2	H2-D:sub-23:2400.0;P6-D:sub-23:2430.0	True
P6-P2-H2-2OF3	validation	sub-23	15	3	3840.0	3840.0	3840.0	0.0	1	H2-D	1	H2-D:sub-23:3840.0	False
P6-P2-H2-2OF3	validation	sub-23	15	4	18060.0	18060.0	18060.0	0.0	1	P6-D	1	P6-D:sub-23:18060.0	False
P6-P2-H2-2OF3	validation	sub-23	15	5	20430.0	20430.0	20430.0	0.0	1	P6-D	1	P6-D:sub-23:20430.0	False
P6-P2-H2-2OF3	validation	sub-23	15	6	22860.0	22860.0	22860.0	0.0	3	P6-D;P2-D;H2-D	3	H2-D:sub-23:22860.0;P2-D:sub-23:22860.0;P6-D:sub-23:22860.0	True
P6-P2-H2-2OF3	validation	sub-23	15	7	24330.0	24330.0	24330.0	0.0	1	P6-D	1	P6-D:sub-23:24330.0	False
P6-P2-H2-2OF3	validation	sub-23	15	8	25410.0	25410.0	25410.0	0.0	1	P6-D	1	P6-D:sub-23:25410.0	False
P6-P2-H2-2OF3	validation	sub-23	15	9	26820.0	26820.0	26820.0	0.0	1	P6-D	1	P6-D:sub-23:26820.0	False
P6-P2-H2-2OF3	validation	sub-23	15	10	27060.0	27060.0	27060.0	0.0	1	P6-D	1	P6-D:sub-23:27060.0	False
P6-P2-H2-2OF3	validation	sub-23	15	11	28290.0	28290.0	28290.0	0.0	1	P6-D	1	P6-D:sub-23:28290.0	False
P6-P2-H2-2OF3	validation	sub-23	15	12	30300.0	30300.0	30300.0	0.0	1	H2-D	1	H2-D:sub-23:30300.0	False
P6-P2-H2-2OF3	validation	sub-23	15	13	30450.0	30450.0	30450.0	0.0	1	H2-D	1	H2-D:sub-23:30450.0	False
P6-P2-H2-2OF3	validation	sub-23	15	14	31170.0	31170.0	31170.0	0.0	2	P6-D;P2-D	2	P2-D:sub-23:31170.0;P6-D:sub-23:31170.0	True
P6-P2-H2-2OF3	validation	sub-25	17	0	300.0	300.0	330.0	30.0	2	P6-D;P2-D	2	P2-D:sub-25:300.0;P6-D:sub-25:330.0	True
P6-P2-H2-2OF3	validation	sub-25	17	1	1140.0	1140.0	1140.0	0.0	2	P6-D;P2-D	2	P2-D:sub-25:1140.0;P6-D:sub-25:1140.0	True
P6-P2-H2-2OF3	validation	sub-25	17	2	2490.0	2490.0	2490.0	0.0	2	P6-D;H2-D	2	H2-D:sub-25:2490.0;P6-D:sub-25:2490.0	True
P6-P2-H2-2OF3	validation	sub-25	17	3	4470.0	4470.0	4470.0	0.0	2	P6-D;H2-D	2	H2-D:sub-25:4470.0;P6-D:sub-25:4470.0	True
P6-P2-H2-2OF3	validation	sub-25	17	4	4980.0	4980.0	4980.0	0.0	1	P6-D	1	P6-D:sub-25:4980.0	False
P6-P2-H2-2OF3	validation	sub-25	17	5	6540.0	6540.0	6540.0	0.0	2	P6-D;H2-D	2	H2-D:sub-25:6540.0;P6-D:sub-25:6540.0	True
P6-P2-H2-2OF3	validation	sub-25	17	6	7350.0	7350.0	7350.0	0.0	1	P6-D	1	P6-D:sub-25:7350.0	False
P6-P2-H2-2OF3	validation	sub-25	17	7	14940.0	14940.0	14940.0	0.0	2	P6-D;H2-D	2	H2-D:sub-25:14940.0;P6-D:sub-25:14940.0	True
P6-P2-H2-2OF3	validation	sub-25	17	8	15270.0	15270.0	15270.0	0.0	1	H2-D	1	H2-D:sub-25:15270.0	False
P6-P2-H2-2OF3	validation	sub-25	17	9	15540.0	15540.0	15540.0	0.0	2	P6-D;H2-D	2	H2-D:sub-25:15540.0;P6-D:sub-25:15540.0	True
P6-P2-H2-2OF3	validation	sub-25	17	10	16590.0	16590.0	16590.0	0.0	1	P6-D	1	P6-D:sub-25:16590.0	False
P6-P2-H2-2OF3	validation	sub-25	17	11	16680.0	16680.0	16680.0	0.0	1	P6-D	1	P6-D:sub-25:16680.0	False
P6-P2-H2-2OF3	validation	sub-25	17	12	17760.0	17760.0	17760.0	0.0	1	H2-D	1	H2-D:sub-25:17760.0	False
P6-P2-H2-2OF3	validation	sub-25	17	13	18090.0	18090.0	18090.0	0.0	1	P6-D	1	P6-D:sub-25:18090.0	False
P6-P2-H2-2OF3	validation	sub-25	17	14	18690.0	18690.0	18690.0	0.0	1	P6-D	1	P6-D:sub-25:18690.0	False
P6-P2-H2-2OF3	validation	sub-25	17	15	19320.0	19320.0	19320.0	0.0	2	P6-D;H2-D	2	H2-D:sub-25:19320.0;P6-D:sub-25:19320.0	True
P6-P2-H2-2OF3	validation	sub-25	17	16	20280.0	20280.0	20280.0	0.0	3	P6-D;P2-D;H2-D	3	H2-D:sub-25:20280.0;P2-D:sub-25:20280.0;P6-D:sub-25:20280.0	True
P6-P2-H2-2OF3	validation	sub-25	17	17	20610.0	20610.0	20610.0	0.0	1	P6-D	1	P6-D:sub-25:20610.0	False
P6-P2-H2-2OF3	validation	sub-25	17	18	21210.0	21210.0	21210.0	0.0	1	P6-D	1	P6-D:sub-25:21210.0	False
P6-P2-H2-2OF3	validation	sub-25	17	19	23220.0	23220.0	23220.0	0.0	1	H2-D	1	H2-D:sub-25:23220.0	False
P6-P2-H2-2OF3	validation	sub-25	17	20	26130.0	26130.0	26130.0	0.0	1	H2-D	1	H2-D:sub-25:26130.0	False
P6-P2-H2-2OF3	validation	sub-25	17	21	27420.0	27420.0	27420.0	0.0	2	P6-D;H2-D	2	H2-D:sub-25:27420.0;P6-D:sub-25:27420.0	True
P6-P2-H2-2OF3	validation	sub-25	17	22	29640.0	29640.0	29640.0	0.0	2	P2-D;H2-D	2	H2-D:sub-25:29640.0;P2-D:sub-25:29640.0	True
P6-P2-H2-2OF3	validation	sub-25	17	23	30990.0	30990.0	30990.0	0.0	1	H2-D	1	H2-D:sub-25:30990.0	False
P6-P2-H2-2OF3	validation	sub-25	17	24	31350.0	31350.0	31350.0	0.0	1	P6-D	1	P6-D:sub-25:31350.0	False
P6-P2-H2-2OF3	validation	sub-25	17	25	32130.0	32130.0	32130.0	0.0	1	P6-D	1	P6-D:sub-25:32130.0	False
P6-P2-H2-2OF3	validation	sub-25	17	26	32340.0	32340.0	32340.0	0.0	1	P6-D	1	P6-D:sub-25:32340.0	False
P6-P2-H2-2OF3	validation	sub-4	2	0	1290.0	1290.0	1290.0	0.0	1	H2-D	1	H2-D:sub-4:1290.0	False
P6-P2-H2-2OF3	validation	sub-4	2	1	3030.0	3030.0	3030.0	0.0	1	H2-D	1	H2-D:sub-4:3030.0	False
P6-P2-H2-2OF3	validation	sub-4	2	2	4050.0	4050.0	4050.0	0.0	1	H2-D	1	H2-D:sub-4:4050.0	False
P6-P2-H2-2OF3	validation	sub-4	2	3	5040.0	5040.0	5040.0	0.0	1	H2-D	1	H2-D:sub-4:5040.0	False
P6-P2-H2-2OF3	validation	sub-4	2	4	5580.0	5580.0	5580.0	0.0	1	H2-D	1	H2-D:sub-4:5580.0	False
P6-P2-H2-2OF3	validation	sub-4	2	5	6390.0	6390.0	6390.0	0.0	1	P6-D	1	P6-D:sub-4:6390.0	False
P6-P2-H2-2OF3	validation	sub-4	2	6	10380.0	10380.0	10380.0	0.0	1	P6-D	1	P6-D:sub-4:10380.0	False
P6-P2-H2-2OF3	validation	sub-4	2	7	11040.0	11010.0	11040.0	30.0	3	P6-D;P2-D;H2-D	3	P6-D:sub-4:11010.0;H2-D:sub-4:11040.0;P2-D:sub-4:11040.0	True
P6-P2-H2-2OF3	validation	sub-4	2	8	11430.0	11430.0	11430.0	0.0	1	P6-D	1	P6-D:sub-4:11430.0	False
P6-P2-H2-2OF3	validation	sub-4	2	9	11640.0	11640.0	11640.0	0.0	2	P6-D;H2-D	2	H2-D:sub-4:11640.0;P6-D:sub-4:11640.0	True
P6-P2-H2-2OF3	validation	sub-4	2	10	11940.0	11940.0	11940.0	0.0	1	P6-D	1	P6-D:sub-4:11940.0	False
P6-P2-H2-2OF3	validation	sub-4	2	11	12240.0	12240.0	12240.0	0.0	1	H2-D	1	H2-D:sub-4:12240.0	False
P6-P2-H2-2OF3	validation	sub-4	2	12	13020.0	13020.0	13020.0	0.0	2	P6-D;H2-D	2	H2-D:sub-4:13020.0;P6-D:sub-4:13020.0	True
