fusion	partition	subject	pid	cluster_index	event_time_sec	cluster_start_sec	cluster_stop_sec	cluster_span_sec	contributor_count	contributors	source_alarm_count	source_alarm_ids	retained
P6-H2-OR	validation	sub-4	2	32	25080.0	25080.0	25080.0	0.0	1	P6-D	1	P6-D:sub-4:25080.0	True
P6-H2-OR	validation	sub-4	2	33	25140.0	25140.0	25140.0	0.0	1	P6-D	1	P6-D:sub-4:25140.0	True
P6-H2-OR	validation	sub-4	2	34	25200.0	25200.0	25200.0	0.0	1	P6-D	1	P6-D:sub-4:25200.0	True
P6-H2-OR	validation	sub-4	2	35	25290.0	25290.0	25290.0	0.0	1	P6-D	1	P6-D:sub-4:25290.0	True
P6-H2-OR	validation	sub-4	2	36	25650.0	25650.0	25650.0	0.0	1	P6-D	1	P6-D:sub-4:25650.0	True
P6-H2-OR	validation	sub-4	2	37	25770.0	25770.0	25770.0	0.0	1	P6-D	1	P6-D:sub-4:25770.0	True
P6-H2-OR	validation	sub-4	2	38	25980.0	25980.0	25980.0	0.0	1	P6-D	1	P6-D:sub-4:25980.0	True
P6-H2-OR	validation	sub-4	2	39	26220.0	26220.0	26220.0	0.0	1	P6-D	1	P6-D:sub-4:26220.0	True
P6-H2-OR	validation	sub-4	2	40	26400.0	26400.0	26400.0	0.0	1	P6-D	1	P6-D:sub-4:26400.0	True
P6-H2-OR	validation	sub-4	2	41	26550.0	26550.0	26550.0	0.0	1	P6-D	1	P6-D:sub-4:26550.0	True
P6-H2-OR	validation	sub-4	2	42	26910.0	26910.0	26910.0	0.0	1	P6-D	1	P6-D:sub-4:26910.0	True
P6-H2-OR	validation	sub-4	2	43	27060.0	27060.0	27060.0	0.0	1	P6-D	1	P6-D:sub-4:27060.0	True
P6-H2-OR	validation	sub-4	2	44	27210.0	27210.0	27210.0	0.0	1	P6-D	1	P6-D:sub-4:27210.0	True
P6-H2-OR	validation	sub-4	2	45	27360.0	27360.0	27360.0	0.0	1	P6-D	1	P6-D:sub-4:27360.0	True
P6-H2-OR	validation	sub-4	2	46	27510.0	27510.0	27510.0	0.0	1	P6-D	1	P6-D:sub-4:27510.0	True
P6-H2-OR	validation	sub-4	2	47	27810.0	27810.0	27810.0	0.0	1	P6-D	1	P6-D:sub-4:27810.0	True
P6-H2-OR	validation	sub-4	2	48	27930.0	27930.0	27930.0	0.0	1	P6-D	1	P6-D:sub-4:27930.0	True
P6-H2-OR	validation	sub-4	2	49	28170.0	28170.0	28170.0	0.0	1	P6-D	1	P6-D:sub-4:28170.0	True
P6-H2-OR	validation	sub-4	2	50	28230.0	28230.0	28230.0	0.0	1	P6-D	1	P6-D:sub-4:28230.0	True
P6-H2-OR	validation	sub-4	2	51	28320.0	28320.0	28320.0	0.0	1	P6-D	1	P6-D:sub-4:28320.0	True
P6-H2-OR	validation	sub-4	2	52	28440.0	28440.0	28440.0	0.0	1	P6-D	1	P6-D:sub-4:28440.0	True
P6-H2-OR	validation	sub-4	2	53	28530.0	28530.0	28530.0	0.0	1	P6-D	1	P6-D:sub-4:28530.0	True
P6-H2-OR	validation	sub-4	2	54	28740.0	28740.0	28740.0	0.0	1	P6-D	1	P6-D:sub-4:28740.0	True
P6-H2-OR	validation	sub-4	2	55	28920.0	28920.0	28920.0	0.0	1	P6-D	1	P6-D:sub-4:28920.0	True
P6-H2-OR	validation	sub-4	2	56	30000.0	30000.0	30000.0	0.0	1	H2-D	1	H2-D:sub-4:30000.0	True
P6-H2-OR	validation	sub-4	2	57	31140.0	31140.0	31140.0	0.0	1	P6-D	1	P6-D:sub-4:31140.0	True
P6-H2-OR	validation	sub-4	2	58	31260.0	31260.0	31260.0	0.0	1	P6-D	1	P6-D:sub-4:31260.0	True
P6-H2-OR	validation	sub-5	3	0	4560.0	4560.0	4560.0	0.0	1	H2-D	1	H2-D:sub-5:4560.0	True
P6-H2-OR	validation	sub-5	3	1	14040.0	14040.0	14040.0	0.0	1	H2-D	1	H2-D:sub-5:14040.0	True
P6-H2-OR	validation	sub-5	3	2	16140.0	16140.0	16140.0	0.0	1	P6-D	1	P6-D:sub-5:16140.0	True
P6-H2-OR	validation	sub-5	3	3	16380.0	16380.0	16380.0	0.0	1	P6-D	1	P6-D:sub-5:16380.0	True
P6-H2-OR	validation	sub-5	3	4	17130.0	17130.0	17130.0	0.0	1	H2-D	1	H2-D:sub-5:17130.0	True
P6-H2-OR	validation	sub-5	3	5	17400.0	17400.0	17400.0	0.0	1	P6-D	1	P6-D:sub-5:17400.0	True
P6-H2-OR	validation	sub-5	3	6	21690.0	21690.0	21690.0	0.0	1	P6-D	1	P6-D:sub-5:21690.0	True
P6-H2-OR	validation	sub-5	3	7	21900.0	21900.0	21900.0	0.0	1	H2-D	1	H2-D:sub-5:21900.0	True
P6-H2-OR	validation	sub-5	3	8	22200.0	22200.0	22200.0	0.0	1	P6-D	1	P6-D:sub-5:22200.0	True
P6-H2-OR	validation	sub-5	3	9	22380.0	22380.0	22380.0	0.0	2	P6-D;H2-D	2	H2-D:sub-5:22380.0;P6-D:sub-5:22380.0	True
P6-H2-OR	validation	sub-5	3	10	24000.0	24000.0	24000.0	0.0	1	H2-D	1	H2-D:sub-5:24000.0	True
P6-H2-OR	validation	sub-5	3	11	25950.0	25950.0	25950.0	0.0	1	P6-D	1	P6-D:sub-5:25950.0	True
P6-H2-OR	validation	sub-5	3	12	26610.0	26610.0	26610.0	0.0	1	P6-D	1	P6-D:sub-5:26610.0	True
P6-H2-OR	validation	sub-5	3	13	27840.0	27840.0	27840.0	0.0	1	P6-D	1	P6-D:sub-5:27840.0	True
P6-H2-OR	validation	sub-5	3	14	29430.0	29430.0	29430.0	0.0	1	P6-D	1	P6-D:sub-5:29430.0	True
P6-H2-OR	validation	sub-6	4	0	2280.0	2280.0	2280.0	0.0	2	P6-D;H2-D	2	H2-D:sub-6:2280.0;P6-D:sub-6:2280.0	True
P6-H2-OR	validation	sub-6	4	1	6240.0	6240.0	6240.0	0.0	1	P6-D	1	P6-D:sub-6:6240.0	True
P6-H2-OR	validation	sub-6	4	2	6810.0	6810.0	6810.0	0.0	1	H2-D	1	H2-D:sub-6:6810.0	True
P6-H2-OR	validation	sub-6	4	3	12090.0	12090.0	12090.0	0.0	1	H2-D	1	H2-D:sub-6:12090.0	True
P6-H2-OR	validation	sub-6	4	4	12780.0	12780.0	12780.0	0.0	2	P6-D;H2-D	2	H2-D:sub-6:12780.0;P6-D:sub-6:12780.0	True
P6-H2-OR	validation	sub-6	4	5	15570.0	15570.0	15600.0	30.0	2	P6-D;H2-D	2	P6-D:sub-6:15570.0;H2-D:sub-6:15600.0	True
P6-H2-OR	validation	sub-6	4	6	15750.0	15750.0	15750.0	0.0	1	H2-D	1	H2-D:sub-6:15750.0	True
P6-H2-OR	validation	sub-6	4	7	16350.0	16350.0	16350.0	0.0	1	H2-D	1	H2-D:sub-6:16350.0	True
P6-H2-OR	validation	sub-6	4	8	18000.0	18000.0	18000.0	0.0	1	P6-D	1	P6-D:sub-6:18000.0	True
P6-H2-OR	validation	sub-6	4	9	18660.0	18660.0	18660.0	0.0	1	P6-D	1	P6-D:sub-6:18660.0	True
P6-H2-OR	validation	sub-6	4	10	18750.0	18750.0	18750.0	0.0	1	P6-D	1	P6-D:sub-6:18750.0	True
P6-H2-OR	validation	sub-6	4	11	21840.0	21840.0	21840.0	0.0	1	H2-D	1	H2-D:sub-6:21840.0	True
P6-H2-OR	validation	sub-6	4	12	22050.0	22050.0	22080.0	30.0	2	P6-D;H2-D	2	P6-D:sub-6:22050.0;H2-D:sub-6:22080.0	True
P6-H2-OR	validation	sub-6	4	13	23580.0	23580.0	23610.0	30.0	2	P6-D;H2-D	2	P6-D:sub-6:23580.0;H2-D:sub-6:23610.0	True
P6-H2-OR	validation	sub-6	4	14	24840.0	24840.0	24840.0	0.0	1	H2-D	1	H2-D:sub-6:24840.0	True
P6-H2-OR	validation	sub-6	4	15	25110.0	25110.0	25110.0	0.0	1	H2-D	1	H2-D:sub-6:25110.0	True
P6-H2-OR	validation	sub-6	4	16	25260.0	25260.0	25260.0	0.0	1	P6-D	1	P6-D:sub-6:25260.0	True
P6-H2-OR	validation	sub-6	4	17	25710.0	25710.0	25710.0	0.0	1	H2-D	1	H2-D:sub-6:25710.0	True
P6-H2-OR	validation	sub-6	4	18	26070.0	26070.0	26070.0	0.0	1	H2-D	1	H2-D:sub-6:26070.0	True
P6-H2-OR	validation	sub-6	4	19	27330.0	27330.0	27330.0	0.0	1	P6-D	1	P6-D:sub-6:27330.0	True
P6-H2-OR	validation	sub-6	4	20	29700.0	29700.0	29700.0	0.0	1	H2-D	1	H2-D:sub-6:29700.0	True
P6-H2-OR	validation	sub-7	5	0	1020.0	1020.0	1020.0	0.0	1	H2-D	1	H2-D:sub-7:1020.0	True
P6-H2-OR	validation	sub-7	5	1	1680.0	1680.0	1680.0	0.0	1	H2-D	1	H2-D:sub-7:1680.0	True
P6-H2-OR	validation	sub-7	5	2	2940.0	2940.0	2940.0	0.0	1	H2-D	1	H2-D:sub-7:2940.0	True
P6-H2-OR	validation	sub-7	5	3	3060.0	3060.0	3060.0	0.0	1	H2-D	1	H2-D:sub-7:3060.0	True
P6-H2-OR	validation	sub-7	5	4	3420.0	3420.0	3420.0	0.0	1	P6-D	1	P6-D:sub-7:3420.0	True
P6-H2-OR	validation	sub-7	5	5	6930.0	6930.0	6930.0	0.0	1	H2-D	1	H2-D:sub-7:6930.0	True
P6-H2-OR	validation	sub-7	5	6	7170.0	7170.0	7170.0	0.0	1	H2-D	1	H2-D:sub-7:7170.0	True
P6-H2-OR	validation	sub-7	5	7	7230.0	7230.0	7230.0	0.0	1	H2-D	1	H2-D:sub-7:7230.0	True
P6-H2-OR	validation	sub-7	5	8	8040.0	8040.0	8040.0	0.0	1	P6-D	1	P6-D:sub-7:8040.0	True
P6-H2-OR	validation	sub-7	5	9	8550.0	8550.0	8580.0	30.0	2	P6-D;H2-D	2	H2-D:sub-7:8550.0;P6-D:sub-7:8580.0	True
P6-H2-OR	validation	sub-7	5	10	8700.0	8700.0	8700.0	0.0	1	H2-D	1	H2-D:sub-7:8700.0	True
P6-H2-OR	validation	sub-7	5	11	8760.0	8760.0	8760.0	0.0	1	P6-D	1	P6-D:sub-7:8760.0	True
P6-H2-OR	validation	sub-7	5	12	8910.0	8910.0	8910.0	0.0	1	H2-D	1	H2-D:sub-7:8910.0	True
P6-H2-OR	validation	sub-7	5	13	9090.0	9090.0	9090.0	0.0	1	H2-D	1	H2-D:sub-7:9090.0	True
P6-H2-OR	validation	sub-7	5	14	9510.0	9510.0	9510.0	0.0	1	P6-D	1	P6-D:sub-7:9510.0	True
P6-H2-OR	validation	sub-7	5	15	9690.0	9690.0	9690.0	0.0	1	P6-D	1	P6-D:sub-7:9690.0	True
P6-H2-OR	validation	sub-7	5	16	9810.0	9810.0	9840.0	30.0	2	P6-D;H2-D	2	H2-D:sub-7:9810.0;P6-D:sub-7:9840.0	True
P6-H2-OR	validation	sub-7	5	17	10080.0	10080.0	10080.0	0.0	2	P6-D;H2-D	2	H2-D:sub-7:10080.0;P6-D:sub-7:10080.0	True
P6-H2-OR	validation	sub-7	5	18	10200.0	10200.0	10200.0	0.0	1	P6-D	1	P6-D:sub-7:10200.0	True
P6-H2-OR	validation	sub-7	5	19	13950.0	13950.0	13950.0	0.0	1	P6-D	1	P6-D:sub-7:13950.0	True
P6-H2-OR	validation	sub-7	5	20	15480.0	15480.0	15480.0	0.0	1	H2-D	1	H2-D:sub-7:15480.0	True
P6-H2-OR	validation	sub-7	5	21	15540.0	15540.0	15540.0	0.0	2	P6-D;H2-D	2	H2-D:sub-7:15540.0;P6-D:sub-7:15540.0	True
P6-H2-OR	validation	sub-7	5	22	15870.0	15870.0	15870.0	0.0	1	H2-D	1	H2-D:sub-7:15870.0	True
P6-H2-OR	validation	sub-7	5	23	16500.0	16500.0	16500.0	0.0	1	H2-D	1	H2-D:sub-7:16500.0	True
P6-H2-OR	validation	sub-7	5	24	17100.0	17100.0	17100.0	0.0	1	H2-D	1	H2-D:sub-7:17100.0	True
P6-H2-OR	validation	sub-7	5	25	17280.0	17280.0	17280.0	0.0	1	H2-D	1	H2-D:sub-7:17280.0	True
P6-H2-OR	validation	sub-7	5	26	17670.0	17670.0	17670.0	0.0	1	H2-D	1	H2-D:sub-7:17670.0	True
P6-H2-OR	validation	sub-7	5	27	18690.0	18690.0	18690.0	0.0	1	P6-D	1	P6-D:sub-7:18690.0	True
P6-H2-OR	validation	sub-7	5	28	19170.0	19170.0	19170.0	0.0	1	H2-D	1	H2-D:sub-7:19170.0	True
P6-H2-OR	validation	sub-7	5	29	19260.0	19260.0	19260.0	0.0	1	H2-D	1	H2-D:sub-7:19260.0	True
P6-H2-OR	validation	sub-7	5	30	19770.0	19770.0	19770.0	0.0	2	P6-D;H2-D	2	H2-D:sub-7:19770.0;P6-D:sub-7:19770.0	True
P6-H2-OR	validation	sub-7	5	31	20370.0	20370.0	20370.0	0.0	1	H2-D	1	H2-D:sub-7:20370.0	True
P6-H2-OR	validation	sub-7	5	32	21510.0	21510.0	21510.0	0.0	2	P6-D;H2-D	2	H2-D:sub-7:21510.0;P6-D:sub-7:21510.0	True
P6-H2-OR	validation	sub-7	5	33	21960.0	21960.0	21960.0	0.0	1	H2-D	1	H2-D:sub-7:21960.0	True
P6-H2-OR	validation	sub-7	5	34	22050.0	22050.0	22050.0	0.0	1	H2-D	1	H2-D:sub-7:22050.0	True
P6-H2-OR	validation	sub-7	5	35	22260.0	22260.0	22260.0	0.0	2	P6-D;H2-D	2	H2-D:sub-7:22260.0;P6-D:sub-7:22260.0	True
P6-H2-OR	validation	sub-7	5	36	22560.0	22560.0	22560.0	0.0	2	P6-D;H2-D	2	H2-D:sub-7:22560.0;P6-D:sub-7:22560.0	True
P6-H2-OR	validation	sub-7	5	37	22860.0	22860.0	22860.0	0.0	1	H2-D	1	H2-D:sub-7:22860.0	True
P6-H2-OR	validation	sub-7	5	38	23070.0	23070.0	23070.0	0.0	1	H2-D	1	H2-D:sub-7:23070.0	True
P6-H2-OR	validation	sub-7	5	39	25230.0	25230.0	25230.0	0.0	1	P6-D	1	P6-D:sub-7:25230.0	True
P6-H2-OR	validation	sub-7	5	40	25650.0	25650.0	25650.0	0.0	1	H2-D	1	H2-D:sub-7:25650.0	True
P6-H2-OR	validation	sub-7	5	41	25770.0	25770.0	25770.0	0.0	1	H2-D	1	H2-D:sub-7:25770.0	True
P6-H2-OR	validation	sub-7	5	42	25830.0	25830.0	25830.0	0.0	1	P6-D	1	P6-D:sub-7:25830.0	True
P6-H2-OR	validation	sub-7	5	43	26340.0	26340.0	26370.0	30.0	2	P6-D;H2-D	2	H2-D:sub-7:26340.0;P6-D:sub-7:26370.0	True
P6-H2-OR	validation	sub-7	5	44	26610.0	26610.0	26610.0	0.0	1	H2-D	1	H2-D:sub-7:26610.0	True
P6-H2-OR	validation	sub-7	5	45	26700.0	26700.0	26730.0	30.0	2	P6-D;H2-D	2	H2-D:sub-7:26700.0;P6-D:sub-7:26730.0	True
P6-H2-OR	validation	sub-7	5	46	26820.0	26820.0	26820.0	0.0	2	P6-D;H2-D	2	H2-D:sub-7:26820.0;P6-D:sub-7:26820.0	True
P6-H2-OR	validation	sub-7	5	47	27120.0	27120.0	27120.0	0.0	2	P6-D;H2-D	2	H2-D:sub-7:27120.0;P6-D:sub-7:27120.0	True
P6-H2-OR	validation	sub-7	5	48	27510.0	27510.0	27540.0	30.0	2	P6-D;H2-D	2	P6-D:sub-7:27510.0;H2-D:sub-7:27540.0	True
P6-H2-OR	validation	sub-7	5	49	27630.0	27630.0	27630.0	0.0	1	H2-D	1	H2-D:sub-7:27630.0	True
P6-H2-OR	validation	sub-7	5	50	27690.0	27690.0	27690.0	0.0	1	H2-D	1	H2-D:sub-7:27690.0	True
P6-H2-OR	validation	sub-7	5	51	27750.0	27750.0	27750.0	0.0	2	P6-D;H2-D	2	H2-D:sub-7:27750.0;P6-D:sub-7:27750.0	True
P6-H2-OR	validation	sub-7	5	52	27930.0	27930.0	27930.0	0.0	1	H2-D	1	H2-D:sub-7:27930.0	True
P6-H2-OR	validation	sub-72	37	0	13110.0	13110.0	13110.0	0.0	1	H2-D	1	H2-D:sub-72:13110.0	True
P6-H2-OR	validation	sub-72	37	1	18180.0	18180.0	18180.0	0.0	1	H2-D	1	H2-D:sub-72:18180.0	True
P6-H2-OR	validation	sub-72	37	2	21690.0	21690.0	21690.0	0.0	1	H2-D	1	H2-D:sub-72:21690.0	True
P6-H2-OR	validation	sub-72	37	3	22800.0	22800.0	22800.0	0.0	2	P6-D;H2-D	2	H2-D:sub-72:22800.0;P6-D:sub-72:22800.0	True
P6-H2-OR	validation	sub-72	37	4	25710.0	25710.0	25710.0	0.0	1	H2-D	1	H2-D:sub-72:25710.0	True
P6-H2-OR	validation	sub-72	37	5	26070.0	26070.0	26070.0	0.0	1	H2-D	1	H2-D:sub-72:26070.0	True
P6-H2-OR	validation	sub-72	37	6	27300.0	27300.0	27300.0	0.0	1	H2-D	1	H2-D:sub-72:27300.0	True
P6-H2-OR	validation	sub-75	40	0	6360.0	6360.0	6360.0	0.0	1	H2-D	1	H2-D:sub-75:6360.0	True
P6-H2-OR	validation	sub-75	40	1	8250.0	8250.0	8250.0	0.0	1	H2-D	1	H2-D:sub-75:8250.0	True
P6-H2-OR	validation	sub-75	40	2	8340.0	8340.0	8340.0	0.0	1	H2-D	1	H2-D:sub-75:8340.0	True
P6-H2-OR	validation	sub-75	40	3	10290.0	10290.0	10290.0	0.0	1	H2-D	1	H2-D:sub-75:10290.0	True
P6-H2-OR	validation	sub-75	40	4	10350.0	10350.0	10350.0	0.0	1	H2-D	1	H2-D:sub-75:10350.0	True
P6-H2-OR	validation	sub-75	40	5	10440.0	10440.0	10440.0	0.0	1	H2-D	1	H2-D:sub-75:10440.0	True
P6-H2-OR	validation	sub-75	40	6	10680.0	10680.0	10680.0	0.0	1	H2-D	1	H2-D:sub-75:10680.0	True
P6-H2-OR	validation	sub-75	40	7	12030.0	12030.0	12030.0	0.0	1	H2-D	1	H2-D:sub-75:12030.0	True
P6-H2-OR	validation	sub-75	40	8	12150.0	12150.0	12150.0	0.0	1	H2-D	1	H2-D:sub-75:12150.0	True
P6-H2-OR	validation	sub-75	40	9	15870.0	15870.0	15870.0	0.0	1	H2-D	1	H2-D:sub-75:15870.0	True
P6-H2-OR	validation	sub-75	40	10	15990.0	15990.0	15990.0	0.0	1	H2-D	1	H2-D:sub-75:15990.0	True
P6-H2-OR	validation	sub-75	40	11	16560.0	16560.0	16560.0	0.0	1	H2-D	1	H2-D:sub-75:16560.0	True
P6-H2-OR	validation	sub-75	40	12	16620.0	16620.0	16620.0	0.0	1	H2-D	1	H2-D:sub-75:16620.0	True
P6-H2-OR	validation	sub-75	40	13	16980.0	16980.0	16980.0	0.0	1	H2-D	1	H2-D:sub-75:16980.0	True
P6-H2-OR	validation	sub-75	40	14	17340.0	17340.0	17340.0	0.0	1	H2-D	1	H2-D:sub-75:17340.0	True
P6-H2-OR	validation	sub-75	40	15	20160.0	20160.0	20160.0	0.0	1	H2-D	1	H2-D:sub-75:20160.0	True
P6-H2-OR	validation	sub-75	40	16	21450.0	21450.0	21450.0	0.0	1	H2-D	1	H2-D:sub-75:21450.0	True
P6-H2-OR	validation	sub-75	40	17	21510.0	21510.0	21510.0	0.0	1	H2-D	1	H2-D:sub-75:21510.0	True
P6-H2-OR	validation	sub-75	40	18	21630.0	21630.0	21630.0	0.0	1	H2-D	1	H2-D:sub-75:21630.0	True
P6-H2-OR	validation	sub-75	40	19	21690.0	21690.0	21690.0	0.0	1	H2-D	1	H2-D:sub-75:21690.0	True
P6-H2-OR	validation	sub-75	40	20	21930.0	21930.0	21930.0	0.0	1	H2-D	1	H2-D:sub-75:21930.0	True
P6-H2-OR	validation	sub-75	40	21	21990.0	21990.0	21990.0	0.0	1	H2-D	1	H2-D:sub-75:21990.0	True
P6-H2-OR	validation	sub-75	40	22	22230.0	22230.0	22230.0	0.0	1	H2-D	1	H2-D:sub-75:22230.0	True
P6-H2-OR	validation	sub-75	40	23	22620.0	22620.0	22620.0	0.0	1	H2-D	1	H2-D:sub-75:22620.0	True
P6-H2-OR	validation	sub-75	40	24	22740.0	22740.0	22740.0	0.0	1	H2-D	1	H2-D:sub-75:22740.0	True
P6-H2-OR	validation	sub-75	40	25	23040.0	23040.0	23040.0	0.0	1	H2-D	1	H2-D:sub-75:23040.0	True
P6-H2-OR	validation	sub-75	40	26	23310.0	23310.0	23310.0	0.0	1	H2-D	1	H2-D:sub-75:23310.0	True
P6-H2-OR	validation	sub-75	40	27	23460.0	23460.0	23460.0	0.0	1	H2-D	1	H2-D:sub-75:23460.0	True
P6-H2-OR	validation	sub-75	40	28	23700.0	23700.0	23700.0	0.0	1	H2-D	1	H2-D:sub-75:23700.0	True
P6-H2-OR	validation	sub-75	40	29	23820.0	23820.0	23820.0	0.0	1	H2-D	1	H2-D:sub-75:23820.0	True
P6-H2-OR	validation	sub-75	40	30	24060.0	24060.0	24060.0	0.0	1	H2-D	1	H2-D:sub-75:24060.0	True
P6-H2-OR	validation	sub-75	40	31	24150.0	24150.0	24150.0	0.0	2	P6-D;H2-D	2	H2-D:sub-75:24150.0;P6-D:sub-75:24150.0	True
P6-H2-OR	validation	sub-75	40	32	24330.0	24330.0	24360.0	30.0	2	P6-D;H2-D	2	P6-D:sub-75:24330.0;H2-D:sub-75:24360.0	True
P6-H2-OR	validation	sub-75	40	33	25590.0	25590.0	25620.0	30.0	2	P6-D;H2-D	2	P6-D:sub-75:25590.0;H2-D:sub-75:25620.0	True
P6-H2-OR	validation	sub-79	44	0	26100.0	26100.0	26100.0	0.0	2	P6-D;H2-D	2	H2-D:sub-79:26100.0;P6-D:sub-79:26100.0	True
P6-H2-OR	validation	sub-82	48	0	510.0	510.0	510.0	0.0	1	P6-D	1	P6-D:sub-82:510.0	True
P6-H2-OR	validation	sub-82	48	1	720.0	720.0	720.0	0.0	1	H2-D	1	H2-D:sub-82:720.0	True
P6-H2-OR	validation	sub-82	48	2	4290.0	4290.0	4290.0	0.0	1	H2-D	1	H2-D:sub-82:4290.0	True
P6-H2-OR	validation	sub-82	48	3	10740.0	10740.0	10740.0	0.0	1	H2-D	1	H2-D:sub-82:10740.0	True
P6-H2-OR	validation	sub-82	48	4	12090.0	12090.0	12090.0	0.0	1	H2-D	1	H2-D:sub-82:12090.0	True
P6-H2-OR	validation	sub-82	48	5	12540.0	12540.0	12540.0	0.0	2	P6-D;H2-D	2	H2-D:sub-82:12540.0;P6-D:sub-82:12540.0	True
P6-H2-OR	validation	sub-82	48	6	16320.0	16320.0	16320.0	0.0	1	H2-D	1	H2-D:sub-82:16320.0	True
P6-H2-OR	validation	sub-82	48	7	22800.0	22800.0	22800.0	0.0	2	P6-D;H2-D	2	H2-D:sub-82:22800.0;P6-D:sub-82:22800.0	True
P6-H2-OR	validation	sub-82	48	8	24720.0	24720.0	24720.0	0.0	1	H2-D	1	H2-D:sub-82:24720.0	True
P6-H2-OR	validation	sub-82	48	9	25530.0	25530.0	25530.0	0.0	1	H2-D	1	H2-D:sub-82:25530.0	True
P6-H2-OR	validation	sub-82	48	10	25830.0	25830.0	25830.0	0.0	1	H2-D	1	H2-D:sub-82:25830.0	True
P6-H2-OR	validation	sub-88	55	0	5580.0	5580.0	5580.0	0.0	1	H2-D	1	H2-D:sub-88:5580.0	True
P6-H2-OR	validation	sub-88	55	1	6180.0	6180.0	6180.0	0.0	1	H2-D	1	H2-D:sub-88:6180.0	True
P6-H2-OR	validation	sub-88	55	2	7710.0	7710.0	7710.0	0.0	2	P6-D;H2-D	2	H2-D:sub-88:7710.0;P6-D:sub-88:7710.0	True
P6-H2-OR	validation	sub-88	55	3	10140.0	10140.0	10140.0	0.0	1	H2-D	1	H2-D:sub-88:10140.0	True
P6-H2-OR	validation	sub-88	55	4	14700.0	14700.0	14700.0	0.0	1	H2-D	1	H2-D:sub-88:14700.0	True
P6-H2-OR	validation	sub-88	55	5	15510.0	15510.0	15510.0	0.0	1	H2-D	1	H2-D:sub-88:15510.0	True
P6-H2-OR	validation	sub-88	55	6	18000.0	18000.0	18000.0	0.0	1	H2-D	1	H2-D:sub-88:18000.0	True
P6-H2-OR	validation	sub-88	55	7	18840.0	18840.0	18840.0	0.0	1	H2-D	1	H2-D:sub-88:18840.0	True
P6-H2-OR	validation	sub-88	55	8	19890.0	19890.0	19890.0	0.0	2	P6-D;H2-D	2	H2-D:sub-88:19890.0;P6-D:sub-88:19890.0	True
P6-H2-OR	validation	sub-88	55	9	22860.0	22860.0	22860.0	0.0	1	P6-D	1	P6-D:sub-88:22860.0	True
P6-H2-OR	validation	sub-88	55	10	23010.0	23010.0	23010.0	0.0	1	H2-D	1	H2-D:sub-88:23010.0	True
P6-H2-OR	validation	sub-97	64	0	6570.0	6570.0	6570.0	0.0	1	H2-D	1	H2-D:sub-97:6570.0	True
P6-H2-OR	validation	sub-97	64	1	8490.0	8490.0	8490.0	0.0	2	P6-D;H2-D	2	H2-D:sub-97:8490.0;P6-D:sub-97:8490.0	True
P6-H2-OR	validation	sub-97	64	2	14340.0	14340.0	14340.0	0.0	1	H2-D	1	H2-D:sub-97:14340.0	True
P6-H2-OR	validation	sub-97	64	3	15420.0	15420.0	15420.0	0.0	1	H2-D	1	H2-D:sub-97:15420.0	True
P6-H2-OR	validation	sub-97	64	4	15510.0	15510.0	15510.0	0.0	1	H2-D	1	H2-D:sub-97:15510.0	True
P6-H2-OR	validation	sub-97	64	5	16830.0	16830.0	16830.0	0.0	1	H2-D	1	H2-D:sub-97:16830.0	True
P6-H2-OR	validation	sub-97	64	6	17910.0	17910.0	17910.0	0.0	1	H2-D	1	H2-D:sub-97:17910.0	True
P6-H2-OR	validation	sub-97	64	7	21810.0	21810.0	21810.0	0.0	1	H2-D	1	H2-D:sub-97:21810.0	True
P6-H2-OR	validation	sub-97	64	8	23040.0	23040.0	23070.0	30.0	2	P6-D;H2-D	2	H2-D:sub-97:23040.0;P6-D:sub-97:23070.0	True
P6-H2-OR	validation	sub-97	64	9	23220.0	23220.0	23220.0	0.0	1	H2-D	1	H2-D:sub-97:23220.0	True
P6-H2-OR	validation	sub-97	64	10	27180.0	27180.0	27180.0	0.0	2	P6-D;H2-D	2	H2-D:sub-97:27180.0;P6-D:sub-97:27180.0	True
P6-H2-OR	validation	sub-97	64	11	27780.0	27780.0	27780.0	0.0	2	P6-D;H2-D	2	H2-D:sub-97:27780.0;P6-D:sub-97:27780.0	True
P6-H2-OR	validation	sub-97	64	12	28260.0	28260.0	28260.0	0.0	1	P6-D	1	P6-D:sub-97:28260.0	True
P6-H2-OR	validation	sub-97	64	13	28410.0	28410.0	28410.0	0.0	2	P6-D;H2-D	2	H2-D:sub-97:28410.0;P6-D:sub-97:28410.0	True
P6-H2-OR	validation	sub-97	64	14	28830.0	28830.0	28830.0	0.0	1	H2-D	1	H2-D:sub-97:28830.0	True
P6-H2-OR	validation	sub-97	64	15	29730.0	29730.0	29730.0	0.0	2	P6-D;H2-D	2	H2-D:sub-97:29730.0;P6-D:sub-97:29730.0	True
P6-H2-OR	validation	sub-97	64	16	29910.0	29910.0	29910.0	0.0	1	H2-D	1	H2-D:sub-97:29910.0	True
P6-H2-OR	validation	sub-97	64	17	31110.0	31110.0	31110.0	0.0	1	H2-D	1	H2-D:sub-97:31110.0	True
P6-H2-OR	validation	sub-97	64	18	31230.0	31230.0	31260.0	30.0	2	P6-D;H2-D	2	P6-D:sub-97:31230.0;H2-D:sub-97:31260.0	True
P6-P2-H2-2OF3	validation	sub-1	89	0	240.0	240.0	240.0	0.0	1	H2-D	1	H2-D:sub-1:240.0	False
