method	method_role	partition	membership	tolerance_sec	subject	pid	reference_events	predicted_events	ignored_reference_events	true_positive	false_positive	false_negative	ignored_predictions	supported_hours	precision	recall	f1	false_alarms_per_hour
H2-D	frozen_direct_control	validation	primary	45.0	sub-105	73	3	12	0	3	9	0	0	7.866666666666666	0.25	1.0	0.4	1.1440677966101696
H2-D	frozen_direct_control	validation	primary	45.0	sub-112	97	3	8	0	2	6	1	0	7.6	0.25	0.6666666666666666	0.36363636363636365	0.7894736842105263
H2-D	frozen_direct_control	validation	primary	45.0	sub-113	97	2	8	0	1	7	1	0	7.75	0.125	0.5	0.2	0.9032258064516129
H2-D	frozen_direct_control	validation	primary	45.0	sub-114	97	1	9	0	1	8	0	0	7.716666666666667	0.1111111111111111	1.0	0.2	1.036717062634989
H2-D	frozen_direct_control	validation	primary	45.0	sub-124	15	4	3	0	1	2	3	0	7.35	0.3333333333333333	0.25	0.2857142857142857	0.272108843537415
H2-D	frozen_direct_control	validation	primary	45.0	sub-126	106	1	12	5	1	7	0	4	7.2	0.125	1.0	0.2222222222222222	0.9722222222222222
H2-D	frozen_direct_control	validation	primary	45.0	sub-2	89	7	18	0	2	16	5	0	7.55	0.1111111111111111	0.2857142857142857	0.16	2.119205298013245
H2-D	frozen_direct_control	validation	primary	45.0	sub-23	15	1	6	1	1	5	0	0	9.266666666666667	0.16666666666666666	1.0	0.2857142857142857	0.539568345323741
H2-D	frozen_direct_control	validation	primary	45.0	sub-25	17	3	14	0	1	13	2	0	8.966666666666667	0.07142857142857142	0.3333333333333333	0.11764705882352941	1.449814126394052
H2-D	frozen_direct_control	validation	primary	45.0	sub-4	2	2	13	0	1	12	1	0	8.858333333333333	0.07692307692307693	0.5	0.13333333333333333	1.354656632173095
H2-D	frozen_direct_control	validation	primary	45.0	sub-5	3	4	6	0	2	4	2	0	8.316666666666666	0.3333333333333333	0.5	0.4	0.4809619238476954
H2-D	frozen_direct_control	validation	primary	45.0	sub-6	4	1	15	0	0	15	1	0	8.258333333333333	0.0	0.0	0.0	1.8163471241170537
H2-D	frozen_direct_control	validation	primary	45.0	sub-7	5	0	43	3	0	40	0	3	7.733333333333333	0.0		0.0	5.172413793103448
H2-D	frozen_direct_control	validation	primary	45.0	sub-72	37	0	7	2	0	6	0	1	7.991666666666666	0.0		0.0	0.7507820646506779
H2-D	frozen_direct_control	validation	primary	45.0	sub-75	40	0	34	2	0	32	0	2	7.133333333333334	0.0		0.0	4.485981308411215
H2-D	frozen_direct_control	validation	primary	45.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
H2-D	frozen_direct_control	validation	primary	45.0	sub-82	48	0	10	2	0	8	0	2	7.341666666666667	0.0		0.0	1.0896708286038592
H2-D	frozen_direct_control	validation	primary	45.0	sub-88	55	0	10	0	0	10	0	0	7.416666666666667	0.0		0.0	1.348314606741573
H2-D	frozen_direct_control	validation	primary	45.0	sub-97	64	5	18	0	4	14	1	0	8.983333333333333	0.2222222222222222	0.8	0.34782608695652173	1.5584415584415585
H2-D	frozen_direct_control	validation	expanded	15.0	sub-1	89	0	9	5	0	9	0	0	7.5	0.0		0.0	1.2
H2-D	frozen_direct_control	validation	expanded	15.0	sub-105	73	3	12	0	1	11	2	0	7.866666666666666	0.08333333333333333	0.3333333333333333	0.13333333333333333	1.3983050847457628
H2-D	frozen_direct_control	validation	expanded	15.0	sub-112	97	3	8	0	2	6	1	0	7.6	0.25	0.6666666666666666	0.36363636363636365	0.7894736842105263
H2-D	frozen_direct_control	validation	expanded	15.0	sub-113	97	2	8	0	1	7	1	0	7.75	0.125	0.5	0.2	0.9032258064516129
H2-D	frozen_direct_control	validation	expanded	15.0	sub-114	97	1	9	0	1	8	0	0	7.716666666666667	0.1111111111111111	1.0	0.2	1.036717062634989
H2-D	frozen_direct_control	validation	expanded	15.0	sub-124	15	4	3	0	1	2	3	0	7.35	0.3333333333333333	0.25	0.2857142857142857	0.272108843537415
H2-D	frozen_direct_control	validation	expanded	15.0	sub-126	106	6	12	0	2	10	4	0	7.2	0.16666666666666666	0.3333333333333333	0.2222222222222222	1.3888888888888888
H2-D	frozen_direct_control	validation	expanded	15.0	sub-2	89	7	18	0	2	16	5	0	7.55	0.1111111111111111	0.2857142857142857	0.16	2.119205298013245
H2-D	frozen_direct_control	validation	expanded	15.0	sub-23	15	1	6	1	1	5	0	0	9.266666666666667	0.16666666666666666	1.0	0.2857142857142857	0.539568345323741
H2-D	frozen_direct_control	validation	expanded	15.0	sub-25	17	3	14	0	0	14	3	0	8.966666666666667	0.0	0.0	0.0	1.5613382899628252
H2-D	frozen_direct_control	validation	expanded	15.0	sub-4	2	2	13	0	1	12	1	0	8.858333333333333	0.07692307692307693	0.5	0.13333333333333333	1.354656632173095
H2-D	frozen_direct_control	validation	expanded	15.0	sub-5	3	4	6	0	2	4	2	0	8.316666666666666	0.3333333333333333	0.5	0.4	0.4809619238476954
H2-D	frozen_direct_control	validation	expanded	15.0	sub-6	4	1	15	0	0	15	1	0	8.258333333333333	0.0	0.0	0.0	1.8163471241170537
H2-D	frozen_direct_control	validation	expanded	15.0	sub-7	5	3	43	0	2	41	1	0	7.733333333333333	0.046511627906976744	0.6666666666666666	0.08695652173913043	5.301724137931035
H2-D	frozen_direct_control	validation	expanded	15.0	sub-72	37	2	7	0	1	6	1	0	7.991666666666666	0.14285714285714285	0.5	0.2222222222222222	0.7507820646506779
H2-D	frozen_direct_control	validation	expanded	15.0	sub-75	40	2	34	0	1	33	1	0	7.133333333333334	0.029411764705882353	0.5	0.05555555555555555	4.626168224299065
H2-D	frozen_direct_control	validation	expanded	15.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
H2-D	frozen_direct_control	validation	expanded	15.0	sub-82	48	2	10	0	2	8	0	0	7.341666666666667	0.2	1.0	0.3333333333333333	1.0896708286038592
H2-D	frozen_direct_control	validation	expanded	15.0	sub-88	55	0	10	0	0	10	0	0	7.416666666666667	0.0		0.0	1.348314606741573
H2-D	frozen_direct_control	validation	expanded	15.0	sub-97	64	5	18	0	4	14	1	0	8.983333333333333	0.2222222222222222	0.8	0.34782608695652173	1.5584415584415585
H2-D	frozen_direct_control	validation	expanded	45.0	sub-1	89	0	9	5	0	9	0	0	7.5	0.0		0.0	1.2
H2-D	frozen_direct_control	validation	expanded	45.0	sub-105	73	3	12	0	3	9	0	0	7.866666666666666	0.25	1.0	0.4	1.1440677966101696
H2-D	frozen_direct_control	validation	expanded	45.0	sub-112	97	3	8	0	2	6	1	0	7.6	0.25	0.6666666666666666	0.36363636363636365	0.7894736842105263
H2-D	frozen_direct_control	validation	expanded	45.0	sub-113	97	2	8	0	1	7	1	0	7.75	0.125	0.5	0.2	0.9032258064516129
H2-D	frozen_direct_control	validation	expanded	45.0	sub-114	97	1	9	0	1	8	0	0	7.716666666666667	0.1111111111111111	1.0	0.2	1.036717062634989
H2-D	frozen_direct_control	validation	expanded	45.0	sub-124	15	4	3	0	1	2	3	0	7.35	0.3333333333333333	0.25	0.2857142857142857	0.272108843537415
H2-D	frozen_direct_control	validation	expanded	45.0	sub-126	106	6	12	0	5	7	1	0	7.2	0.4166666666666667	0.8333333333333334	0.5555555555555556	0.9722222222222222
H2-D	frozen_direct_control	validation	expanded	45.0	sub-2	89	7	18	0	2	16	5	0	7.55	0.1111111111111111	0.2857142857142857	0.16	2.119205298013245
H2-D	frozen_direct_control	validation	expanded	45.0	sub-23	15	1	6	1	1	5	0	0	9.266666666666667	0.16666666666666666	1.0	0.2857142857142857	0.539568345323741
H2-D	frozen_direct_control	validation	expanded	45.0	sub-25	17	3	14	0	1	13	2	0	8.966666666666667	0.07142857142857142	0.3333333333333333	0.11764705882352941	1.449814126394052
H2-D	frozen_direct_control	validation	expanded	45.0	sub-4	2	2	13	0	1	12	1	0	8.858333333333333	0.07692307692307693	0.5	0.13333333333333333	1.354656632173095
H2-D	frozen_direct_control	validation	expanded	45.0	sub-5	3	4	6	0	2	4	2	0	8.316666666666666	0.3333333333333333	0.5	0.4	0.4809619238476954
H2-D	frozen_direct_control	validation	expanded	45.0	sub-6	4	1	15	0	0	15	1	0	8.258333333333333	0.0	0.0	0.0	1.8163471241170537
H2-D	frozen_direct_control	validation	expanded	45.0	sub-7	5	3	43	0	3	40	0	0	7.733333333333333	0.06976744186046512	1.0	0.13043478260869565	5.172413793103448
H2-D	frozen_direct_control	validation	expanded	45.0	sub-72	37	2	7	0	1	6	1	0	7.991666666666666	0.14285714285714285	0.5	0.2222222222222222	0.7507820646506779
H2-D	frozen_direct_control	validation	expanded	45.0	sub-75	40	2	34	0	2	32	0	0	7.133333333333334	0.058823529411764705	1.0	0.1111111111111111	4.485981308411215
H2-D	frozen_direct_control	validation	expanded	45.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
H2-D	frozen_direct_control	validation	expanded	45.0	sub-82	48	2	10	0	2	8	0	0	7.341666666666667	0.2	1.0	0.3333333333333333	1.0896708286038592
H2-D	frozen_direct_control	validation	expanded	45.0	sub-88	55	0	10	0	0	10	0	0	7.416666666666667	0.0		0.0	1.348314606741573
H2-D	frozen_direct_control	validation	expanded	45.0	sub-97	64	5	18	0	4	14	1	0	8.983333333333333	0.2222222222222222	0.8	0.34782608695652173	1.5584415584415585
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-1	89	0	28	5	0	25	0	3	7.5	0.0		0.0	3.3333333333333335
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-105	73	3	27	0	2	25	1	0	7.866666666666666	0.07407407407407407	0.6666666666666666	0.13333333333333333	3.1779661016949152
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-112	97	3	8	0	2	6	1	0	7.6	0.25	0.6666666666666666	0.36363636363636365	0.7894736842105263
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-113	97	2	9	0	2	7	0	0	7.75	0.2222222222222222	1.0	0.36363636363636365	0.9032258064516129
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-114	97	1	9	0	1	8	0	0	7.716666666666667	0.1111111111111111	1.0	0.2	1.036717062634989
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-124	15	4	7	0	2	5	2	0	7.35	0.2857142857142857	0.5	0.36363636363636365	0.6802721088435374
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-126	106	1	14	5	0	11	1	3	7.2	0.0	0.0	0.0	1.5277777777777777
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-2	89	7	19	0	3	16	4	0	7.55	0.15789473684210525	0.42857142857142855	0.23076923076923078	2.119205298013245
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-23	15	1	15	1	1	13	0	1	9.266666666666667	0.07142857142857142	1.0	0.13333333333333333	1.4028776978417266
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-25	17	3	27	0	0	27	3	0	8.966666666666667	0.0	0.0	0.0	3.0111524163568775
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-4	2	2	59	0	2	57	0	0	8.858333333333333	0.03389830508474576	1.0	0.06557377049180328	6.434619002822202
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-5	3	4	15	0	3	12	1	0	8.316666666666666	0.2	0.75	0.3157894736842105	1.4428857715430863
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-6	4	1	21	0	1	20	0	0	8.258333333333333	0.047619047619047616	1.0	0.09090909090909091	2.421796165489405
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-7	5	0	53	3	0	51	0	2	7.733333333333333	0.0		0.0	6.594827586206897
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-72	37	0	7	2	0	6	0	1	7.991666666666666	0.0		0.0	0.7507820646506779
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-75	40	0	34	2	0	33	0	1	7.133333333333334	0.0		0.0	4.626168224299065
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-82	48	0	11	2	0	9	0	2	7.341666666666667	0.0		0.0	1.2258796821793416
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-88	55	0	11	0	0	11	0	0	7.416666666666667	0.0		0.0	1.4831460674157302
P6-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-97	64	5	19	0	4	15	1	0	8.983333333333333	0.21052631578947367	0.8	0.3333333333333333	1.6697588126159557
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-1	89	0	28	5	0	24	0	4	7.5	0.0		0.0	3.2
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-105	73	3	27	0	3	24	0	0	7.866666666666666	0.1111111111111111	1.0	0.2	3.050847457627119
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-112	97	3	8	0	2	6	1	0	7.6	0.25	0.6666666666666666	0.36363636363636365	0.7894736842105263
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-113	97	2	9	0	2	7	0	0	7.75	0.2222222222222222	1.0	0.36363636363636365	0.9032258064516129
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-114	97	1	9	0	1	8	0	0	7.716666666666667	0.1111111111111111	1.0	0.2	1.036717062634989
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-124	15	4	7	0	2	5	2	0	7.35	0.2857142857142857	0.5	0.36363636363636365	0.6802721088435374
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-126	106	1	14	5	1	8	0	5	7.2	0.1111111111111111	1.0	0.2	1.1111111111111112
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-2	89	7	19	0	3	16	4	0	7.55	0.15789473684210525	0.42857142857142855	0.23076923076923078	2.119205298013245
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-23	15	1	15	1	1	13	0	1	9.266666666666667	0.07142857142857142	1.0	0.13333333333333333	1.4028776978417266
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-25	17	3	27	0	1	26	2	0	8.966666666666667	0.037037037037037035	0.3333333333333333	0.06666666666666667	2.899628252788104
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-4	2	2	59	0	2	57	0	0	8.858333333333333	0.03389830508474576	1.0	0.06557377049180328	6.434619002822202
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-5	3	4	15	0	4	11	0	0	8.316666666666666	0.26666666666666666	1.0	0.42105263157894735	1.3226452905811623
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-6	4	1	21	0	1	20	0	0	8.258333333333333	0.047619047619047616	1.0	0.09090909090909091	2.421796165489405
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-7	5	0	53	3	0	50	0	3	7.733333333333333	0.0		0.0	6.4655172413793105
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-72	37	0	7	2	0	6	0	1	7.991666666666666	0.0		0.0	0.7507820646506779
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-75	40	0	34	2	0	32	0	2	7.133333333333334	0.0		0.0	4.485981308411215
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-82	48	0	11	2	0	9	0	2	7.341666666666667	0.0		0.0	1.2258796821793416
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-88	55	0	11	0	0	11	0	0	7.416666666666667	0.0		0.0	1.4831460674157302
P6-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-97	64	5	19	0	4	15	1	0	8.983333333333333	0.21052631578947367	0.8	0.3333333333333333	1.6697588126159557
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-1	89	0	28	5	0	25	0	3	7.5	0.0		0.0	3.3333333333333335
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-105	73	3	27	0	2	25	1	0	7.866666666666666	0.07407407407407407	0.6666666666666666	0.13333333333333333	3.1779661016949152
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-112	97	3	8	0	2	6	1	0	7.6	0.25	0.6666666666666666	0.36363636363636365	0.7894736842105263
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-113	97	2	9	0	2	7	0	0	7.75	0.2222222222222222	1.0	0.36363636363636365	0.9032258064516129
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-114	97	1	9	0	1	8	0	0	7.716666666666667	0.1111111111111111	1.0	0.2	1.036717062634989
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-124	15	4	7	0	2	5	2	0	7.35	0.2857142857142857	0.5	0.36363636363636365	0.6802721088435374
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-126	106	6	14	0	3	11	3	0	7.2	0.21428571428571427	0.5	0.3	1.5277777777777777
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-2	89	7	19	0	3	16	4	0	7.55	0.15789473684210525	0.42857142857142855	0.23076923076923078	2.119205298013245
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-23	15	1	15	1	1	13	0	1	9.266666666666667	0.07142857142857142	1.0	0.13333333333333333	1.4028776978417266
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-25	17	3	27	0	0	27	3	0	8.966666666666667	0.0	0.0	0.0	3.0111524163568775
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-4	2	2	59	0	2	57	0	0	8.858333333333333	0.03389830508474576	1.0	0.06557377049180328	6.434619002822202
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-5	3	4	15	0	3	12	1	0	8.316666666666666	0.2	0.75	0.3157894736842105	1.4428857715430863
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-6	4	1	21	0	1	20	0	0	8.258333333333333	0.047619047619047616	1.0	0.09090909090909091	2.421796165489405
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-7	5	3	53	0	2	51	1	0	7.733333333333333	0.03773584905660377	0.6666666666666666	0.07142857142857142	6.594827586206897
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-72	37	2	7	0	1	6	1	0	7.991666666666666	0.14285714285714285	0.5	0.2222222222222222	0.7507820646506779
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-75	40	2	34	0	1	33	1	0	7.133333333333334	0.029411764705882353	0.5	0.05555555555555555	4.626168224299065
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-82	48	2	11	0	2	9	0	0	7.341666666666667	0.18181818181818182	1.0	0.3076923076923077	1.2258796821793416
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-88	55	0	11	0	0	11	0	0	7.416666666666667	0.0		0.0	1.4831460674157302
P6-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-97	64	5	19	0	4	15	1	0	8.983333333333333	0.21052631578947367	0.8	0.3333333333333333	1.6697588126159557
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-1	89	0	28	5	0	24	0	4	7.5	0.0		0.0	3.2
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-105	73	3	27	0	3	24	0	0	7.866666666666666	0.1111111111111111	1.0	0.2	3.050847457627119
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-112	97	3	8	0	2	6	1	0	7.6	0.25	0.6666666666666666	0.36363636363636365	0.7894736842105263
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-113	97	2	9	0	2	7	0	0	7.75	0.2222222222222222	1.0	0.36363636363636365	0.9032258064516129
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-114	97	1	9	0	1	8	0	0	7.716666666666667	0.1111111111111111	1.0	0.2	1.036717062634989
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-124	15	4	7	0	2	5	2	0	7.35	0.2857142857142857	0.5	0.36363636363636365	0.6802721088435374
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-126	106	6	14	0	6	8	0	0	7.2	0.42857142857142855	1.0	0.6	1.1111111111111112
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-2	89	7	19	0	3	16	4	0	7.55	0.15789473684210525	0.42857142857142855	0.23076923076923078	2.119205298013245
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-23	15	1	15	1	1	13	0	1	9.266666666666667	0.07142857142857142	1.0	0.13333333333333333	1.4028776978417266
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-25	17	3	27	0	1	26	2	0	8.966666666666667	0.037037037037037035	0.3333333333333333	0.06666666666666667	2.899628252788104
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-4	2	2	59	0	2	57	0	0	8.858333333333333	0.03389830508474576	1.0	0.06557377049180328	6.434619002822202
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-5	3	4	15	0	4	11	0	0	8.316666666666666	0.26666666666666666	1.0	0.42105263157894735	1.3226452905811623
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-6	4	1	21	0	1	20	0	0	8.258333333333333	0.047619047619047616	1.0	0.09090909090909091	2.421796165489405
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-7	5	3	53	0	3	50	0	0	7.733333333333333	0.05660377358490566	1.0	0.10714285714285714	6.4655172413793105
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-72	37	2	7	0	1	6	1	0	7.991666666666666	0.14285714285714285	0.5	0.2222222222222222	0.7507820646506779
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-75	40	2	34	0	2	32	0	0	7.133333333333334	0.058823529411764705	1.0	0.1111111111111111	4.485981308411215
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-82	48	2	11	0	2	9	0	0	7.341666666666667	0.18181818181818182	1.0	0.3076923076923077	1.2258796821793416
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-88	55	0	11	0	0	11	0	0	7.416666666666667	0.0		0.0	1.4831460674157302
P6-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-97	64	5	19	0	4	15	1	0	8.983333333333333	0.21052631578947367	0.8	0.3333333333333333	1.6697588126159557
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-1	89	0	29	5	0	26	0	3	7.5	0.0		0.0	3.466666666666667
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-105	73	3	28	0	2	26	1	0	7.866666666666666	0.07142857142857142	0.6666666666666666	0.12903225806451613	3.305084745762712
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-112	97	3	8	0	2	6	1	0	7.6	0.25	0.6666666666666666	0.36363636363636365	0.7894736842105263
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-113	97	2	9	0	2	7	0	0	7.75	0.2222222222222222	1.0	0.36363636363636365	0.9032258064516129
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-114	97	1	9	0	1	8	0	0	7.716666666666667	0.1111111111111111	1.0	0.2	1.036717062634989
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-124	15	4	7	0	2	5	2	0	7.35	0.2857142857142857	0.5	0.36363636363636365	0.6802721088435374
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-126	106	1	14	5	0	11	1	3	7.2	0.0	0.0	0.0	1.5277777777777777
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-2	89	7	19	0	3	16	4	0	7.55	0.15789473684210525	0.42857142857142855	0.23076923076923078	2.119205298013245
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-23	15	1	15	1	1	13	0	1	9.266666666666667	0.07142857142857142	1.0	0.13333333333333333	1.4028776978417266
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-25	17	3	27	0	0	27	3	0	8.966666666666667	0.0	0.0	0.0	3.0111524163568775
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-4	2	2	60	0	2	58	0	0	8.858333333333333	0.03333333333333333	1.0	0.06451612903225806	6.547507055503293
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-5	3	4	15	0	3	12	1	0	8.316666666666666	0.2	0.75	0.3157894736842105	1.4428857715430863
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-6	4	1	21	0	1	20	0	0	8.258333333333333	0.047619047619047616	1.0	0.09090909090909091	2.421796165489405
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-7	5	0	54	3	0	52	0	2	7.733333333333333	0.0		0.0	6.724137931034483
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-72	37	0	7	2	0	6	0	1	7.991666666666666	0.0		0.0	0.7507820646506779
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-75	40	0	34	2	0	33	0	1	7.133333333333334	0.0		0.0	4.626168224299065
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-82	48	0	11	2	0	9	0	2	7.341666666666667	0.0		0.0	1.2258796821793416
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-88	55	0	11	0	0	11	0	0	7.416666666666667	0.0		0.0	1.4831460674157302
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	15.0	sub-97	64	5	21	0	4	17	1	0	8.983333333333333	0.19047619047619047	0.8	0.3076923076923077	1.8923933209647497
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-1	89	0	29	5	0	25	0	4	7.5	0.0		0.0	3.3333333333333335
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-105	73	3	28	0	3	25	0	0	7.866666666666666	0.10714285714285714	1.0	0.1935483870967742	3.1779661016949152
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-112	97	3	8	0	2	6	1	0	7.6	0.25	0.6666666666666666	0.36363636363636365	0.7894736842105263
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-113	97	2	9	0	2	7	0	0	7.75	0.2222222222222222	1.0	0.36363636363636365	0.9032258064516129
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-114	97	1	9	0	1	8	0	0	7.716666666666667	0.1111111111111111	1.0	0.2	1.036717062634989
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-124	15	4	7	0	2	5	2	0	7.35	0.2857142857142857	0.5	0.36363636363636365	0.6802721088435374
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-126	106	1	14	5	1	8	0	5	7.2	0.1111111111111111	1.0	0.2	1.1111111111111112
