method	method_role	partition	membership	tolerance_sec	subject	pid	reference_events	predicted_events	ignored_reference_events	true_positive	false_positive	false_negative	ignored_predictions	supported_hours	precision	recall	f1	false_alarms_per_hour
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-2	89	7	19	0	3	16	4	0	7.55	0.15789473684210525	0.42857142857142855	0.23076923076923078	2.119205298013245
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-23	15	1	15	1	1	13	0	1	9.266666666666667	0.07142857142857142	1.0	0.13333333333333333	1.4028776978417266
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-25	17	3	27	0	1	26	2	0	8.966666666666667	0.037037037037037035	0.3333333333333333	0.06666666666666667	2.899628252788104
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-4	2	2	60	0	2	58	0	0	8.858333333333333	0.03333333333333333	1.0	0.06451612903225806	6.547507055503293
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-5	3	4	15	0	4	11	0	0	8.316666666666666	0.26666666666666666	1.0	0.42105263157894735	1.3226452905811623
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-6	4	1	21	0	1	20	0	0	8.258333333333333	0.047619047619047616	1.0	0.09090909090909091	2.421796165489405
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-7	5	0	54	3	0	51	0	3	7.733333333333333	0.0		0.0	6.594827586206897
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-72	37	0	7	2	0	6	0	1	7.991666666666666	0.0		0.0	0.7507820646506779
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-75	40	0	34	2	0	32	0	2	7.133333333333334	0.0		0.0	4.485981308411215
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-82	48	0	11	2	0	9	0	2	7.341666666666667	0.0		0.0	1.2258796821793416
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-88	55	0	11	0	0	11	0	0	7.416666666666667	0.0		0.0	1.4831460674157302
P6-P2-H2-OR	fixed_alarm_fusion	validation	primary	45.0	sub-97	64	5	21	0	4	17	1	0	8.983333333333333	0.19047619047619047	0.8	0.3076923076923077	1.8923933209647497
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-1	89	0	29	5	0	26	0	3	7.5	0.0		0.0	3.466666666666667
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-105	73	3	28	0	2	26	1	0	7.866666666666666	0.07142857142857142	0.6666666666666666	0.12903225806451613	3.305084745762712
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-112	97	3	8	0	2	6	1	0	7.6	0.25	0.6666666666666666	0.36363636363636365	0.7894736842105263
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-113	97	2	9	0	2	7	0	0	7.75	0.2222222222222222	1.0	0.36363636363636365	0.9032258064516129
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-114	97	1	9	0	1	8	0	0	7.716666666666667	0.1111111111111111	1.0	0.2	1.036717062634989
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-124	15	4	7	0	2	5	2	0	7.35	0.2857142857142857	0.5	0.36363636363636365	0.6802721088435374
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-126	106	6	14	0	3	11	3	0	7.2	0.21428571428571427	0.5	0.3	1.5277777777777777
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-2	89	7	19	0	3	16	4	0	7.55	0.15789473684210525	0.42857142857142855	0.23076923076923078	2.119205298013245
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-23	15	1	15	1	1	13	0	1	9.266666666666667	0.07142857142857142	1.0	0.13333333333333333	1.4028776978417266
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-25	17	3	27	0	0	27	3	0	8.966666666666667	0.0	0.0	0.0	3.0111524163568775
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-4	2	2	60	0	2	58	0	0	8.858333333333333	0.03333333333333333	1.0	0.06451612903225806	6.547507055503293
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-5	3	4	15	0	3	12	1	0	8.316666666666666	0.2	0.75	0.3157894736842105	1.4428857715430863
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-6	4	1	21	0	1	20	0	0	8.258333333333333	0.047619047619047616	1.0	0.09090909090909091	2.421796165489405
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-7	5	3	54	0	2	52	1	0	7.733333333333333	0.037037037037037035	0.6666666666666666	0.07017543859649122	6.724137931034483
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-72	37	2	7	0	1	6	1	0	7.991666666666666	0.14285714285714285	0.5	0.2222222222222222	0.7507820646506779
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-75	40	2	34	0	1	33	1	0	7.133333333333334	0.029411764705882353	0.5	0.05555555555555555	4.626168224299065
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-82	48	2	11	0	2	9	0	0	7.341666666666667	0.18181818181818182	1.0	0.3076923076923077	1.2258796821793416
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-88	55	0	11	0	0	11	0	0	7.416666666666667	0.0		0.0	1.4831460674157302
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	15.0	sub-97	64	5	21	0	4	17	1	0	8.983333333333333	0.19047619047619047	0.8	0.3076923076923077	1.8923933209647497
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-1	89	0	29	5	0	25	0	4	7.5	0.0		0.0	3.3333333333333335
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-105	73	3	28	0	3	25	0	0	7.866666666666666	0.10714285714285714	1.0	0.1935483870967742	3.1779661016949152
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-112	97	3	8	0	2	6	1	0	7.6	0.25	0.6666666666666666	0.36363636363636365	0.7894736842105263
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-113	97	2	9	0	2	7	0	0	7.75	0.2222222222222222	1.0	0.36363636363636365	0.9032258064516129
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-114	97	1	9	0	1	8	0	0	7.716666666666667	0.1111111111111111	1.0	0.2	1.036717062634989
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-124	15	4	7	0	2	5	2	0	7.35	0.2857142857142857	0.5	0.36363636363636365	0.6802721088435374
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-126	106	6	14	0	6	8	0	0	7.2	0.42857142857142855	1.0	0.6	1.1111111111111112
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-2	89	7	19	0	3	16	4	0	7.55	0.15789473684210525	0.42857142857142855	0.23076923076923078	2.119205298013245
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-23	15	1	15	1	1	13	0	1	9.266666666666667	0.07142857142857142	1.0	0.13333333333333333	1.4028776978417266
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-25	17	3	27	0	1	26	2	0	8.966666666666667	0.037037037037037035	0.3333333333333333	0.06666666666666667	2.899628252788104
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-4	2	2	60	0	2	58	0	0	8.858333333333333	0.03333333333333333	1.0	0.06451612903225806	6.547507055503293
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-5	3	4	15	0	4	11	0	0	8.316666666666666	0.26666666666666666	1.0	0.42105263157894735	1.3226452905811623
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-6	4	1	21	0	1	20	0	0	8.258333333333333	0.047619047619047616	1.0	0.09090909090909091	2.421796165489405
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-7	5	3	54	0	3	51	0	0	7.733333333333333	0.05555555555555555	1.0	0.10526315789473684	6.594827586206897
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-72	37	2	7	0	1	6	1	0	7.991666666666666	0.14285714285714285	0.5	0.2222222222222222	0.7507820646506779
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-75	40	2	34	0	2	32	0	0	7.133333333333334	0.058823529411764705	1.0	0.1111111111111111	4.485981308411215
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-82	48	2	11	0	2	9	0	0	7.341666666666667	0.18181818181818182	1.0	0.3076923076923077	1.2258796821793416
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-88	55	0	11	0	0	11	0	0	7.416666666666667	0.0		0.0	1.4831460674157302
P6-P2-H2-OR	fixed_alarm_fusion	validation	expanded	45.0	sub-97	64	5	21	0	4	17	1	0	8.983333333333333	0.19047619047619047	0.8	0.3076923076923077	1.8923933209647497
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-1	89	0	6	5	0	6	0	0	7.5	0.0		0.0	0.8
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-105	73	3	9	0	2	7	1	0	7.866666666666666	0.2222222222222222	0.6666666666666666	0.3333333333333333	0.8898305084745763
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-112	97	3	2	0	2	0	1	0	7.6	1.0	0.6666666666666666	0.8	0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-113	97	2	1	0	1	0	1	0	7.75	1.0	0.5	0.6666666666666666	0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-114	97	1	1	0	0	1	1	0	7.716666666666667	0.0	0.0	0.0	0.12958963282937364
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-124	15	4	3	0	1	2	3	0	7.35	0.3333333333333333	0.25	0.2857142857142857	0.272108843537415
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-126	106	1	4	5	0	2	1	2	7.2	0.0	0.0	0.0	0.2777777777777778
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-2	89	7	9	0	2	7	5	0	7.55	0.2222222222222222	0.2857142857142857	0.25	0.9271523178807948
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-23	15	1	4	1	1	2	0	1	9.266666666666667	0.3333333333333333	1.0	0.5	0.2158273381294964
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-25	17	3	11	0	0	11	3	0	8.966666666666667	0.0	0.0	0.0	1.2267657992565055
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-4	2	2	9	0	2	7	0	0	8.858333333333333	0.2222222222222222	1.0	0.36363636363636365	0.7902163687676388
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-5	3	4	1	0	1	0	3	0	8.316666666666666	1.0	0.25	0.4	0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-6	4	1	7	0	0	7	1	0	8.258333333333333	0.0	0.0	0.0	0.8476286579212917
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-7	5	0	16	3	0	14	0	2	7.733333333333333	0.0		0.0	1.8103448275862069
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-72	37	0	1	2	0	0	0	1	7.991666666666666				0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-75	40	0	3	2	0	2	0	1	7.133333333333334	0.0		0.0	0.2803738317757009
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-82	48	0	5	2	0	3	0	2	7.341666666666667	0.0		0.0	0.4086265607264472
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-88	55	0	5	0	0	5	0	0	7.416666666666667	0.0		0.0	0.6741573033707865
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	15.0	sub-97	64	5	12	0	3	9	2	0	8.983333333333333	0.25	0.6	0.35294117647058826	1.0018552875695734
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-1	89	0	6	5	0	5	0	1	7.5	0.0		0.0	0.6666666666666666
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-105	73	3	9	0	3	6	0	0	7.866666666666666	0.3333333333333333	1.0	0.5	0.7627118644067797
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-112	97	3	2	0	2	0	1	0	7.6	1.0	0.6666666666666666	0.8	0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-113	97	2	1	0	1	0	1	0	7.75	1.0	0.5	0.6666666666666666	0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-114	97	1	1	0	0	1	1	0	7.716666666666667	0.0	0.0	0.0	0.12958963282937364
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-124	15	4	3	0	1	2	3	0	7.35	0.3333333333333333	0.25	0.2857142857142857	0.272108843537415
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-126	106	1	4	5	0	1	1	3	7.2	0.0	0.0	0.0	0.1388888888888889
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-2	89	7	9	0	2	7	5	0	7.55	0.2222222222222222	0.2857142857142857	0.25	0.9271523178807948
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-23	15	1	4	1	1	2	0	1	9.266666666666667	0.3333333333333333	1.0	0.5	0.2158273381294964
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-25	17	3	11	0	1	10	2	0	8.966666666666667	0.09090909090909091	0.3333333333333333	0.14285714285714285	1.1152416356877324
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-4	2	2	9	0	2	7	0	0	8.858333333333333	0.2222222222222222	1.0	0.36363636363636365	0.7902163687676388
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-5	3	4	1	0	1	0	3	0	8.316666666666666	1.0	0.25	0.4	0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-6	4	1	7	0	0	7	1	0	8.258333333333333	0.0	0.0	0.0	0.8476286579212917
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-7	5	0	16	3	0	13	0	3	7.733333333333333	0.0		0.0	1.6810344827586208
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-72	37	0	1	2	0	0	0	1	7.991666666666666				0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-75	40	0	3	2	0	1	0	2	7.133333333333334	0.0		0.0	0.14018691588785046
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-82	48	0	5	2	0	3	0	2	7.341666666666667	0.0		0.0	0.4086265607264472
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-88	55	0	5	0	0	5	0	0	7.416666666666667	0.0		0.0	0.6741573033707865
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	primary	45.0	sub-97	64	5	12	0	3	9	2	0	8.983333333333333	0.25	0.6	0.35294117647058826	1.0018552875695734
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-1	89	0	6	5	0	6	0	0	7.5	0.0		0.0	0.8
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-105	73	3	9	0	2	7	1	0	7.866666666666666	0.2222222222222222	0.6666666666666666	0.3333333333333333	0.8898305084745763
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-112	97	3	2	0	2	0	1	0	7.6	1.0	0.6666666666666666	0.8	0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-113	97	2	1	0	1	0	1	0	7.75	1.0	0.5	0.6666666666666666	0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-114	97	1	1	0	0	1	1	0	7.716666666666667	0.0	0.0	0.0	0.12958963282937364
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-124	15	4	3	0	1	2	3	0	7.35	0.3333333333333333	0.25	0.2857142857142857	0.272108843537415
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-126	106	6	4	0	2	2	4	0	7.2	0.5	0.3333333333333333	0.4	0.2777777777777778
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-2	89	7	9	0	2	7	5	0	7.55	0.2222222222222222	0.2857142857142857	0.25	0.9271523178807948
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-23	15	1	4	1	1	2	0	1	9.266666666666667	0.3333333333333333	1.0	0.5	0.2158273381294964
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-25	17	3	11	0	0	11	3	0	8.966666666666667	0.0	0.0	0.0	1.2267657992565055
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-4	2	2	9	0	2	7	0	0	8.858333333333333	0.2222222222222222	1.0	0.36363636363636365	0.7902163687676388
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-5	3	4	1	0	1	0	3	0	8.316666666666666	1.0	0.25	0.4	0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-6	4	1	7	0	0	7	1	0	8.258333333333333	0.0	0.0	0.0	0.8476286579212917
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-7	5	3	16	0	2	14	1	0	7.733333333333333	0.125	0.6666666666666666	0.21052631578947367	1.8103448275862069
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-72	37	2	1	0	1	0	1	0	7.991666666666666	1.0	0.5	0.6666666666666666	0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-75	40	2	3	0	1	2	1	0	7.133333333333334	0.3333333333333333	0.5	0.4	0.2803738317757009
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-82	48	2	5	0	2	3	0	0	7.341666666666667	0.4	1.0	0.5714285714285714	0.4086265607264472
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-88	55	0	5	0	0	5	0	0	7.416666666666667	0.0		0.0	0.6741573033707865
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	15.0	sub-97	64	5	12	0	3	9	2	0	8.983333333333333	0.25	0.6	0.35294117647058826	1.0018552875695734
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-1	89	0	6	5	0	5	0	1	7.5	0.0		0.0	0.6666666666666666
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-105	73	3	9	0	3	6	0	0	7.866666666666666	0.3333333333333333	1.0	0.5	0.7627118644067797
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-112	97	3	2	0	2	0	1	0	7.6	1.0	0.6666666666666666	0.8	0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-113	97	2	1	0	1	0	1	0	7.75	1.0	0.5	0.6666666666666666	0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-114	97	1	1	0	0	1	1	0	7.716666666666667	0.0	0.0	0.0	0.12958963282937364
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-124	15	4	3	0	1	2	3	0	7.35	0.3333333333333333	0.25	0.2857142857142857	0.272108843537415
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-126	106	6	4	0	3	1	3	0	7.2	0.75	0.5	0.6	0.1388888888888889
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-2	89	7	9	0	2	7	5	0	7.55	0.2222222222222222	0.2857142857142857	0.25	0.9271523178807948
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-23	15	1	4	1	1	2	0	1	9.266666666666667	0.3333333333333333	1.0	0.5	0.2158273381294964
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-25	17	3	11	0	1	10	2	0	8.966666666666667	0.09090909090909091	0.3333333333333333	0.14285714285714285	1.1152416356877324
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-4	2	2	9	0	2	7	0	0	8.858333333333333	0.2222222222222222	1.0	0.36363636363636365	0.7902163687676388
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-5	3	4	1	0	1	0	3	0	8.316666666666666	1.0	0.25	0.4	0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-6	4	1	7	0	0	7	1	0	8.258333333333333	0.0	0.0	0.0	0.8476286579212917
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-7	5	3	16	0	3	13	0	0	7.733333333333333	0.1875	1.0	0.3157894736842105	1.6810344827586208
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-72	37	2	1	0	1	0	1	0	7.991666666666666	1.0	0.5	0.6666666666666666	0.0
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-75	40	2	3	0	2	1	0	0	7.133333333333334	0.6666666666666666	1.0	0.8	0.14018691588785046
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-79	44	0	1	0	0	1	0	0	8.558333333333334	0.0		0.0	0.11684518013631938
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-82	48	2	5	0	2	3	0	0	7.341666666666667	0.4	1.0	0.5714285714285714	0.4086265607264472
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-88	55	0	5	0	0	5	0	0	7.416666666666667	0.0		0.0	0.6741573033707865
P6-P2-H2-2OF3	fixed_alarm_fusion	validation	expanded	45.0	sub-97	64	5	12	0	3	9	2	0	8.983333333333333	0.25	0.6	0.35294117647058826	1.0018552875695734
