transition_id	subject	pid	transition_type	boundary_onset_sec	signal_pair	availability	best_lag_samples	best_lag_sec	best_signed_corr	best_abs_corr	usable_for_alignment
203	sub-54	88	REM_to_Wake	10530.0	HB_1_vs_PSG_F3	available	0	0.0	0.9295953336921866	0.9295953336921866	True
204	sub-54	88	REM_to_Wake	17700.0	HB_1_vs_PSG_F3	available	1	1.0	0.8596366718885272	0.8596366718885272	True
205	sub-54	88	Wake_to_REM	17730.0	HB_1_vs_PSG_F3	available	1	1.0	0.8701905594282088	0.8701905594282088	True
206	sub-54	88	REM_to_Wake	20490.0	HB_1_vs_PSG_F3	available	0	0.0	0.7428802326056864	0.7428802326056864	True
207	sub-55	77	REM_to_Wake	15390.0	HB_1_vs_PSG_F3	available	1	1.0	0.5014319393756852	0.5014319393756852	True
208	sub-55	77	REM_to_Wake	22050.0	HB_1_vs_PSG_F3	available	3	3.0	0.8591125449929069	0.8591125449929069	True
209	sub-55	77	REM_to_Wake	28170.0	HB_1_vs_PSG_F3	available	0	0.0	0.0	0.0	False
210	sub-55	77	REM_to_Wake	29850.0	HB_1_vs_PSG_F3	available	0	0.0	0.0	0.0	False
211	sub-56	78	REM_to_Wake	19140.0	HB_1_vs_PSG_F3	available	3	3.0	0.6685001563476827	0.6685001563476827	True
212	sub-56	78	Wake_to_REM	19170.0	HB_1_vs_PSG_F3	available	3	3.0	0.6704320908065281	0.6704320908065281	True
213	sub-56	78	REM_to_Wake	21000.0	HB_1_vs_PSG_F3	available	6	6.0	0.746968494409491	0.746968494409491	True
214	sub-56	78	REM_to_Wake	25470.0	HB_1_vs_PSG_F3	available	-30	-30.0	-0.47096093079881357	0.47096093079881357	True
215	sub-56	78	Wake_to_REM	25530.0	HB_1_vs_PSG_F3	available	11	11.0	0.5674392424127238	0.5674392424127238	True
216	sub-56	78	REM_to_Wake	25590.0	HB_1_vs_PSG_F3	available	11	11.0	0.7496304075550232	0.7496304075550232	True
217	sub-56	78	Wake_to_REM	26550.0	HB_1_vs_PSG_F3	available	0	0.0	0.8859373099392622	0.8859373099392622	True
218	sub-56	78	REM_to_Wake	26820.0	HB_1_vs_PSG_F3	available	1	1.0	0.31379824761340075	0.31379824761340075	True
219	sub-56	78	Wake_to_REM	26850.0	HB_1_vs_PSG_F3	available	1	1.0	0.33358493338101625	0.33358493338101625	True
220	sub-57	77	REM_to_Wake	14490.0	HB_1_vs_PSG_F3	available	-24	-24.0	-0.36788653102377444	0.36788653102377444	True
221	sub-57	77	Wake_to_REM	14520.0	HB_1_vs_PSG_F3	available	-2	-2.0	0.3125928901325765	0.3125928901325765	True
222	sub-57	77	REM_to_Wake	22140.0	HB_1_vs_PSG_F3	available	4	4.0	0.728371517429754	0.728371517429754	True
223	sub-57	77	REM_to_Wake	29340.0	HB_1_vs_PSG_F3	available	-1	-1.0	0.7914325103466319	0.7914325103466319	True
224	sub-57	77	Wake_to_REM	29370.0	HB_1_vs_PSG_F3	available	-1	-1.0	0.8232961913186293	0.8232961913186293	True
225	sub-57	77	REM_to_Wake	30030.0	HB_1_vs_PSG_F3	available	3	3.0	0.6796759050962067	0.6796759050962067	True
226	sub-58	78	REM_to_Wake	19590.0	HB_1_vs_PSG_F3	available	1	1.0	0.7772053755857922	0.7772053755857922	True
227	sub-58	78	REM_to_Wake	20490.0	HB_1_vs_PSG_F3	available	0	0.0	0.897247745126975	0.897247745126975	True
228	sub-58	78	Wake_to_REM	20520.0	HB_1_vs_PSG_F3	available	0	0.0	0.8919006092686003	0.8919006092686003	True
229	sub-58	78	REM_to_Wake	21540.0	HB_1_vs_PSG_F3	available	8	8.0	0.8727102773347771	0.8727102773347771	True
230	sub-58	78	Wake_to_REM	21570.0	HB_1_vs_PSG_F3	available	8	8.0	0.8741318926501506	0.8741318926501506	True
231	sub-58	78	REM_to_Wake	26610.0	HB_1_vs_PSG_F3	available	9	9.0	0.4012283520242894	0.4012283520242894	True
232	sub-58	78	REM_to_Wake	29970.0	HB_1_vs_PSG_F3	available	1	1.0	0.5241638010057504	0.5241638010057504	True
233	sub-58	78	Wake_to_REM	30000.0	HB_1_vs_PSG_F3	available	1	1.0	0.5004494982703128	0.5004494982703128	True
234	sub-58	78	REM_to_Wake	30120.0	HB_1_vs_PSG_F3	available	-28	-28.0	0.3883037269372327	0.3883037269372327	True
235	sub-59	79	REM_to_Wake	14100.0	HB_1_vs_PSG_F3	available	1	1.0	0.7990555392996089	0.7990555392996089	True
236	sub-59	79	REM_to_Wake	21510.0	HB_1_vs_PSG_F3	available	6	6.0	0.7388687772324251	0.7388687772324251	True
237	sub-59	79	REM_to_Wake	27270.0	HB_1_vs_PSG_F3	available	1	1.0	0.6214444782334256	0.6214444782334256	True
238	sub-59	79	Wake_to_REM	27450.0	HB_1_vs_PSG_F3	available	1	1.0	0.639476217800358	0.639476217800358	True
239	sub-59	79	REM_to_Wake	28530.0	HB_1_vs_PSG_F3	available	0	0.0	0.6598880629269597	0.6598880629269597	True
240	sub-59	79	Wake_to_REM	28560.0	HB_1_vs_PSG_F3	available	0	0.0	0.6708138613703378	0.6708138613703378	True
241	sub-59	79	REM_to_Wake	28950.0	HB_1_vs_PSG_F3	available	-3	-3.0	0.5727898049135761	0.5727898049135761	True
242	sub-59	79	Wake_to_REM	28980.0	HB_1_vs_PSG_F3	available	-3	-3.0	0.5904548881112732	0.5904548881112732	True
243	sub-61	79	REM_to_Wake	9900.0	HB_1_vs_PSG_F3	available	-5	-5.0	0.8746895331933168	0.8746895331933168	True
244	sub-61	79	REM_to_Wake	16530.0	HB_1_vs_PSG_F3	available	-3	-3.0	0.5203944232608682	0.5203944232608682	True
245	sub-61	79	REM_to_Wake	26550.0	HB_1_vs_PSG_F3	available	2	2.0	0.9397448988921848	0.9397448988921848	True
246	sub-61	79	Wake_to_REM	26580.0	HB_1_vs_PSG_F3	available	2	2.0	0.9313084841326964	0.9313084841326964	True
247	sub-61	79	REM_to_Wake	26940.0	HB_1_vs_PSG_F3	available	-1	-1.0	0.6015309761752071	0.6015309761752071	True
248	sub-61	79	Wake_to_REM	26970.0	HB_1_vs_PSG_F3	available	-1	-1.0	0.5994560607879095	0.5994560607879095	True
249	sub-61	79	REM_to_Wake	27120.0	HB_1_vs_PSG_F3	available	18	18.0	0.24441692498846526	0.24441692498846526	True
250	sub-61	79	Wake_to_REM	27150.0	HB_1_vs_PSG_F3	available	-28	-28.0	0.20948718209046827	0.20948718209046827	True
251	sub-62	80	REM_to_Wake	17040.0	HB_1_vs_PSG_F3	available	0	0.0	0.938694082419627	0.938694082419627	True
252	sub-62	80	REM_to_Wake	25980.0	HB_1_vs_PSG_F3	available	0	0.0	0.8831465467063337	0.8831465467063337	True
253	sub-63	81	REM_to_Wake	22920.0	HB_1_vs_PSG_F3	available	0	0.0	0.833495184228268	0.833495184228268	True
254	sub-64	82	REM_to_Wake	11250.0	HB_1_vs_PSG_F3	available	0	0.0	0.8431760492661768	0.8431760492661768	True
255	sub-64	82	Wake_to_REM	11280.0	HB_1_vs_PSG_F3	available	0	0.0	0.8291654185415821	0.8291654185415821	True
256	sub-64	82	REM_to_Wake	21480.0	HB_1_vs_PSG_F3	available	-1	-1.0	0.5799194770867467	0.5799194770867467	True
257	sub-65	81	REM_to_Wake	15030.0	HB_1_vs_PSG_F3	available	18	18.0	0.7326782045152418	0.7326782045152418	True
258	sub-66	82	REM_to_Wake	14880.0	HB_1_vs_PSG_F3	available	20	20.0	0.6040826314974698	0.6040826314974698	True
259	sub-66	82	REM_to_Wake	30150.0	HB_1_vs_PSG_F3	available	2	2.0	0.6696406354843013	0.6696406354843013	True
260	sub-67	32	REM_to_Wake	5700.0	HB_1_vs_PSG_F3	available	0	0.0	0.809848949907605	0.809848949907605	True
261	sub-67	32	REM_to_Wake	9450.0	HB_1_vs_PSG_F3	available	0	0.0	0.8289021783852545	0.8289021783852545	True
262	sub-67	32	REM_to_Wake	15450.0	HB_1_vs_PSG_F3	available	1	1.0	0.9009219051884977	0.9009219051884977	True
263	sub-67	32	REM_to_Wake	20490.0	HB_1_vs_PSG_F3	available	0	0.0	0.7831567026413497	0.7831567026413497	True
264	sub-67	32	REM_to_Wake	24240.0	HB_1_vs_PSG_F3	available	5	5.0	0.7667735997857892	0.7667735997857892	True
265	sub-67	32	Wake_to_REM	24270.0	HB_1_vs_PSG_F3	available	5	5.0	0.7651313684491674	0.7651313684491674	True
266	sub-67	32	REM_to_Wake	25140.0	HB_1_vs_PSG_F3	available	1	1.0	0.7810184051240584	0.7810184051240584	True
267	sub-67	32	Wake_to_REM	25170.0	HB_1_vs_PSG_F3	available	1	1.0	0.7889372905092011	0.7889372905092011	True
268	sub-68	33	REM_to_Wake	10020.0	HB_1_vs_PSG_F3	available	2	2.0	0.5722672350317782	0.5722672350317782	True
269	sub-68	33	REM_to_Wake	25710.0	HB_1_vs_PSG_F3	available	0	0.0	0.702114867096535	0.702114867096535	True
270	sub-69	34	REM_to_Wake	23040.0	HB_1_vs_PSG_F3	available	0	0.0	0.9053252531361192	0.9053252531361192	True
271	sub-70	35	REM_to_Wake	21870.0	HB_1_vs_PSG_F3	available	-8	-8.0	0.5344503155742213	0.5344503155742213	True
272	sub-70	35	REM_to_Wake	22110.0	HB_1_vs_PSG_F3	available	2	2.0	0.8625175379903292	0.8625175379903292	True
273	sub-71	36	REM_to_Wake	22740.0	HB_1_vs_PSG_F3	available	3	3.0	0.7478042797029589	0.7478042797029589	True
274	sub-71	36	REM_to_Wake	26880.0	HB_1_vs_PSG_F3	available	0	0.0	0.7764465471523921	0.7764465471523921	True
275	sub-71	36	REM_to_Wake	28830.0	HB_1_vs_PSG_F3	available	1	1.0	0.8520372463428337	0.8520372463428337	True
276	sub-71	36	Wake_to_REM	28860.0	HB_1_vs_PSG_F3	available	1	1.0	0.8523108263874493	0.8523108263874493	True
277	sub-72	37	REM_to_Wake	22800.0	HB_1_vs_PSG_F3	available	-1	-1.0	0.9531749733610447	0.9531749733610447	True
278	sub-72	37	REM_to_Wake	23400.0	HB_1_vs_PSG_F3	available	0	0.0	0.7566349247954304	0.7566349247954304	True
279	sub-73	38	REM_to_Wake	5850.0	HB_1_vs_PSG_F3	available	0	0.0	0.883916136755605	0.883916136755605	True
280	sub-74	39	REM_to_Wake	17010.0	HB_1_vs_PSG_F3	available	0	0.0	0.7512003410808277	0.7512003410808277	True
281	sub-74	39	REM_to_Wake	27630.0	HB_1_vs_PSG_F3	available	0	0.0	0.8466538072794492	0.8466538072794492	True
282	sub-75	40	REM_to_Wake	24360.0	HB_1_vs_PSG_F3	available	4	4.0	0.43725200215452925	0.43725200215452925	True
283	sub-75	40	Wake_to_REM	24390.0	HB_1_vs_PSG_F3	available	4	4.0	0.5876680875115671	0.5876680875115671	True
284	sub-75	40	REM_to_Wake	25590.0	HB_1_vs_PSG_F3	available	4	4.0	0.7284941966620276	0.7284941966620276	True
285	sub-76	41	REM_to_Wake	28470.0	HB_1_vs_PSG_F3	available	1	1.0	0.47331500437161883	0.47331500437161883	True
286	sub-76	41	REM_to_Wake	31110.0	HB_1_vs_PSG_F3	available	-21	-21.0	-0.41415235312676957	0.41415235312676957	True
287	sub-77	42	REM_to_Wake	16830.0	HB_1_vs_PSG_F3	available	0	0.0	0.8802935929569344	0.8802935929569344	True
288	sub-77	42	Wake_to_REM	16860.0	HB_1_vs_PSG_F3	available	0	0.0	0.8987007702497516	0.8987007702497516	True
289	sub-77	42	REM_to_Wake	17880.0	HB_1_vs_PSG_F3	available	1	1.0	0.8867265704786912	0.8867265704786912	True
290	sub-77	42	REM_to_Wake	30090.0	HB_1_vs_PSG_F3	available	0	0.0	0.0	0.0	False
291	sub-78	43	REM_to_Wake	24570.0	HB_1_vs_PSG_F3	available	1	1.0	0.9106919847352755	0.9106919847352755	True
292	sub-78	43	Wake_to_REM	24600.0	HB_1_vs_PSG_F3	available	1	1.0	0.9155781486972842	0.9155781486972842	True
293	sub-78	43	REM_to_Wake	25230.0	HB_1_vs_PSG_F3	available	1	1.0	0.7415206406455788	0.7415206406455788	True
294	sub-81	46	REM_to_Wake	13380.0	HB_1_vs_PSG_F3	available	2	2.0	0.921302648588258	0.921302648588258	True
295	sub-81	46	Wake_to_REM	13410.0	HB_1_vs_PSG_F3	available	2	2.0	0.9210508047908712	0.9210508047908712	True
296	sub-81	46	REM_to_Wake	13590.0	HB_1_vs_PSG_F3	available	0	0.0	0.8314757692687689	0.8314757692687689	True
297	sub-81	46	Wake_to_REM	13620.0	HB_1_vs_PSG_F3	available	0	0.0	0.6283593306911965	0.6283593306911965	True
298	sub-81	46	REM_to_Wake	13710.0	HB_1_vs_PSG_F3	available	0	0.0	0.4701334698067659	0.4701334698067659	True
299	sub-81	46	Wake_to_REM	13740.0	HB_1_vs_PSG_F3	available	0	0.0	0.3279119503381633	0.3279119503381633	True
300	sub-81	46	REM_to_Wake	14550.0	HB_1_vs_PSG_F3	available	0	0.0	0.743934761364318	0.743934761364318	True
301	sub-81	46	Wake_to_REM	14580.0	HB_1_vs_PSG_F3	available	0	0.0	0.7442397599381624	0.7442397599381624	True
302	sub-81	46	REM_to_Wake	14820.0	HB_1_vs_PSG_F3	available	0	0.0	0.8956065340084824	0.8956065340084824	True
303	sub-81	46	REM_to_Wake	21990.0	HB_1_vs_PSG_F3	available	0	0.0	0.6797016906626446	0.6797016906626446	True
304	sub-81	46	REM_to_Wake	26370.0	HB_1_vs_PSG_F3	available	1	1.0	0.8268319523882544	0.8268319523882544	True
305	sub-81	46	REM_to_Wake	27000.0	HB_1_vs_PSG_F3	available	0	0.0	0.9222332056293981	0.9222332056293981	True
306	sub-81	46	Wake_to_REM	27030.0	HB_1_vs_PSG_F3	available	0	0.0	0.8721217802484362	0.8721217802484362	True
307	sub-82	48	REM_to_Wake	12540.0	HB_1_vs_PSG_F3	available	-23	-23.0	-0.32143557325105354	0.32143557325105354	True
308	sub-82	48	REM_to_Wake	22800.0	HB_1_vs_PSG_F3	available	4	4.0	0.8556357218310401	0.8556357218310401	True
309	sub-83	50	REM_to_Wake	18450.0	HB_1_vs_PSG_F3	available	-2	-2.0	0.8011581689287132	0.8011581689287132	True
310	sub-84	51	REM_to_Wake	26280.0	HB_1_vs_PSG_F3	available	0	0.0	0.36700296415697137	0.36700296415697137	True
311	sub-85	52	REM_to_Wake	14760.0	HB_1_vs_PSG_F3	available	0	0.0	0.839731370289401	0.839731370289401	True
312	sub-85	52	REM_to_Wake	20340.0	HB_1_vs_PSG_F3	available	2	2.0	0.8369505838988912	0.8369505838988912	True
313	sub-85	52	REM_to_Wake	24600.0	HB_1_vs_PSG_F3	available	1	1.0	0.7349539760383883	0.7349539760383883	True
314	sub-85	52	REM_to_Wake	25260.0	HB_1_vs_PSG_F3	available	1	1.0	0.3048699730004754	0.3048699730004754	True
315	sub-85	52	REM_to_Wake	26070.0	HB_1_vs_PSG_F3	available	5	5.0	0.46388898820407765	0.46388898820407765	True
316	sub-87	54	REM_to_Wake	19230.0	HB_1_vs_PSG_F3	available	1	1.0	0.6132077431732982	0.6132077431732982	True
317	sub-87	54	REM_to_Wake	25740.0	HB_1_vs_PSG_F3	available	29	29.0	-0.30719978635434925	0.30719978635434925	True
318	sub-90	57	REM_to_Wake	15330.0	HB_1_vs_PSG_F3	available	1	1.0	0.9530269255049384	0.9530269255049384	True
319	sub-90	57	REM_to_Wake	21510.0	HB_1_vs_PSG_F3	available	0	0.0	0.6370818457403707	0.6370818457403707	True
320	sub-90	57	REM_to_Wake	27090.0	HB_1_vs_PSG_F3	available	0	0.0	0.8318445100725224	0.8318445100725224	True
321	sub-90	57	Wake_to_REM	27120.0	HB_1_vs_PSG_F3	available	0	0.0	0.8255678812038206	0.8255678812038206	True
322	sub-90	57	REM_to_Wake	27210.0	HB_1_vs_PSG_F3	available	0	0.0	0.8455980698204854	0.8455980698204854	True
323	sub-90	57	Wake_to_REM	27240.0	HB_1_vs_PSG_F3	available	0	0.0	0.7555570024218345	0.7555570024218345	True
324	sub-90	57	REM_to_Wake	28050.0	HB_1_vs_PSG_F3	available	3	3.0	0.6566187599752593	0.6566187599752593	True
325	sub-91	58	REM_to_Wake	24210.0	HB_1_vs_PSG_F3	available	7	7.0	0.4300898903408239	0.4300898903408239	True
326	sub-91	58	Wake_to_REM	24240.0	HB_1_vs_PSG_F3	available	7	7.0	0.454248591423365	0.454248591423365	True
327	sub-91	58	REM_to_Wake	28830.0	HB_1_vs_PSG_F3	available	0	0.0	0.6937037660916459	0.6937037660916459	True
328	sub-91	58	REM_to_Wake	29370.0	HB_1_vs_PSG_F3	available	3	3.0	0.9021941595269716	0.9021941595269716	True
329	sub-91	58	Wake_to_REM	29400.0	HB_1_vs_PSG_F3	available	3	3.0	0.9020881033559697	0.9020881033559697	True
330	sub-91	58	REM_to_Wake	29910.0	HB_1_vs_PSG_F3	available	14	14.0	0.4467393789562461	0.4467393789562461	True
331	sub-91	58	Wake_to_REM	29940.0	HB_1_vs_PSG_F3	available	14	14.0	0.49735516252649775	0.49735516252649775	True
332	sub-91	58	REM_to_Wake	30150.0	HB_1_vs_PSG_F3	available	1	1.0	0.742753695301008	0.742753695301008	True
333	sub-92	59	REM_to_Wake	12690.0	HB_1_vs_PSG_F3	available	-2	-2.0	0.6997184969372648	0.6997184969372648	True
334	sub-92	59	REM_to_Wake	24480.0	HB_1_vs_PSG_F3	available	1	1.0	0.5410626909100587	0.5410626909100587	True
335	sub-92	59	Wake_to_REM	24510.0	HB_1_vs_PSG_F3	available	1	1.0	0.5282851982135305	0.5282851982135305	True
336	sub-92	59	REM_to_Wake	24690.0	HB_1_vs_PSG_F3	available	0	0.0	0.8031963316078554	0.8031963316078554	True
337	sub-92	59	Wake_to_REM	24720.0	HB_1_vs_PSG_F3	available	0	0.0	0.8078469838909118	0.8078469838909118	True
338	sub-93	60	REM_to_Wake	14310.0	HB_1_vs_PSG_F3	available	0	0.0	0.9171146470868332	0.9171146470868332	True
339	sub-93	60	REM_to_Wake	20010.0	HB_1_vs_PSG_F3	available	0	0.0	0.9142226992703082	0.9142226992703082	True
340	sub-93	60	Wake_to_REM	20040.0	HB_1_vs_PSG_F3	available	0	0.0	0.7818696571830975	0.7818696571830975	True
341	sub-93	60	REM_to_Wake	20100.0	HB_1_vs_PSG_F3	available	0	0.0	0.7863182498412378	0.7863182498412378	True
342	sub-94	61	REM_to_Wake	16530.0	HB_1_vs_PSG_F3	available	-4	-4.0	0.8101847048906448	0.8101847048906448	True
343	sub-94	61	REM_to_Wake	25680.0	HB_1_vs_PSG_F3	available	1	1.0	0.7968432495224028	0.7968432495224028	True
344	sub-95	62	REM_to_Wake	13830.0	HB_1_vs_PSG_F3	available	0	0.0	0.7193164289861639	0.7193164289861639	True
345	sub-95	62	REM_to_Wake	14310.0	HB_1_vs_PSG_F3	available	0	0.0	0.922334544908433	0.922334544908433	True
346	sub-95	62	REM_to_Wake	22020.0	HB_1_vs_PSG_F3	available	1	1.0	0.9121910225422362	0.9121910225422362	True
347	sub-95	62	REM_to_Wake	26700.0	HB_1_vs_PSG_F3	available	0	0.0	0.6973150591400309	0.6973150591400309	True
348	sub-95	62	Wake_to_REM	26730.0	HB_1_vs_PSG_F3	available	0	0.0	0.7012637435244433	0.7012637435244433	True
349	sub-95	62	REM_to_Wake	27390.0	HB_1_vs_PSG_F3	available	-2	-2.0	0.4126759248480443	0.4126759248480443	True
350	sub-95	62	Wake_to_REM	27420.0	HB_1_vs_PSG_F3	available	-2	-2.0	0.2654973028452227	0.2654973028452227	True
351	sub-95	62	REM_to_Wake	27690.0	HB_1_vs_PSG_F3	available	-28	-28.0	0.6255379237552988	0.6255379237552988	True
352	sub-96	63	REM_to_Wake	9210.0	HB_1_vs_PSG_F3	available	0	0.0	0.9276705827787567	0.9276705827787567	True
353	sub-96	63	REM_to_Wake	14190.0	HB_1_vs_PSG_F3	available	0	0.0	0.9407777889365394	0.9407777889365394	True
354	sub-96	63	REM_to_Wake	26190.0	HB_1_vs_PSG_F3	available	4	4.0	0.5050157521923535	0.5050157521923535	True
355	sub-96	63	Wake_to_REM	26220.0	HB_1_vs_PSG_F3	available	3	3.0	0.6144958431561405	0.6144958431561405	True
356	sub-96	63	REM_to_Wake	26820.0	HB_1_vs_PSG_F3	available	-8	-8.0	0.5813468710267589	0.5813468710267589	True
357	sub-97	64	REM_to_Wake	8490.0	HB_1_vs_PSG_F3	available	0	0.0	0.8773585457586629	0.8773585457586629	True
358	sub-97	64	REM_to_Wake	23220.0	HB_1_vs_PSG_F3	available	0	0.0	0.9983792838973062	0.9983792838973062	True
359	sub-97	64	REM_to_Wake	27180.0	HB_1_vs_PSG_F3	available	-1	-1.0	0.880117058532752	0.880117058532752	True
360	sub-97	64	Wake_to_REM	27390.0	HB_1_vs_PSG_F3	available	1	1.0	0.8409003482717465	0.8409003482717465	True
361	sub-97	64	REM_to_Wake	27780.0	HB_1_vs_PSG_F3	available	0	0.0	0.8641043383624983	0.8641043383624983	True
362	sub-97	64	Wake_to_REM	27810.0	HB_1_vs_PSG_F3	available	0	0.0	0.8899897755354422	0.8899897755354422	True
363	sub-97	64	Wake_to_REM	28290.0	HB_1_vs_PSG_F3	available	-1	-1.0	0.7215541487702601	0.7215541487702601	True
364	sub-97	64	REM_to_Wake	28350.0	HB_1_vs_PSG_F3	available	-1	-1.0	0.6901062743490091	0.6901062743490091	True
365	sub-98	65	REM_to_Wake	7020.0	HB_1_vs_PSG_F3	available	0	0.0	0.6323991859410624	0.6323991859410624	True
366	sub-98	65	REM_to_Wake	9570.0	HB_1_vs_PSG_F3	available	0	0.0	0.8015538176457707	0.8015538176457707	True
367	sub-98	65	Wake_to_REM	9660.0	HB_1_vs_PSG_F3	available	0	0.0	0.8075128147807076	0.8075128147807076	True
368	sub-98	65	REM_to_Wake	9870.0	HB_1_vs_PSG_F3	available	1	1.0	0.8329087142551036	0.8329087142551036	True
369	sub-98	65	Wake_to_REM	9900.0	HB_1_vs_PSG_F3	available	1	1.0	0.833796820557394	0.833796820557394	True
370	sub-98	65	REM_to_Wake	10920.0	HB_1_vs_PSG_F3	available	-8	-8.0	0.786965079631164	0.786965079631164	True
371	sub-98	65	REM_to_Wake	16020.0	HB_1_vs_PSG_F3	available	3	3.0	0.9044662740502559	0.9044662740502559	True
372	sub-98	65	REM_to_Wake	19080.0	HB_1_vs_PSG_F3	available	3	3.0	0.8349535623035149	0.8349535623035149	True
373	sub-98	65	Wake_to_REM	19110.0	HB_1_vs_PSG_F3	available	3	3.0	0.8202082698524679	0.8202082698524679	True
374	sub-98	65	REM_to_Wake	20070.0	HB_1_vs_PSG_F3	available	0	0.0	0.8412260419043702	0.8412260419043702	True
375	sub-98	65	Wake_to_REM	20100.0	HB_1_vs_PSG_F3	available	0	0.0	0.844331429963021	0.844331429963021	True
376	sub-98	65	Wake_to_REM	20430.0	HB_1_vs_PSG_F3	available	-1	-1.0	0.9312762845474416	0.9312762845474416	True
377	sub-100	67	REM_to_Wake	16470.0	HB_1_vs_PSG_F3	available	1	1.0	0.9257367164461927	0.9257367164461927	True
378	sub-100	67	REM_to_Wake	23790.0	HB_1_vs_PSG_F3	available	3	3.0	0.8889673302892498	0.8889673302892498	True
379	sub-100	67	Wake_to_REM	23820.0	HB_1_vs_PSG_F3	available	3	3.0	0.8904003389567684	0.8904003389567684	True
380	sub-100	67	REM_to_Wake	23940.0	HB_1_vs_PSG_F3	available	0	0.0	0.6981173857333043	0.6981173857333043	True
381	sub-100	67	REM_to_Wake	27600.0	HB_1_vs_PSG_F3	available	0	0.0	0.763771159591048	0.763771159591048	True
382	sub-100	67	Wake_to_REM	27630.0	HB_1_vs_PSG_F3	available	0	0.0	0.7712641724822108	0.7712641724822108	True
383	sub-100	67	REM_to_Wake	27990.0	HB_1_vs_PSG_F3	available	-2	-2.0	0.8133284260629293	0.8133284260629293	True
384	sub-101	68	REM_to_Wake	8460.0	HB_1_vs_PSG_F3	available	0	0.0	0.6967440990448497	0.6967440990448497	True
385	sub-101	68	Wake_to_REM	8490.0	HB_1_vs_PSG_F3	available	0	0.0	0.7529354743465839	0.7529354743465839	True
386	sub-101	68	REM_to_Wake	8610.0	HB_1_vs_PSG_F3	available	0	0.0	0.848265517312821	0.848265517312821	True
387	sub-101	68	Wake_to_REM	8670.0	HB_1_vs_PSG_F3	available	0	0.0	0.8442317577817176	0.8442317577817176	True
388	sub-101	68	REM_to_Wake	8790.0	HB_1_vs_PSG_F3	available	1	1.0	0.7243352964029918	0.7243352964029918	True
389	sub-101	68	REM_to_Wake	23820.0	HB_1_vs_PSG_F3	available	0	0.0	0.671475391089542	0.671475391089542	True
390	sub-101	68	Wake_to_REM	23850.0	HB_1_vs_PSG_F3	available	0	0.0	0.7041219693943755	0.7041219693943755	True
391	sub-101	68	REM_to_Wake	24960.0	HB_1_vs_PSG_F3	available	7	7.0	0.84855443963211	0.84855443963211	True
392	sub-102	69	REM_to_Wake	18720.0	HB_1_vs_PSG_F3	available	2	2.0	0.305747328958009	0.305747328958009	True
393	sub-102	69	Wake_to_REM	18750.0	HB_1_vs_PSG_F3	available	4	4.0	0.3076958912536042	0.3076958912536042	True
394	sub-102	69	REM_to_Wake	19740.0	HB_1_vs_PSG_F3	available	0	0.0	0.7105146012925396	0.7105146012925396	True
395	sub-102	69	REM_to_Wake	25620.0	HB_1_vs_PSG_F3	available	0	0.0	0.7586734891213315	0.7586734891213315	True
396	sub-104	72	REM_to_Wake	23550.0	HB_1_vs_PSG_F3	available	1	1.0	0.8063286471857499	0.8063286471857499	True
397	sub-104	72	REM_to_Wake	24510.0	HB_1_vs_PSG_F3	available	1	1.0	0.8935384491930567	0.8935384491930567	True
398	sub-105	73	REM_to_Wake	12540.0	HB_1_vs_PSG_F3	available	0	0.0	0.8783059893811956	0.8783059893811956	True
399	sub-105	73	REM_to_Wake	17310.0	HB_1_vs_PSG_F3	available	0	0.0	0.7450510963516151	0.7450510963516151	True
400	sub-105	73	REM_to_Wake	26760.0	HB_1_vs_PSG_F3	available	-23	-23.0	0.5211257752659728	0.5211257752659728	True
401	sub-106	74	Wake_to_REM	19500.0	HB_1_vs_PSG_F3	available	1	1.0	0.8699868501968314	0.8699868501968314	True
402	sub-106	74	REM_to_Wake	24900.0	HB_1_vs_PSG_F3	available	1	1.0	0.9766183545942297	0.9766183545942297	True
403	sub-107	75	REM_to_Wake	19470.0	HB_1_vs_PSG_F3	available	1	1.0	0.6925702287845165	0.6925702287845165	True
404	sub-108	76	REM_to_Wake	11430.0	HB_1_vs_PSG_F3	available	1	1.0	0.7218063432893844	0.7218063432893844	True
405	sub-108	76	REM_to_Wake	28110.0	HB_1_vs_PSG_F3	available	-6	-6.0	0.6552992659891306	0.6552992659891306	True
406	sub-108	76	Wake_to_REM	29220.0	HB_1_vs_PSG_F3	available	29	29.0	0.5479453976683866	0.5479453976683866	True
407	sub-109	96	REM_to_Wake	5940.0	HB_1_vs_PSG_F3	available	0	0.0	0.4787840460619292	0.4787840460619292	True
408	sub-109	96	REM_to_Wake	6240.0	HB_1_vs_PSG_F3	available	0	0.0	0.564432140911564	0.564432140911564	True
409	sub-109	96	Wake_to_REM	6270.0	HB_1_vs_PSG_F3	available	0	0.0	0.6062582983349696	0.6062582983349696	True
410	sub-109	96	REM_to_Wake	6960.0	HB_1_vs_PSG_F3	available	0	0.0	0.5357426106124721	0.5357426106124721	True
411	sub-109	96	REM_to_Wake	12300.0	HB_1_vs_PSG_F3	available	-7	-7.0	0.8091881170680012	0.8091881170680012	True
412	sub-109	96	REM_to_Wake	23700.0	HB_1_vs_PSG_F3	available	2	2.0	0.5362405514976036	0.5362405514976036	True
413	sub-110	96	REM_to_Wake	6840.0	HB_1_vs_PSG_F3	available	0	0.0	0.7523485467606884	0.7523485467606884	True
