transition_id	subject	pid	transition_type	boundary_onset_sec	headband_start_sample	headband_stop_sample	psg_start_sample	psg_stop_sample	window_sample_count_difference	boundary_sample_difference	sample_alignment_flag
291	sub-78	43	REM_to_Wake	24570.0	6259200	6320640	6259200	6320640	0	0	pass
292	sub-78	43	Wake_to_REM	24600.0	6266880	6328320	6266880	6328320	0	0	pass
293	sub-78	43	REM_to_Wake	25230.0	6428160	6489600	6428160	6489600	0	0	pass
294	sub-81	46	REM_to_Wake	13380.0	3394560	3456000	3394560	3456000	0	0	pass
295	sub-81	46	Wake_to_REM	13410.0	3402240	3463680	3402240	3463680	0	0	pass
296	sub-81	46	REM_to_Wake	13590.0	3448320	3509760	3448320	3509760	0	0	pass
297	sub-81	46	Wake_to_REM	13620.0	3456000	3517440	3456000	3517440	0	0	pass
298	sub-81	46	REM_to_Wake	13710.0	3479040	3540480	3479040	3540480	0	0	pass
299	sub-81	46	Wake_to_REM	13740.0	3486720	3548160	3486720	3548160	0	0	pass
300	sub-81	46	REM_to_Wake	14550.0	3694080	3755520	3694080	3755520	0	0	pass
301	sub-81	46	Wake_to_REM	14580.0	3701760	3763200	3701760	3763200	0	0	pass
302	sub-81	46	REM_to_Wake	14820.0	3763200	3824640	3763200	3824640	0	0	pass
303	sub-81	46	REM_to_Wake	21990.0	5598720	5660160	5598720	5660160	0	0	pass
304	sub-81	46	REM_to_Wake	26370.0	6720000	6781440	6720000	6781440	0	0	pass
305	sub-81	46	REM_to_Wake	27000.0	6881280	6942720	6881280	6942720	0	0	pass
306	sub-81	46	Wake_to_REM	27030.0	6888960	6950400	6888960	6950400	0	0	pass
307	sub-82	48	REM_to_Wake	12540.0	3179520	3240960	3179520	3240960	0	0	pass
308	sub-82	48	REM_to_Wake	22800.0	5806080	5867520	5806080	5867520	0	0	pass
309	sub-83	50	REM_to_Wake	18450.0	4692480	4753920	4692480	4753920	0	0	pass
310	sub-84	51	REM_to_Wake	26280.0	6696960	6758400	6696960	6758400	0	0	pass
311	sub-85	52	REM_to_Wake	14760.0	3747840	3809280	3747840	3809280	0	0	pass
312	sub-85	52	REM_to_Wake	20340.0	5176320	5237760	5176320	5237760	0	0	pass
313	sub-85	52	REM_to_Wake	24600.0	6266880	6328320	6266880	6328320	0	0	pass
314	sub-85	52	REM_to_Wake	25260.0	6435840	6497280	6435840	6497280	0	0	pass
315	sub-85	52	REM_to_Wake	26070.0	6643200	6704640	6643200	6704640	0	0	pass
316	sub-87	54	REM_to_Wake	19230.0	4892160	4953600	4892160	4953600	0	0	pass
317	sub-87	54	REM_to_Wake	25740.0	6558720	6620160	6558720	6620160	0	0	pass
318	sub-90	57	REM_to_Wake	15330.0	3893760	3955200	3893760	3955200	0	0	pass
319	sub-90	57	REM_to_Wake	21510.0	5475840	5537280	5475840	5537280	0	0	pass
320	sub-90	57	REM_to_Wake	27090.0	6904320	6965760	6904320	6965760	0	0	pass
321	sub-90	57	Wake_to_REM	27120.0	6912000	6973440	6912000	6973440	0	0	pass
322	sub-90	57	REM_to_Wake	27210.0	6935040	6996480	6935040	6996480	0	0	pass
323	sub-90	57	Wake_to_REM	27240.0	6942720	7004160	6942720	7004160	0	0	pass
324	sub-90	57	REM_to_Wake	28050.0	7150080	7211520	7150080	7211520	0	0	pass
325	sub-91	58	REM_to_Wake	24210.0	6167040	6228480	6167040	6228480	0	0	pass
326	sub-91	58	Wake_to_REM	24240.0	6174720	6236160	6174720	6236160	0	0	pass
327	sub-91	58	REM_to_Wake	28830.0	7349760	7411200	7349760	7411200	0	0	pass
328	sub-91	58	REM_to_Wake	29370.0	7488000	7549440	7488000	7549440	0	0	pass
329	sub-91	58	Wake_to_REM	29400.0	7495680	7557120	7495680	7557120	0	0	pass
330	sub-91	58	REM_to_Wake	29910.0	7626240	7687680	7626240	7687680	0	0	pass
331	sub-91	58	Wake_to_REM	29940.0	7633920	7695360	7633920	7695360	0	0	pass
332	sub-91	58	REM_to_Wake	30150.0	7687680	7749120	7687680	7749120	0	0	pass
333	sub-92	59	REM_to_Wake	12690.0	3217920	3279360	3217920	3279360	0	0	pass
334	sub-92	59	REM_to_Wake	24480.0	6236160	6297600	6236160	6297600	0	0	pass
335	sub-92	59	Wake_to_REM	24510.0	6243840	6305280	6243840	6305280	0	0	pass
336	sub-92	59	REM_to_Wake	24690.0	6289920	6351360	6289920	6351360	0	0	pass
337	sub-92	59	Wake_to_REM	24720.0	6297600	6359040	6297600	6359040	0	0	pass
338	sub-93	60	REM_to_Wake	14310.0	3632640	3694080	3632640	3694080	0	0	pass
339	sub-93	60	REM_to_Wake	20010.0	5091840	5153280	5091840	5153280	0	0	pass
340	sub-93	60	Wake_to_REM	20040.0	5099520	5160960	5099520	5160960	0	0	pass
341	sub-93	60	REM_to_Wake	20100.0	5114880	5176320	5114880	5176320	0	0	pass
342	sub-94	61	REM_to_Wake	16530.0	4200960	4262400	4200960	4262400	0	0	pass
343	sub-94	61	REM_to_Wake	25680.0	6543360	6604800	6543360	6604800	0	0	pass
344	sub-95	62	REM_to_Wake	13830.0	3509760	3571200	3509760	3571200	0	0	pass
345	sub-95	62	REM_to_Wake	14310.0	3632640	3694080	3632640	3694080	0	0	pass
346	sub-95	62	REM_to_Wake	22020.0	5606400	5667840	5606400	5667840	0	0	pass
347	sub-95	62	REM_to_Wake	26700.0	6804480	6865920	6804480	6865920	0	0	pass
348	sub-95	62	Wake_to_REM	26730.0	6812160	6873600	6812160	6873600	0	0	pass
349	sub-95	62	REM_to_Wake	27390.0	6981120	7042560	6981120	7042560	0	0	pass
350	sub-95	62	Wake_to_REM	27420.0	6988800	7050240	6988800	7050240	0	0	pass
351	sub-95	62	REM_to_Wake	27690.0	7057920	7119360	7057920	7119360	0	0	pass
352	sub-96	63	REM_to_Wake	9210.0	2327040	2388480	2327040	2388480	0	0	pass
353	sub-96	63	REM_to_Wake	14190.0	3601920	3663360	3601920	3663360	0	0	pass
354	sub-96	63	REM_to_Wake	26190.0	6673920	6735360	6673920	6735360	0	0	pass
355	sub-96	63	Wake_to_REM	26220.0	6681600	6743040	6681600	6743040	0	0	pass
356	sub-96	63	REM_to_Wake	26820.0	6835200	6896640	6835200	6896640	0	0	pass
357	sub-97	64	REM_to_Wake	8490.0	2142720	2204160	2142720	2204160	0	0	pass
358	sub-97	64	REM_to_Wake	23220.0	5913600	5975040	5913600	5975040	0	0	pass
359	sub-97	64	REM_to_Wake	27180.0	6927360	6988800	6927360	6988800	0	0	pass
360	sub-97	64	Wake_to_REM	27390.0	6981120	7042560	6981120	7042560	0	0	pass
361	sub-97	64	REM_to_Wake	27780.0	7080960	7142400	7080960	7142400	0	0	pass
362	sub-97	64	Wake_to_REM	27810.0	7088640	7150080	7088640	7150080	0	0	pass
363	sub-97	64	Wake_to_REM	28290.0	7211520	7272960	7211520	7272960	0	0	pass
364	sub-97	64	REM_to_Wake	28350.0	7226880	7288320	7226880	7288320	0	0	pass
365	sub-98	65	REM_to_Wake	7020.0	1766400	1827840	1766400	1827840	0	0	pass
366	sub-98	65	REM_to_Wake	9570.0	2419200	2480640	2419200	2480640	0	0	pass
367	sub-98	65	Wake_to_REM	9660.0	2442240	2503680	2442240	2503680	0	0	pass
368	sub-98	65	REM_to_Wake	9870.0	2496000	2557440	2496000	2557440	0	0	pass
369	sub-98	65	Wake_to_REM	9900.0	2503680	2565120	2503680	2565120	0	0	pass
370	sub-98	65	REM_to_Wake	10920.0	2764800	2826240	2764800	2826240	0	0	pass
371	sub-98	65	REM_to_Wake	16020.0	4070400	4131840	4070400	4131840	0	0	pass
372	sub-98	65	REM_to_Wake	19080.0	4853760	4915200	4853760	4915200	0	0	pass
373	sub-98	65	Wake_to_REM	19110.0	4861440	4922880	4861440	4922880	0	0	pass
374	sub-98	65	REM_to_Wake	20070.0	5107200	5168640	5107200	5168640	0	0	pass
375	sub-98	65	Wake_to_REM	20100.0	5114880	5176320	5114880	5176320	0	0	pass
376	sub-98	65	Wake_to_REM	20430.0	5199360	5260800	5199360	5260800	0	0	pass
377	sub-100	67	REM_to_Wake	16470.0	4185600	4247040	4185600	4247040	0	0	pass
378	sub-100	67	REM_to_Wake	23790.0	6059520	6120960	6059520	6120960	0	0	pass
379	sub-100	67	Wake_to_REM	23820.0	6067200	6128640	6067200	6128640	0	0	pass
380	sub-100	67	REM_to_Wake	23940.0	6097920	6159360	6097920	6159360	0	0	pass
381	sub-100	67	REM_to_Wake	27600.0	7034880	7096320	7034880	7096320	0	0	pass
382	sub-100	67	Wake_to_REM	27630.0	7042560	7104000	7042560	7104000	0	0	pass
383	sub-100	67	REM_to_Wake	27990.0	7134720	7196160	7134720	7196160	0	0	pass
384	sub-101	68	REM_to_Wake	8460.0	2135040	2196480	2135040	2196480	0	0	pass
385	sub-101	68	Wake_to_REM	8490.0	2142720	2204160	2142720	2204160	0	0	pass
386	sub-101	68	REM_to_Wake	8610.0	2173440	2234880	2173440	2234880	0	0	pass
387	sub-101	68	Wake_to_REM	8670.0	2188800	2250240	2188800	2250240	0	0	pass
388	sub-101	68	REM_to_Wake	8790.0	2219520	2280960	2219520	2280960	0	0	pass
389	sub-101	68	REM_to_Wake	23820.0	6067200	6128640	6067200	6128640	0	0	pass
390	sub-101	68	Wake_to_REM	23850.0	6074880	6136320	6074880	6136320	0	0	pass
391	sub-101	68	REM_to_Wake	24960.0	6359040	6420480	6359040	6420480	0	0	pass
392	sub-102	69	REM_to_Wake	18720.0	4761600	4823040	4761600	4823040	0	0	pass
393	sub-102	69	Wake_to_REM	18750.0	4769280	4830720	4769280	4830720	0	0	pass
394	sub-102	69	REM_to_Wake	19740.0	5022720	5084160	5022720	5084160	0	0	pass
395	sub-102	69	REM_to_Wake	25620.0	6528000	6589440	6528000	6589440	0	0	pass
396	sub-104	72	REM_to_Wake	23550.0	5998080	6059520	5998080	6059520	0	0	pass
397	sub-104	72	REM_to_Wake	24510.0	6243840	6305280	6243840	6305280	0	0	pass
398	sub-105	73	REM_to_Wake	12540.0	3179520	3240960	3179520	3240960	0	0	pass
399	sub-105	73	REM_to_Wake	17310.0	4400640	4462080	4400640	4462080	0	0	pass
400	sub-105	73	REM_to_Wake	26760.0	6819840	6881280	6819840	6881280	0	0	pass
401	sub-106	74	Wake_to_REM	19500.0	4961280	5022720	4961280	5022720	0	0	pass
402	sub-106	74	REM_to_Wake	24900.0	6343680	6405120	6343680	6405120	0	0	pass
403	sub-107	75	REM_to_Wake	19470.0	4953600	5015040	4953600	5015040	0	0	pass
404	sub-108	76	REM_to_Wake	11430.0	2895360	2956800	2895360	2956800	0	0	pass
405	sub-108	76	REM_to_Wake	28110.0	7165440	7226880	7165440	7226880	0	0	pass
406	sub-108	76	Wake_to_REM	29220.0	7449600	7511040	7449600	7511040	0	0	pass
407	sub-109	96	REM_to_Wake	5940.0	1489920	1551360	1489920	1551360	0	0	pass
408	sub-109	96	REM_to_Wake	6240.0	1566720	1628160	1566720	1628160	0	0	pass
409	sub-109	96	Wake_to_REM	6270.0	1574400	1635840	1574400	1635840	0	0	pass
410	sub-109	96	REM_to_Wake	6960.0	1751040	1812480	1751040	1812480	0	0	pass
411	sub-109	96	REM_to_Wake	12300.0	3118080	3179520	3118080	3179520	0	0	pass
412	sub-109	96	REM_to_Wake	23700.0	6036480	6097920	6036480	6097920	0	0	pass
413	sub-110	96	REM_to_Wake	6840.0	1720320	1781760	1720320	1781760	0	0	pass
414	sub-110	96	REM_to_Wake	13200.0	3348480	3409920	3348480	3409920	0	0	pass
415	sub-110	96	REM_to_Wake	19710.0	5015040	5076480	5015040	5076480	0	0	pass
416	sub-110	96	REM_to_Wake	25680.0	6543360	6604800	6543360	6604800	0	0	pass
417	sub-111	96	REM_to_Wake	4320.0	1075200	1136640	1075200	1136640	0	0	pass
418	sub-111	96	Wake_to_REM	4350.0	1082880	1144320	1082880	1144320	0	0	pass
419	sub-111	96	REM_to_Wake	4470.0	1113600	1175040	1113600	1175040	0	0	pass
420	sub-111	96	REM_to_Wake	9960.0	2519040	2580480	2519040	2580480	0	0	pass
421	sub-111	96	REM_to_Wake	20310.0	5168640	5230080	5168640	5230080	0	0	pass
422	sub-111	96	REM_to_Wake	25800.0	6574080	6635520	6574080	6635520	0	0	pass
423	sub-112	97	REM_to_Wake	12180.0	3087360	3148800	3087360	3148800	0	0	pass
424	sub-112	97	REM_to_Wake	20400.0	5191680	5253120	5191680	5253120	0	0	pass
425	sub-112	97	Wake_to_REM	20460.0	5207040	5268480	5207040	5268480	0	0	pass
426	sub-112	97	REM_to_Wake	21270.0	5414400	5475840	5414400	5475840	0	0	pass
427	sub-113	97	REM_to_Wake	26040.0	6635520	6696960	6635520	6696960	0	0	pass
428	sub-113	97	Wake_to_REM	26130.0	6658560	6720000	6658560	6720000	0	0	pass
429	sub-113	97	REM_to_Wake	26220.0	6681600	6743040	6681600	6743040	0	0	pass
430	sub-114	97	REM_to_Wake	24120.0	6144000	6205440	6144000	6205440	0	0	pass
431	sub-115	98	REM_to_Wake	8580.0	2165760	2227200	2165760	2227200	0	0	pass
432	sub-116	98	REM_to_Wake	8760.0	2211840	2273280	2211840	2273280	0	0	pass
433	sub-116	98	REM_to_Wake	17070.0	4339200	4400640	4339200	4400640	0	0	pass
434	sub-116	98	Wake_to_REM	17100.0	4346880	4408320	4346880	4408320	0	0	pass
435	sub-117	98	REM_to_Wake	8280.0	2088960	2150400	2088960	2150400	0	0	pass
436	sub-117	98	Wake_to_REM	8310.0	2096640	2158080	2096640	2158080	0	0	pass
437	sub-117	98	REM_to_Wake	8850.0	2234880	2296320	2234880	2296320	0	0	pass
438	sub-117	98	Wake_to_REM	8880.0	2242560	2304000	2242560	2304000	0	0	pass
439	sub-117	98	REM_to_Wake	9180.0	2319360	2380800	2319360	2380800	0	0	pass
440	sub-117	98	Wake_to_REM	9210.0	2327040	2388480	2327040	2388480	0	0	pass
441	sub-117	98	REM_to_Wake	9480.0	2396160	2457600	2396160	2457600	0	0	pass
442	sub-117	98	REM_to_Wake	20640.0	5253120	5314560	5253120	5314560	0	0	pass
443	sub-118	99	REM_to_Wake	5160.0	1290240	1351680	1290240	1351680	0	0	pass
444	sub-118	99	Wake_to_REM	5190.0	1297920	1359360	1297920	1359360	0	0	pass
445	sub-118	99	REM_to_Wake	19080.0	4853760	4915200	4853760	4915200	0	0	pass
446	sub-119	99	REM_to_Wake	4980.0	1244160	1305600	1244160	1305600	0	0	pass
447	sub-119	99	REM_to_Wake	6510.0	1635840	1697280	1635840	1697280	0	0	pass
448	sub-119	99	REM_to_Wake	19350.0	4922880	4984320	4922880	4984320	0	0	pass
449	sub-120	99	REM_to_Wake	6660.0	1674240	1735680	1674240	1735680	0	0	pass
450	sub-120	99	Wake_to_REM	6690.0	1681920	1743360	1681920	1743360	0	0	pass
451	sub-120	99	REM_to_Wake	13830.0	3509760	3571200	3509760	3571200	0	0	pass
452	sub-120	99	Wake_to_REM	13860.0	3517440	3578880	3517440	3578880	0	0	pass
453	sub-120	99	REM_to_Wake	23580.0	6005760	6059776	6005760	6059776	0	0	pass
454	sub-121	100	REM_to_Wake	22590.0	5752320	5813760	5752320	5813760	0	0	pass
455	sub-123	102	REM_to_Wake	15630.0	3970560	4032000	3970560	4032000	0	0	pass
456	sub-123	102	REM_to_Wake	19980.0	5084160	5145600	5084160	5145600	0	0	pass
457	sub-123	102	Wake_to_REM	20010.0	5091840	5153280	5091840	5153280	0	0	pass
458	sub-124	15	REM_to_Wake	14640.0	3717120	3778560	3717120	3778560	0	0	pass
459	sub-124	15	REM_to_Wake	25770.0	6566400	6627840	6566400	6627840	0	0	pass
460	sub-124	15	Wake_to_REM	25800.0	6574080	6635520	6574080	6635520	0	0	pass
461	sub-124	15	REM_to_Wake	26220.0	6681600	6743040	6681600	6743040	0	0	pass
462	sub-124	15	Wake_to_REM	26250.0	6689280	6750720	6689280	6750720	0	0	pass
463	sub-124	15	REM_to_Wake	26550.0	6766080	6827520	6766080	6827520	0	0	pass
464	sub-125	104	REM_to_Wake	13200.0	3348480	3409920	3348480	3409920	0	0	pass
465	sub-125	104	REM_to_Wake	18480.0	4700160	4761600	4700160	4761600	0	0	pass
466	sub-125	104	REM_to_Wake	23760.0	6051840	6113280	6051840	6113280	0	0	pass
467	sub-126	106	REM_to_Wake	9540.0	2411520	2472960	2411520	2472960	0	0	pass
468	sub-126	106	REM_to_Wake	19740.0	5022720	5084160	5022720	5084160	0	0	pass
469	sub-126	106	REM_to_Wake	20040.0	5099520	5160960	5099520	5160960	0	0	pass
470	sub-126	106	REM_to_Wake	23460.0	5975040	6036480	5975040	6036480	0	0	pass
471	sub-126	106	Wake_to_REM	23490.0	5982720	6044160	5982720	6044160	0	0	pass
472	sub-126	106	REM_to_Wake	23970.0	6105600	6167040	6105600	6167040	0	0	pass
473	sub-126	106	Wake_to_REM	24000.0	6113280	6174720	6113280	6174720	0	0	pass
474	sub-126	106	REM_to_Wake	24030.0	6120960	6182400	6120960	6182400	0	0	pass
475	sub-127	107	REM_to_Wake	24660.0	6282240	6343680	6282240	6343680	0	0	pass
476	sub-128	108	REM_to_Wake	16290.0	4139520	4200960	4139520	4200960	0	0	pass
