subject	pid	window_id	window_center_sec	signal_pair	availability	best_lag_samples	best_lag_sec	best_signed_corr	best_abs_corr	usable_for_alignment
sub-66	82	2	9733.8	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.4255636028459222	0.4255636028459222	True
sub-66	82	3	16223.0	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.48428239347288127	0.48428239347288127	True
sub-66	82	4	22712.199999999997	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.4627974063018358	0.4627974063018358	True
sub-66	82	5	29201.4	HB_PULSE_vs_PSG_PULSE	available	8	0.25	0.7955584243253166	0.7955584243253166	True
sub-67	32	1	2773.7000000000003	HB_PULSE_vs_PSG_PULSE	available	30	0.9375	-0.21622360796567916	0.21622360796567916	True
sub-67	32	2	8321.1	HB_PULSE_vs_PSG_PULSE	available	31	0.96875	-0.22602256323397504	0.22602256323397504	True
sub-67	32	3	13868.5	HB_PULSE_vs_PSG_PULSE	available	-19	-0.59375	0.29332745287745604	0.29332745287745604	True
sub-67	32	4	19415.899999999998	HB_PULSE_vs_PSG_PULSE	available	52	1.625	0.2556631240288447	0.2556631240288447	True
sub-67	32	5	24963.3	HB_PULSE_vs_PSG_PULSE	available	6	0.1875	-0.2336653158087148	0.2336653158087148	True
sub-68	33	1	2612.2000000000003	HB_PULSE_vs_PSG_PULSE	available	-2	-0.0625	-0.276323561872964	0.276323561872964	True
sub-68	33	2	7836.599999999999	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.5098393449648827	0.5098393449648827	True
sub-68	33	3	13061.0	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.4662448385355872	0.4662448385355872	True
sub-68	33	4	18285.399999999998	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.46953628257097896	0.46953628257097896	True
sub-68	33	5	23509.8	HB_PULSE_vs_PSG_PULSE	available	7	0.21875	0.613418361056137	0.613418361056137	True
sub-69	34	1	3011.6000000000004	HB_PULSE_vs_PSG_PULSE	available	-4	-0.125	-0.29097256658765425	0.29097256658765425	True
sub-69	34	2	9034.8	HB_PULSE_vs_PSG_PULSE	available	60	1.875	0.03935079519791819	0.03935079519791819	False
sub-69	34	3	15058.0	HB_PULSE_vs_PSG_PULSE	available	-166	-5.1875	-0.03233129625609269	0.03233129625609269	False
sub-69	34	4	21081.199999999997	HB_PULSE_vs_PSG_PULSE	available	4	0.125	0.04891488504552083	0.04891488504552083	False
sub-69	34	5	27104.4	HB_PULSE_vs_PSG_PULSE	available	-165	-5.15625	-0.06475142081951271	0.06475142081951271	False
sub-70	35	1	2669.2000000000003	HB_PULSE_vs_PSG_PULSE	available	46	1.4375	0.14626114319762543	0.14626114319762543	False
sub-70	35	2	8007.599999999999	HB_PULSE_vs_PSG_PULSE	available	16	0.5	0.34220224108576586	0.34220224108576586	True
sub-70	35	3	13346.0	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.6423850729547171	0.6423850729547171	True
sub-70	35	4	18684.399999999998	HB_PULSE_vs_PSG_PULSE	available	32	1.0	-0.4811396935262333	0.4811396935262333	True
sub-70	35	5	24022.8	HB_PULSE_vs_PSG_PULSE	available	33	1.03125	-0.19952301838818584	0.19952301838818584	False
sub-71	36	1	3342.5	HB_PULSE_vs_PSG_PULSE	available	-3	-0.09375	-0.4540272579204135	0.4540272579204135	True
sub-71	36	2	10027.5	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.7181071162181258	0.7181071162181258	True
sub-71	36	3	16712.5	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.3542994786648922	0.3542994786648922	True
sub-71	36	4	23397.5	HB_PULSE_vs_PSG_PULSE	available	15	0.46875	0.7906537158408283	0.7906537158408283	True
sub-71	36	5	30082.5	HB_PULSE_vs_PSG_PULSE	available	1	0.03125	-0.3363665582963084	0.3363665582963084	True
sub-72	37	1	2898.5	HB_PULSE_vs_PSG_PULSE	available	-2	-0.0625	-0.7703117970585702	0.7703117970585702	True
sub-72	37	2	8695.5	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.7271893430520667	0.7271893430520667	True
sub-72	37	3	14492.5	HB_PULSE_vs_PSG_PULSE	available	14	0.4375	0.7349215061302589	0.7349215061302589	True
sub-72	37	4	20289.5	HB_PULSE_vs_PSG_PULSE	available	2	0.0625	-0.6425436080310282	0.6425436080310282	True
sub-72	37	5	26086.5	HB_PULSE_vs_PSG_PULSE	available	3	0.09375	-0.37277514058454275	0.37277514058454275	True
sub-73	38	1	2595.6000000000004	HB_PULSE_vs_PSG_PULSE	available	26	0.8125	-0.4977522144861264	0.4977522144861264	True
sub-73	38	2	7786.799999999999	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.40645559971727974	0.40645559971727974	True
sub-73	38	3	12978.0	HB_PULSE_vs_PSG_PULSE	available	139	4.34375	0.27218978281863054	0.27218978281863054	True
sub-73	38	4	18169.199999999997	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.5793181545778905	0.5793181545778905	True
sub-73	38	5	23360.4	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.2164666427542689	0.2164666427542689	True
sub-74	39	1	2907.5	HB_PULSE_vs_PSG_PULSE	available	-2	-0.0625	-0.23589874878602515	0.23589874878602515	True
sub-74	39	2	8722.5	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.5399964755674652	0.5399964755674652	True
sub-74	39	3	14537.5	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.2407637564884647	0.2407637564884647	True
sub-74	39	4	20352.5	HB_PULSE_vs_PSG_PULSE	available	34	1.0625	-0.2858059231343211	0.2858059231343211	True
sub-74	39	5	26167.5	HB_PULSE_vs_PSG_PULSE	available	15	0.46875	0.5420105996328702	0.5420105996328702	True
sub-75	40	1	2591.4	HB_PULSE_vs_PSG_PULSE	available	-2	-0.0625	-0.1890424464297912	0.1890424464297912	False
sub-75	40	2	7774.2	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.23852528236939702	0.23852528236939702	True
sub-75	40	3	12957.0	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.2345999588561503	0.2345999588561503	True
sub-75	40	4	18139.8	HB_PULSE_vs_PSG_PULSE	available	14	0.4375	0.3293876241231129	0.3293876241231129	True
sub-75	40	5	23322.600000000002	HB_PULSE_vs_PSG_PULSE	available	64	2.0	-0.32016898556511186	0.32016898556511186	True
sub-76	41	1	3144.5	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.7545879966017539	0.7545879966017539	True
sub-76	41	2	9433.5	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.8462542008517611	0.8462542008517611	True
sub-76	41	3	15722.5	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.3155946581665819	0.3155946581665819	True
sub-76	41	4	22011.5	HB_PULSE_vs_PSG_PULSE	available	44	1.375	0.41979227897830945	0.41979227897830945	True
sub-76	41	5	28300.5	HB_PULSE_vs_PSG_PULSE	available	5	0.15625	-0.6488686218223053	0.6488686218223053	True
sub-77	42	1	3235.1000000000004	HB_PULSE_vs_PSG_PULSE	available	57	1.78125	0.20067384651723227	0.20067384651723227	True
sub-77	42	2	9705.3	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.4387272611569705	0.4387272611569705	True
sub-77	42	3	16175.5	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.8484052409067084	0.8484052409067084	True
sub-77	42	4	22645.699999999997	HB_PULSE_vs_PSG_PULSE	available	16	0.5	0.7673915154961861	0.7673915154961861	True
sub-77	42	5	29115.9	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-78	43	1	2642.7000000000003	HB_PULSE_vs_PSG_PULSE	available	7	0.21875	0.07772124974428504	0.07772124974428504	False
sub-78	43	2	7928.099999999999	HB_PULSE_vs_PSG_PULSE	available	-32	-1.0	-0.12520959614438867	0.12520959614438867	False
sub-78	43	3	13213.5	HB_PULSE_vs_PSG_PULSE	available	-2	-0.0625	-0.6029840761239157	0.6029840761239157	True
sub-78	43	4	18498.899999999998	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.24523269082760207	0.24523269082760207	True
sub-78	43	5	23784.3	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.1641824790651143	0.1641824790651143	False
sub-79	44	1	3102.2000000000003	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-79	44	2	9306.6	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-79	44	3	15511.0	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-79	44	4	21715.399999999998	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-79	44	5	27919.8	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-80	45	1	2462.6000000000004	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-80	45	2	7387.799999999999	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-80	45	3	12313.0	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-80	45	4	17238.199999999997	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-80	45	5	22163.4	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-81	46	1	2717.1000000000004	HB_PULSE_vs_PSG_PULSE	available	-3	-0.09375	-0.3098445908669621	0.3098445908669621	True
sub-81	46	2	8151.299999999999	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.48340503073107355	0.48340503073107355	True
sub-81	46	3	13585.5	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.32403326737695803	0.32403326737695803	True
sub-81	46	4	19019.699999999997	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.5660650691981641	0.5660650691981641	True
sub-81	46	5	24453.9	HB_PULSE_vs_PSG_PULSE	available	14	0.4375	0.7135006911788009	0.7135006911788009	True
sub-82	48	1	2666.3	HB_PULSE_vs_PSG_PULSE	available	-32	-1.0	-0.31037793941404784	0.31037793941404784	True
sub-82	48	2	7998.9	HB_PULSE_vs_PSG_PULSE	available	28	0.875	-0.3218548860550832	0.3218548860550832	True
sub-82	48	3	13331.5	HB_PULSE_vs_PSG_PULSE	available	-80	-2.5	0.09027578738145033	0.09027578738145033	False
sub-82	48	4	18664.1	HB_PULSE_vs_PSG_PULSE	available	-1	-0.03125	-0.05915573215327414	0.05915573215327414	False
sub-82	48	5	23996.7	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.3777957870342444	0.3777957870342444	True
sub-83	50	1	2733.9	HB_PULSE_vs_PSG_PULSE	available	-3	-0.09375	-0.40683064931527096	0.40683064931527096	True
sub-83	50	2	8201.699999999999	HB_PULSE_vs_PSG_PULSE	available	-1	-0.03125	-0.32032512172318167	0.32032512172318167	True
sub-83	50	3	13669.5	HB_PULSE_vs_PSG_PULSE	available	1	0.03125	-0.6176168939872289	0.6176168939872289	True
sub-83	50	4	19137.3	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.6872749669298432	0.6872749669298432	True
sub-83	50	5	24605.100000000002	HB_PULSE_vs_PSG_PULSE	available	-17	-0.53125	0.17201039188771355	0.17201039188771355	False
sub-84	51	1	3053.3	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.23260982036581415	0.23260982036581415	True
sub-84	51	2	9159.9	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.16689466193520666	0.16689466193520666	False
sub-84	51	3	15266.5	HB_PULSE_vs_PSG_PULSE	available	186	5.8125	-0.06854897003558635	0.06854897003558635	False
sub-84	51	4	21373.1	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.8434741647280272	0.8434741647280272	True
sub-84	51	5	27479.7	HB_PULSE_vs_PSG_PULSE	available	34	1.0625	-0.12366085989022073	0.12366085989022073	False
sub-85	52	1	3244.4	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.4949052874495389	0.4949052874495389	True
sub-85	52	2	9733.199999999999	HB_PULSE_vs_PSG_PULSE	available	-1	-0.03125	-0.23993679945010515	0.23993679945010515	True
sub-85	52	3	16222.0	HB_PULSE_vs_PSG_PULSE	available	-27	-0.84375	0.5846488488804789	0.5846488488804789	True
sub-85	52	4	22710.8	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.4946407880946942	0.4946407880946942	True
sub-85	52	5	29199.600000000002	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.6293813979615391	0.6293813979615391	True
sub-86	53	1	2833.7000000000003	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.33288451809084507	0.33288451809084507	True
sub-86	53	2	8501.1	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.11020393284816106	0.11020393284816106	False
sub-86	53	3	14168.5	HB_PULSE_vs_PSG_PULSE	available	-1	-0.03125	-0.2605837098933552	0.2605837098933552	True
sub-86	53	4	19835.899999999998	HB_PULSE_vs_PSG_PULSE	available	17	0.53125	-0.13419966497667857	0.13419966497667857	False
sub-86	53	5	25503.3	HB_PULSE_vs_PSG_PULSE	available	1	0.03125	-0.06915830254594546	0.06915830254594546	False
sub-87	54	1	2873.9	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.7523739094970145	0.7523739094970145	True
sub-87	54	2	8621.699999999999	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.6630153545871851	0.6630153545871851	True
sub-87	54	3	14369.5	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.20509850686312547	0.20509850686312547	True
sub-87	54	4	20117.3	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.6072907330015218	0.6072907330015218	True
sub-87	54	5	25865.100000000002	HB_PULSE_vs_PSG_PULSE	available	3	0.09375	-0.04721732126059928	0.04721732126059928	False
sub-88	55	1	2691.5	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.23843653590906147	0.23843653590906147	True
sub-88	55	2	8074.5	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.07620725745304953	0.07620725745304953	False
sub-88	55	3	13457.5	HB_PULSE_vs_PSG_PULSE	available	1	0.03125	-0.1483520969698554	0.1483520969698554	False
sub-88	55	4	18840.5	HB_PULSE_vs_PSG_PULSE	available	34	1.0625	-0.07269455718023404	0.07269455718023404	False
sub-88	55	5	24223.5	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-89	56	1	2924.1000000000004	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.4190726948069475	0.4190726948069475	True
sub-89	56	2	8772.3	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.5562862012079638	0.5562862012079638	True
sub-89	56	3	14620.5	HB_PULSE_vs_PSG_PULSE	available	38	1.1875	-0.23435950734392405	0.23435950734392405	True
sub-89	56	4	20468.699999999997	HB_PULSE_vs_PSG_PULSE	available	51	1.59375	0.326165393571356	0.326165393571356	True
sub-89	56	5	26316.9	HB_PULSE_vs_PSG_PULSE	available	14	0.4375	0.49685239954779215	0.49685239954779215	True
sub-90	57	1	3120.3	HB_PULSE_vs_PSG_PULSE	available	1	0.03125	-0.6656103376065337	0.6656103376065337	True
sub-90	57	2	9360.9	HB_PULSE_vs_PSG_PULSE	available	1	0.03125	-0.80786165490348	0.80786165490348	True
sub-90	57	3	15601.5	HB_PULSE_vs_PSG_PULSE	available	170	5.3125	-0.06148158521536268	0.06148158521536268	False
sub-90	57	4	21842.1	HB_PULSE_vs_PSG_PULSE	available	-3	-0.09375	-0.665173104575619	0.665173104575619	True
sub-90	57	5	28082.7	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.5441840248712718	0.5441840248712718	True
sub-91	58	1	3065.4	HB_PULSE_vs_PSG_PULSE	available	8	0.25	0.6483346673115138	0.6483346673115138	True
sub-91	58	2	9196.199999999999	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.5943186428024754	0.5943186428024754	True
sub-91	58	3	15327.0	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.51751859947604	0.51751859947604	True
sub-91	58	4	21457.8	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.7304679388849608	0.7304679388849608	True
sub-91	58	5	27588.600000000002	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.8028003638195605	0.8028003638195605	True
sub-92	59	1	2966.0	HB_PULSE_vs_PSG_PULSE	available	17	0.53125	0.2524143115258565	0.2524143115258565	True
sub-92	59	2	8898.0	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.11643752074384932	0.11643752074384932	False
sub-92	59	3	14830.0	HB_PULSE_vs_PSG_PULSE	available	-2	-0.0625	-0.13749337199730557	0.13749337199730557	False
sub-92	59	4	20762.0	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.39719158783518005	0.39719158783518005	True
sub-92	59	5	26694.0	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.14906956916598824	0.14906956916598824	False
sub-93	60	1	2636.9	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.584826823079035	0.584826823079035	True
sub-93	60	2	7910.7	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.5003454397781727	0.5003454397781727	True
sub-93	60	3	13184.5	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.4916072347980952	0.4916072347980952	True
sub-93	60	4	18458.3	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.43520389048454927	0.43520389048454927	True
sub-93	60	5	23732.100000000002	HB_PULSE_vs_PSG_PULSE	available	14	0.4375	0.5912786239158186	0.5912786239158186	True
sub-94	61	1	3015.9	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.38039045244834135	0.38039045244834135	True
sub-94	61	2	9047.699999999999	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.5161043304414755	0.5161043304414755	True
sub-94	61	3	15079.5	HB_PULSE_vs_PSG_PULSE	available	46	1.4375	0.16183491298286914	0.16183491298286914	False
sub-94	61	4	21111.3	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.2745656578270268	0.2745656578270268	True
sub-94	61	5	27143.100000000002	HB_PULSE_vs_PSG_PULSE	available	14	0.4375	0.4938041595554932	0.4938041595554932	True
sub-95	62	1	2950.2000000000003	HB_PULSE_vs_PSG_PULSE	available	-40	-1.25	0.1815775799273537	0.1815775799273537	False
sub-95	62	2	8850.6	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.42464442893962234	0.42464442893962234	True
sub-95	62	3	14751.0	HB_PULSE_vs_PSG_PULSE	available	-27	-0.84375	-0.19291511950583912	0.19291511950583912	False
sub-95	62	4	20651.399999999998	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.6515807231729932	0.6515807231729932	True
sub-95	62	5	26551.8	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.7032428620778817	0.7032428620778817	True
sub-96	63	1	2914.1000000000004	HB_PULSE_vs_PSG_PULSE	available	16	0.5	0.42036911171229807	0.42036911171229807	True
sub-96	63	2	8742.3	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.7105921804187826	0.7105921804187826	True
sub-96	63	3	14570.5	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.5874901626813659	0.5874901626813659	True
sub-96	63	4	20398.699999999997	HB_PULSE_vs_PSG_PULSE	available	-2	-0.0625	-0.6639932317648468	0.6639932317648468	True
sub-96	63	5	26226.9	HB_PULSE_vs_PSG_PULSE	available	-21	-0.65625	0.05610558639805542	0.05610558639805542	False
sub-97	64	1	3255.4	HB_PULSE_vs_PSG_PULSE	available	-4	-0.125	-0.05762367947781103	0.05762367947781103	False
sub-97	64	2	9766.199999999999	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.6462578286252472	0.6462578286252472	True
sub-97	64	3	16277.0	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.17828599645922574	0.17828599645922574	False
sub-97	64	4	22787.8	HB_PULSE_vs_PSG_PULSE	available	1	0.03125	-0.25290344598716247	0.25290344598716247	True
sub-97	64	5	29298.600000000002	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.6170074503009937	0.6170074503009937	True
sub-98	65	1	2703.2000000000003	HB_PULSE_vs_PSG_PULSE	available	-23	-0.71875	0.5852566808020632	0.5852566808020632	True
sub-98	65	2	8109.599999999999	HB_PULSE_vs_PSG_PULSE	available	-22	-0.6875	0.5763936386601325	0.5763936386601325	True
sub-98	65	3	13516.0	HB_PULSE_vs_PSG_PULSE	available	-21	-0.65625	0.47743333967819934	0.47743333967819934	True
sub-98	65	4	18922.399999999998	HB_PULSE_vs_PSG_PULSE	available	-21	-0.65625	0.2588770686933912	0.2588770686933912	True
sub-98	65	5	24328.8	HB_PULSE_vs_PSG_PULSE	available	-34	-1.0625	-0.17828197654122271	0.17828197654122271	False
sub-99	66	1	3206.4	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.6356826511365803	0.6356826511365803	True
sub-99	66	2	9619.199999999999	HB_PULSE_vs_PSG_PULSE	available	-17	-0.53125	0.6312535719249923	0.6312535719249923	True
sub-99	66	3	16032.0	HB_PULSE_vs_PSG_PULSE	available	14	0.4375	0.7993367081863259	0.7993367081863259	True
sub-99	66	4	22444.8	HB_PULSE_vs_PSG_PULSE	available	-66	-2.0625	-0.09179702983374323	0.09179702983374323	False
sub-99	66	5	28857.600000000002	HB_PULSE_vs_PSG_PULSE	available	163	5.09375	0.19864206453017455	0.19864206453017455	False
sub-100	67	1	2989.8	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.19050711457032388	0.19050711457032388	False
sub-100	67	2	8969.4	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.6226459393637627	0.6226459393637627	True
sub-100	67	3	14949.0	HB_PULSE_vs_PSG_PULSE	available	-1	-0.03125	-0.5660715112781561	0.5660715112781561	True
sub-100	67	4	20928.6	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.17482845759711604	0.17482845759711604	False
sub-100	67	5	26908.2	HB_PULSE_vs_PSG_PULSE	available	14	0.4375	0.5870631711954298	0.5870631711954298	True
sub-101	68	1	2807.1000000000004	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.7377073419183405	0.7377073419183405	True
sub-101	68	2	8421.3	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.31418680295324075	0.31418680295324075	True
sub-101	68	3	14035.5	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.4976367402573223	0.4976367402573223	True
sub-101	68	4	19649.699999999997	HB_PULSE_vs_PSG_PULSE	available	-20	-0.625	0.5415537470168089	0.5415537470168089	True
sub-101	68	5	25263.9	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.2718486645376834	0.2718486645376834	True
sub-102	69	1	2891.0	HB_PULSE_vs_PSG_PULSE	available	6	0.1875	0.3576281380142212	0.3576281380142212	True
sub-102	69	2	8673.0	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.8124618420602642	0.8124618420602642	True
sub-102	69	3	14455.0	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.19220186594510466	0.19220186594510466	False
sub-102	69	4	20237.0	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.7043620325984961	0.7043620325984961	True
sub-102	69	5	26019.0	HB_PULSE_vs_PSG_PULSE	available	14	0.4375	0.8505104925562774	0.8505104925562774	True
sub-103	71	1	2574.3	HB_PULSE_vs_PSG_PULSE	available	7	0.21875	0.36866162065132285	0.36866162065132285	True
sub-103	71	2	7722.9	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.5287397732295455	0.5287397732295455	True
sub-103	71	3	12871.5	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.47168203043726914	0.47168203043726914	True
sub-103	71	4	18020.1	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.2743887137398488	0.2743887137398488	True
sub-103	71	5	23168.7	HB_PULSE_vs_PSG_PULSE	available	14	0.4375	0.34414515797402956	0.34414515797402956	True
sub-104	72	1	2517.0	HB_PULSE_vs_PSG_PULSE	available	8	0.25	0.5162679491596103	0.5162679491596103	True
sub-104	72	2	7551.0	HB_PULSE_vs_PSG_PULSE	available	8	0.25	0.7643209521200963	0.7643209521200963	True
sub-104	72	3	12585.0	HB_PULSE_vs_PSG_PULSE	available	8	0.25	0.5617722749218101	0.5617722749218101	True
sub-104	72	4	17619.0	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.4948393072137533	0.4948393072137533	True
sub-104	72	5	22653.0	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.7135536069495506	0.7135536069495506	True
sub-105	73	1	2919.6000000000004	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.3353879401363246	0.3353879401363246	True
sub-105	73	2	8758.8	HB_PULSE_vs_PSG_PULSE	available	30	0.9375	-0.6480865839608113	0.6480865839608113	True
sub-105	73	3	14598.0	HB_PULSE_vs_PSG_PULSE	available	31	0.96875	-0.5746684264051887	0.5746684264051887	True
sub-105	73	4	20437.199999999997	HB_PULSE_vs_PSG_PULSE	available	15	0.46875	0.5937671989776513	0.5937671989776513	True
sub-105	73	5	26276.4	HB_PULSE_vs_PSG_PULSE	available	15	0.46875	0.2770902636811617	0.2770902636811617	True
sub-106	74	1	2635.9	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.3352430100646409	0.3352430100646409	True
sub-106	74	2	7907.7	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.6966589621184631	0.6966589621184631	True
sub-106	74	3	13179.5	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.718484842208463	0.718484842208463	True
sub-106	74	4	18451.3	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.6672718871743414	0.6672718871743414	True
sub-106	74	5	23723.100000000002	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.40701074913762747	0.40701074913762747	True
sub-107	75	1	2857.7000000000003	HB_PULSE_vs_PSG_PULSE	available	8	0.25	0.5267338806833513	0.5267338806833513	True
sub-107	75	2	8573.1	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.28086577283574693	0.28086577283574693	True
sub-107	75	3	14288.5	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.48127217901169395	0.48127217901169395	True
sub-107	75	4	20003.899999999998	HB_PULSE_vs_PSG_PULSE	available	15	0.46875	0.5154985177432885	0.5154985177432885	True
sub-107	75	5	25719.3	HB_PULSE_vs_PSG_PULSE	available	16	0.5	0.42961314136602324	0.42961314136602324	True
sub-108	76	1	3003.3	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.16241912114067822	0.16241912114067822	False
sub-108	76	2	9009.9	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.12086283970289893	0.12086283970289893	False
sub-108	76	3	15016.5	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	-0.26359718230505436	0.26359718230505436	True
sub-108	76	4	21023.1	HB_PULSE_vs_PSG_PULSE	available	-4	-0.125	0.22443049444419716	0.22443049444419716	True
sub-108	76	5	27029.7	HB_PULSE_vs_PSG_PULSE	available	1	0.03125	-0.28402835877146526	0.28402835877146526	True
sub-109	96	1	2530.9	HB_PULSE_vs_PSG_PULSE	available	15	0.46875	0.8469415517537119	0.8469415517537119	True
sub-109	96	2	7592.7	HB_PULSE_vs_PSG_PULSE	available	-2	-0.0625	-0.8695743546122618	0.8695743546122618	True
sub-109	96	3	12654.5	HB_PULSE_vs_PSG_PULSE	available	-2	-0.0625	-0.5863761649801076	0.5863761649801076	True
sub-109	96	4	17716.3	HB_PULSE_vs_PSG_PULSE	available	14	0.4375	0.33940055362852484	0.33940055362852484	True
