analysis	tolerance_sec	recordings	pid	reference_events	predicted_events	true_positive	false_positive	false_negative	ignored_predictions	supported_hours	precision	recall	f1	false_alarms_per_hour	median_absolute_error_sec	maximum_absolute_error_sec
frozen_predictions_timing_diagnostic	15.0	82	64	180	216	32	177	148	7	629.4916666666667	0.15311004784688995	0.17777777777777778	0.16452442159383032	0.28117925839632507	0.0	0.0
frozen_predictions_timing_diagnostic	45.0	82	64	180	216	41	167	139	8	629.4916666666667	0.1971153846153846	0.22777777777777777	0.211340206185567	0.2652934245886231	0.0	30.0
frozen_predictions_timing_diagnostic	75.0	82	64	180	216	41	166	139	9	629.4916666666667	0.19806763285024154	0.22777777777777777	0.21188630490956073	0.26370484120785287	0.0	30.0
frozen_predictions_timing_diagnostic	105.0	82	64	180	216	42	165	138	9	629.4916666666667	0.2028985507246377	0.23333333333333334	0.21705426356589147	0.2621162578270827	0.0	90.0
frozen_predictions_timing_diagnostic	135.0	82	64	180	216	42	165	138	9	629.4916666666667	0.2028985507246377	0.23333333333333334	0.21705426356589147	0.2621162578270827	0.0	90.0
