dataset	snapshot	subject	acquisition	relative_path	expected_bytes	local_bytes	partial_bytes	bytes_changed_this_run	status
ds005555	1.1.1	sub-96	headband	sub-96/eeg/sub-96_task-Sleep_acq-headband_eeg.edf	134284288	134284288	0	134284288	downloaded
ds005555	1.1.1	sub-96	psg	sub-96/eeg/sub-96_task-Sleep_acq-psg_eeg.edf	164125184	164125184	0	164125184	downloaded
ds005555	1.1.1	sub-97	headband	sub-97/eeg/sub-97_task-Sleep_acq-headband_eeg.edf	150011392	150011392	0	150011392	downloaded
ds005555	1.1.1	sub-97	psg	sub-97/eeg/sub-97_task-Sleep_acq-psg_eeg.edf	183347200	183347200	0	183347200	downloaded
ds005555	1.1.1	sub-98	headband	sub-98/eeg/sub-98_task-Sleep_acq-headband_eeg.edf	124566016	124566016	0	124566016	downloaded
ds005555	1.1.1	sub-98	psg	sub-98/eeg/sub-98_task-Sleep_acq-psg_eeg.edf	152247296	152247296	0	152247296	downloaded
ds005555	1.1.1	sub-99	headband	sub-99/eeg/sub-99_task-Sleep_acq-headband_eeg.edf	147753472	147753472	0	147753472	downloaded
ds005555	1.1.1	sub-99	psg	sub-99/eeg/sub-99_task-Sleep_acq-psg_eeg.edf	180587520	180587520	0	180587520	downloaded
ds005555	1.1.1	sub-100	headband	sub-100/eeg/sub-100_task-Sleep_acq-headband_eeg.edf	137772544	137772544	0	137772544	downloaded
ds005555	1.1.1	sub-100	psg	sub-100/eeg/sub-100_task-Sleep_acq-psg_eeg.edf	168388608	168388608	0	168388608	downloaded
ds005555	1.1.1	sub-101	headband	sub-101/eeg/sub-101_task-Sleep_acq-headband_eeg.edf	129353728	129353728	0	129353728	downloaded
ds005555	1.1.1	sub-101	psg	sub-101/eeg/sub-101_task-Sleep_acq-psg_eeg.edf	158098944	158098944	0	158098944	downloaded
ds005555	1.1.1	sub-102	headband	sub-102/eeg/sub-102_task-Sleep_acq-headband_eeg.edf	133219840	133219840	0	133219840	downloaded
ds005555	1.1.1	sub-102	psg	sub-102/eeg/sub-102_task-Sleep_acq-psg_eeg.edf	162824192	162824192	0	162824192	downloaded
ds005555	1.1.1	sub-103	headband	sub-103/eeg/sub-103_task-Sleep_acq-headband_eeg.edf	118626304	118626304	0	118626304	downloaded
ds005555	1.1.1	sub-103	psg	sub-103/eeg/sub-103_task-Sleep_acq-psg_eeg.edf	210891008	210891008	0	210891008	downloaded
ds005555	1.1.1	sub-104	headband	sub-104/eeg/sub-104_task-Sleep_acq-headband_eeg.edf	115985920	115985920	0	115985920	downloaded
ds005555	1.1.1	sub-104	psg	sub-104/eeg/sub-104_task-Sleep_acq-psg_eeg.edf	206196992	206196992	0	206196992	downloaded
ds005555	1.1.1	sub-105	headband	sub-105/eeg/sub-105_task-Sleep_acq-headband_eeg.edf	134537728	134537728	0	134537728	downloaded
ds005555	1.1.1	sub-105	psg	sub-105/eeg/sub-105_task-Sleep_acq-psg_eeg.edf	239177984	239177984	0	239177984	downloaded
ds005555	1.1.1	sub-106	headband	sub-106/eeg/sub-106_task-Sleep_acq-headband_eeg.edf	121464832	121464832	0	121464832	downloaded
ds005555	1.1.1	sub-106	psg	sub-106/eeg/sub-106_task-Sleep_acq-psg_eeg.edf	215937280	215937280	0	215937280	downloaded
ds005555	1.1.1	sub-107	headband	sub-107/eeg/sub-107_task-Sleep_acq-headband_eeg.edf	131685376	131685376	0	131685376	downloaded
ds005555	1.1.1	sub-107	psg	sub-107/eeg/sub-107_task-Sleep_acq-psg_eeg.edf	234107136	234107136	0	234107136	downloaded
ds005555	1.1.1	sub-108	headband	sub-108/eeg/sub-108_task-Sleep_acq-headband_eeg.edf	138394624	138394624	0	138394624	downloaded
ds005555	1.1.1	sub-108	psg	sub-108/eeg/sub-108_task-Sleep_acq-psg_eeg.edf	246034688	246034688	0	246034688	downloaded
ds005555	1.1.1	sub-109	headband	sub-109/eeg/sub-109_task-Sleep_acq-headband_eeg.edf	38875648	38875648	0	38875648	downloaded
ds005555	1.1.1	sub-109	psg	sub-109/eeg/sub-109_task-Sleep_acq-psg_eeg.edf	194377216	194377216	0	194377216	downloaded
ds005555	1.1.1	sub-110	headband	sub-110/eeg/sub-110_task-Sleep_acq-headband_eeg.edf	43944448	43944448	0	43944448	downloaded
ds005555	1.1.1	sub-110	psg	sub-110/eeg/sub-110_task-Sleep_acq-psg_eeg.edf	234369280	234369280	0	234369280	downloaded
ds005555	1.1.1	sub-111	headband	sub-111/eeg/sub-111_task-Sleep_acq-headband_eeg.edf	44311552	44311552	0	44311552	downloaded
ds005555	1.1.1	sub-111	psg	sub-111/eeg/sub-111_task-Sleep_acq-psg_eeg.edf	236327168	236327168	0	236327168	downloaded
ds005555	1.1.1	sub-112	headband	sub-112/eeg/sub-112_task-Sleep_acq-headband_eeg.edf	42370048	42370048	0	42370048	downloaded
ds005555	1.1.1	sub-112	psg	sub-112/eeg/sub-112_task-Sleep_acq-psg_eeg.edf	225972480	225972480	0	225972480	downloaded
ds005555	1.1.1	sub-113	headband	sub-113/eeg/sub-113_task-Sleep_acq-headband_eeg.edf	43188736	43188736	0	43188736	downloaded
ds005555	1.1.1	sub-113	psg	sub-113/eeg/sub-113_task-Sleep_acq-psg_eeg.edf	230338816	230338816	0	230338816	downloaded
ds005555	1.1.1	sub-114	headband	sub-114/eeg/sub-114_task-Sleep_acq-headband_eeg.edf	43028992	43028992	0	43028992	downloaded
ds005555	1.1.1	sub-114	psg	sub-114/eeg/sub-114_task-Sleep_acq-psg_eeg.edf	229486848	229486848	0	229486848	downloaded
ds005555	1.1.1	sub-115	headband	sub-115/eeg/sub-115_task-Sleep_acq-headband_eeg.edf	39549952	39549952	0	39549952	downloaded
ds005555	1.1.1	sub-115	psg	sub-115/eeg/sub-115_task-Sleep_acq-psg_eeg.edf	210931968	210931968	0	210931968	downloaded
ds005555	1.1.1	sub-116	headband	sub-116/eeg/sub-116_task-Sleep_acq-headband_eeg.edf	40250368	40250368	0	40250368	downloaded
ds005555	1.1.1	sub-116	psg	sub-116/eeg/sub-116_task-Sleep_acq-psg_eeg.edf	214667520	214667520	0	214667520	downloaded
ds005555	1.1.1	sub-117	headband	sub-117/eeg/sub-117_task-Sleep_acq-headband_eeg.edf	36556288	36556288	0	36556288	downloaded
ds005555	1.1.1	sub-117	psg	sub-117/eeg/sub-117_task-Sleep_acq-psg_eeg.edf	194965760	194965760	0	194965760	downloaded
ds005555	1.1.1	sub-118	headband	sub-118/eeg/sub-118_task-Sleep_acq-headband_eeg.edf	41204224	41204224	0	41204224	downloaded
ds005555	1.1.1	sub-118	psg	sub-118/eeg/sub-118_task-Sleep_acq-psg_eeg.edf	219754752	219754752	0	219754752	downloaded
ds005555	1.1.1	sub-119	headband	sub-119/eeg/sub-119_task-Sleep_acq-headband_eeg.edf	41413120	41413120	0	41413120	downloaded
ds005555	1.1.1	sub-119	psg	sub-119/eeg/sub-119_task-Sleep_acq-psg_eeg.edf	220868864	220868864	0	220868864	downloaded
ds005555	1.1.1	sub-120	headband	sub-120/eeg/sub-120_task-Sleep_acq-headband_eeg.edf	36359680	36359680	0	36359680	downloaded
ds005555	1.1.1	sub-120	psg	sub-120/eeg/sub-120_task-Sleep_acq-psg_eeg.edf	193917184	193917184	0	193917184	downloaded
ds005555	1.1.1	sub-121	headband	sub-121/eeg/sub-121_task-Sleep_acq-headband_eeg.edf	41167360	41167360	0	41167360	downloaded
ds005555	1.1.1	sub-121	psg	sub-121/eeg/sub-121_task-Sleep_acq-psg_eeg.edf	219558144	219558144	0	219558144	downloaded
ds005555	1.1.1	sub-122	headband	sub-122/eeg/sub-122_task-Sleep_acq-headband_eeg.edf	40370176	40370176	0	40370176	downloaded
ds005555	1.1.1	sub-122	psg	sub-122/eeg/sub-122_task-Sleep_acq-psg_eeg.edf	201849856	201849856	0	201849856	downloaded
ds005555	1.1.1	sub-123	headband	sub-123/eeg/sub-123_task-Sleep_acq-headband_eeg.edf	40534528	40534528	0	40534528	downloaded
ds005555	1.1.1	sub-123	psg	sub-123/eeg/sub-123_task-Sleep_acq-psg_eeg.edf	202671616	202671616	0	202671616	downloaded
ds005555	1.1.1	sub-124	headband	sub-124/eeg/sub-124_task-Sleep_acq-headband_eeg.edf	122907136	122907136	0	122907136	downloaded
ds005555	1.1.1	sub-124	psg	sub-124/eeg/sub-124_task-Sleep_acq-psg_eeg.edf	204845056	204845056	0	204845056	downloaded
ds005555	1.1.1	sub-125	headband	sub-125/eeg/sub-125_task-Sleep_acq-headband_eeg.edf	135159808	135159808	0	135159808	downloaded
ds005555	1.1.1	sub-125	psg	sub-125/eeg/sub-125_task-Sleep_acq-psg_eeg.edf	240283904	240283904	0	240283904	downloaded
ds005555	1.1.1	sub-126	headband	sub-126/eeg/sub-126_task-Sleep_acq-headband_eeg.edf	40136704	40136704	0	40136704	downloaded
ds005555	1.1.1	sub-126	psg	sub-126/eeg/sub-126_task-Sleep_acq-psg_eeg.edf	120409600	120409600	0	120409600	downloaded
ds005555	1.1.1	sub-127	headband	sub-127/eeg/sub-127_task-Sleep_acq-headband_eeg.edf	38348800	38348800	0	38348800	downloaded
ds005555	1.1.1	sub-127	psg	sub-127/eeg/sub-127_task-Sleep_acq-psg_eeg.edf	191742976	191742976	0	191742976	downloaded
ds005555	1.1.1	sub-128	headband	sub-128/eeg/sub-128_task-Sleep_acq-headband_eeg.edf	37860352	37860352	0	37860352	downloaded
ds005555	1.1.1	sub-128	psg	sub-128/eeg/sub-128_task-Sleep_acq-psg_eeg.edf	113580544	113580544	0	113580544	downloaded
