fit	fold	epoch	mean_batch_loss	maximum_preclip_gradient_norm
LC-1_fold_1	1	48	0.11840365123417643	4.582031726837158
LC-1_fold_1	1	49	0.14750934971703422	4.411026954650879
LC-1_fold_1	1	50	0.12281416749788655	5.255224704742432
LC-1_fold_1	1	51	0.1123371756532126	2.584502696990967
LC-1_fold_1	1	52	0.11327686595420043	2.0306994915008545
LC-1_fold_1	1	53	0.11259263588322534	1.902706503868103
LC-1_fold_1	1	54	0.12331885368459755	4.247097015380859
LC-1_fold_1	1	55	0.12201276794075966	2.8232851028442383
LC-1_fold_1	1	56	0.10618303519570166	2.231661796569824
LC-1_fold_1	1	57	0.10140852961275312	9.675077438354492
LC-1_fold_1	1	58	0.10471079850362407	2.077761173248291
LC-1_fold_1	1	59	0.08678838367470437	1.0874131917953491
LC-1_fold_1	1	60	0.08452439380602704	3.6223716735839844
LC-1_fold_2	2	1	6.731029470761617	7.9816131591796875
LC-1_fold_2	2	2	4.07421350479126	5.867800712585449
LC-1_fold_2	2	3	3.157457947731018	1.950089931488037
LC-1_fold_2	2	4	2.656910674439536	1.941312313079834
LC-1_fold_2	2	5	2.492440038257175	2.567363977432251
LC-1_fold_2	2	6	2.0856563217110105	1.937225580215454
LC-1_fold_2	2	7	1.8927916155921087	1.5364785194396973
LC-1_fold_2	2	8	1.786439557870229	2.36411452293396
LC-1_fold_2	2	9	1.4430422219965193	1.546608805656433
LC-1_fold_2	2	10	1.2420820030901167	2.296128511428833
LC-1_fold_2	2	11	1.0894510911570654	1.8871294260025024
LC-1_fold_2	2	12	0.942476749420166	2.2165346145629883
LC-1_fold_2	2	13	0.824935128291448	2.7947254180908203
LC-1_fold_2	2	14	0.7490907924042808	4.8570966720581055
LC-1_fold_2	2	15	0.6376671940088272	2.6642425060272217
LC-1_fold_2	2	16	0.5711444831556745	4.2833638191223145
LC-1_fold_2	2	17	0.4921673875715997	2.4265615940093994
LC-1_fold_2	2	18	0.5038522067997191	4.946853160858154
LC-1_fold_2	2	19	0.4164864586459266	3.3687806129455566
LC-1_fold_2	2	20	0.39784805807802415	3.7488834857940674
LC-1_fold_2	2	21	0.3708343886666828	7.13419771194458
LC-1_fold_2	2	22	0.3337428006860945	4.865984916687012
LC-1_fold_2	2	23	0.32858091923925614	4.815633773803711
LC-1_fold_2	2	24	0.2972039046386878	5.488706588745117
LC-1_fold_2	2	25	0.3176502130097813	5.405005931854248
LC-1_fold_2	2	26	0.27861417105628383	5.031589031219482
LC-1_fold_2	2	27	0.2889201309945848	5.686997413635254
LC-1_fold_2	2	28	0.2966984137892723	5.696004867553711
LC-1_fold_2	2	29	0.24512227748831114	1.8298066854476929
LC-1_fold_2	2	30	0.22932952104343307	3.1592190265655518
LC-1_fold_2	2	31	0.22121052112844256	3.6829774379730225
LC-1_fold_2	2	32	0.24271884477800793	7.717156410217285
LC-1_fold_2	2	33	0.22216889241503346	3.5029938220977783
LC-1_fold_2	2	34	0.19347861729976204	4.244198799133301
LC-1_fold_2	2	35	0.18989015205038917	2.073605537414551
LC-1_fold_2	2	36	0.17284597042534086	2.456209897994995
LC-1_fold_2	2	37	0.18030977290537623	2.74387526512146
LC-1_fold_2	2	38	0.1830516734884845	5.627607345581055
LC-1_fold_2	2	39	0.18871407417787445	4.598721504211426
LC-1_fold_2	2	40	0.16668011537856525	3.3380680084228516
LC-1_fold_2	2	41	0.17386280082994038	7.674015998840332
LC-1_fold_2	2	42	0.1643663396437963	4.756777286529541
LC-1_fold_2	2	43	0.1663056504395273	4.133831024169922
LC-1_fold_2	2	44	0.17831932939589024	6.780274391174316
LC-1_fold_2	2	45	0.1580323963943455	3.555154800415039
LC-1_fold_2	2	46	0.1548608752588431	8.29110336303711
LC-1_fold_2	2	47	0.15626753287182915	4.071840286254883
LC-1_fold_2	2	48	0.16170111546913782	3.9119460582733154
LC-1_fold_2	2	49	0.14359049499034882	2.7254035472869873
LC-1_fold_2	2	50	0.12115453344045414	2.93727445602417
LC-1_fold_2	2	51	0.13282302477293545	4.568199157714844
LC-1_fold_2	2	52	0.12021200814180905	2.6631886959075928
LC-1_fold_2	2	53	0.11768621785773171	3.0978028774261475
LC-1_fold_2	2	54	0.11110604551827742	1.9428163766860962
LC-1_fold_2	2	55	0.10762091436319882	5.45143461227417
LC-1_fold_2	2	56	0.11155675082570976	2.089916706085205
LC-1_fold_2	2	57	0.10207139369514254	1.6570338010787964
LC-1_fold_2	2	58	0.09969664530621634	2.8282840251922607
LC-1_fold_2	2	59	0.10547222445408504	4.012527942657471
LC-1_fold_2	2	60	0.10267535110728608	2.7077889442443848
LC-1_fold_3	3	1	6.375922812355889	7.545589447021484
LC-1_fold_3	3	2	3.8298600117365518	4.341721057891846
LC-1_fold_3	3	3	3.0868011249436274	2.8983874320983887
LC-1_fold_3	3	4	2.8057341708077326	2.164923906326294
LC-1_fold_3	3	5	2.2951893077956305	1.5077780485153198
LC-1_fold_3	3	6	2.139493909147051	4.029925346374512
LC-1_fold_3	3	7	1.8642157647344801	2.149519920349121
LC-1_fold_3	3	8	1.6584116021792095	2.522019386291504
LC-1_fold_3	3	9	1.4915014538500044	3.120582103729248
LC-1_fold_3	3	10	1.298291853732533	1.9244781732559204
LC-1_fold_3	3	11	1.234336382812924	3.3429174423217773
LC-1_fold_3	3	12	1.0300990177525415	5.392446517944336
LC-1_fold_3	3	13	1.0294862157768674	7.0396647453308105
LC-1_fold_3	3	14	0.8335211740599738	4.667557716369629
LC-1_fold_3	3	15	0.7672709921995798	4.886056900024414
LC-1_fold_3	3	16	0.7178763184282515	5.491796970367432
LC-1_fold_3	3	17	0.6111667288674248	3.268819570541382
LC-1_fold_3	3	18	0.6132383363114463	9.361885070800781
LC-1_fold_3	3	19	0.522497178779708	3.4375123977661133
LC-1_fold_3	3	20	0.4465062651369307	6.0757155418396
LC-1_fold_3	3	21	0.40128928340143627	4.226188659667969
LC-1_fold_3	3	22	0.3754725621806251	4.219061374664307
LC-1_fold_3	3	23	0.3618299240867297	8.594110488891602
LC-1_fold_3	3	24	0.3256755123535792	2.630112409591675
LC-1_fold_3	3	25	0.33216763618919587	7.476465702056885
LC-1_fold_3	3	26	0.3037292899356948	4.651016712188721
LC-1_fold_3	3	27	0.2728100602204601	5.889108657836914
LC-1_fold_3	3	28	0.29609233886003494	6.481329441070557
LC-1_fold_3	3	29	0.28953392969237435	4.462310314178467
LC-1_fold_3	3	30	0.23855926468968391	2.6772868633270264
LC-1_fold_3	3	31	0.2316441328989135	7.44911527633667
LC-1_fold_3	3	32	0.2290128560529815	2.7322916984558105
LC-1_fold_3	3	33	0.23624435812234879	30.23278045654297
LC-1_fold_3	3	34	0.20557887645231354	3.2975480556488037
LC-1_fold_3	3	35	0.1930434186425474	3.134810447692871
LC-1_fold_3	3	36	0.17431706728206742	1.8700422048568726
LC-1_fold_3	3	37	0.21074709813627931	7.327301025390625
LC-1_fold_3	3	38	0.17112936353724864	7.990708351135254
LC-1_fold_3	3	39	0.16069183208876187	2.295072317123413
LC-1_fold_3	3	40	0.17358344834711817	4.867410659790039
LC-1_fold_3	3	41	0.16708025087912878	4.073376655578613
LC-1_fold_3	3	42	0.17029482167628077	4.736271381378174
LC-1_fold_3	3	43	0.19926383884416687	18.724515914916992
LC-1_fold_3	3	44	0.15757674930824173	2.589153528213501
LC-1_fold_3	3	45	0.14703831945856413	6.021164417266846
LC-1_fold_3	3	46	0.21149057315455544	6.50685453414917
LC-1_fold_3	3	47	0.18108656422959435	4.525771617889404
LC-1_fold_3	3	48	0.15394060272309515	4.667807102203369
LC-1_fold_3	3	49	0.15319007262587547	3.8627541065216064
LC-1_fold_3	3	50	0.15733780049615437	4.6757402420043945
LC-1_fold_3	3	51	0.14186676633026865	3.936936616897583
LC-1_fold_3	3	52	0.11957009219461018	3.3214032649993896
LC-1_fold_3	3	53	0.11674061303751336	3.717137098312378
LC-1_fold_3	3	54	0.11148969580729802	4.33189582824707
LC-1_fold_3	3	55	0.12553169495529598	5.916069030761719
LC-1_fold_3	3	56	0.10983983675638835	3.5176496505737305
LC-1_fold_3	3	57	0.11037808822260962	9.788939476013184
LC-1_fold_3	3	58	0.1067172818713718	4.548818588256836
LC-1_fold_3	3	59	0.11110147171550327	2.536875009536743
LC-1_fold_3	3	60	0.10017141948143642	2.609924077987671
LC-1_fold_4	4	1	6.87137688530816	8.00326156616211
LC-1_fold_4	4	2	3.931813657283783	4.788431167602539
LC-1_fold_4	4	3	3.3853617509206138	2.7403404712677
LC-1_fold_4	4	4	2.9931566052966647	4.86296272277832
LC-1_fold_4	4	5	2.6763417720794678	2.311429977416992
LC-1_fold_4	4	6	2.24513132042355	1.607106328010559
LC-1_fold_4	4	7	2.113933198981815	4.6529951095581055
LC-1_fold_4	4	8	1.8646584351857503	2.5198028087615967
LC-1_fold_4	4	9	1.575076033671697	1.8742338418960571
LC-1_fold_4	4	10	1.4403114666541417	1.9346239566802979
LC-1_fold_4	4	11	1.2815193798806932	3.325929880142212
LC-1_fold_4	4	12	1.182861242029402	5.007722854614258
LC-1_fold_4	4	13	1.037145326534907	5.124680995941162
LC-1_fold_4	4	14	0.9066497319274478	3.448723077774048
LC-1_fold_4	4	15	0.7545686811208725	4.600013732910156
LC-1_fold_4	4	16	0.6571175472603904	3.98826265335083
LC-1_fold_4	4	17	0.5646040141582489	4.752478122711182
LC-1_fold_4	4	18	0.47034313529729843	2.5519657135009766
LC-1_fold_4	4	19	0.4413469500011868	2.11849308013916
LC-1_fold_4	4	20	0.40479740334881675	4.433882236480713
LC-1_fold_4	4	21	0.4043218046426773	5.893495082855225
LC-1_fold_4	4	22	0.3876313583718406	23.672517776489258
LC-1_fold_4	4	23	0.33038077917363906	3.8685429096221924
LC-1_fold_4	4	24	0.33863352321916157	3.898859739303589
LC-1_fold_4	4	25	0.3132295082840655	6.48699951171875
LC-1_fold_4	4	26	0.28364691966109806	4.924017906188965
LC-1_fold_4	4	27	0.29508282823695076	6.226665019989014
LC-1_fold_4	4	28	0.2744462746712897	3.022426128387451
LC-1_fold_4	4	29	0.2596018976635403	4.3540849685668945
LC-1_fold_4	4	30	0.25805258088641697	4.522090435028076
LC-1_fold_4	4	31	0.24546490526861614	4.40086555480957
LC-1_fold_4	4	32	0.22376425233152178	4.859588623046875
LC-1_fold_4	4	33	0.23528816219833162	3.2401862144470215
LC-1_fold_4	4	34	0.24024062189790937	5.271236419677734
LC-1_fold_4	4	35	0.2531864518920581	7.848519802093506
LC-1_fold_4	4	36	0.24051764690213734	7.457162380218506
LC-1_fold_4	4	37	0.2276750480135282	5.595287799835205
LC-1_fold_4	4	38	0.19001752593451077	3.2241342067718506
LC-1_fold_4	4	39	0.19110387563705444	2.2170515060424805
LC-1_fold_4	4	40	0.18356157052848074	2.798466920852661
LC-1_fold_4	4	41	0.19271043688058853	3.7724831104278564
LC-1_fold_4	4	42	0.201646132601632	4.684750080108643
LC-1_fold_4	4	43	0.23232710692617628	4.547554969787598
LC-1_fold_4	4	44	0.20800378794471422	12.374874114990234
LC-1_fold_4	4	45	0.18099972522921032	3.084044933319092
LC-1_fold_4	4	46	0.1719821621146467	3.0257465839385986
LC-1_fold_4	4	47	0.15951277294920552	3.0253612995147705
LC-1_fold_4	4	48	0.1633408334520128	2.937241792678833
LC-1_fold_4	4	49	0.16745181547270882	4.022521018981934
LC-1_fold_4	4	50	0.14978618795673052	1.9756017923355103
LC-1_fold_4	4	51	0.15391067870789105	5.576851844787598
LC-1_fold_4	4	52	0.14342091522283024	2.5983080863952637
LC-1_fold_4	4	53	0.1308559709125095	2.147454261779785
LC-1_fold_4	4	54	0.14182419578234354	6.654779434204102
LC-1_fold_4	4	55	0.1560374605986807	2.53710675239563
LC-1_fold_4	4	56	0.1481279001260797	3.976928472518921
LC-1_fold_4	4	57	0.12602159939706326	2.1907052993774414
LC-1_fold_4	4	58	0.1510599267979463	2.907241106033325
LC-1_fold_4	4	59	0.14167050272226334	4.23866605758667
LC-1_fold_4	4	60	0.12665538613994917	2.1759262084960938
LC-1_fold_5	5	1	7.965357065200806	8.992229461669922
LC-1_fold_5	5	2	4.963504102494982	6.635529041290283
LC-1_fold_5	5	3	3.4138197435273065	1.9646902084350586
LC-1_fold_5	5	4	2.9340478910340204	1.6528552770614624
LC-1_fold_5	5	5	2.606582827038235	1.965210199356079
LC-1_fold_5	5	6	2.215118878417545	1.3320962190628052
LC-1_fold_5	5	7	1.8804811471038394	1.8227920532226562
LC-1_fold_5	5	8	1.6841818425390456	1.9117538928985596
LC-1_fold_5	5	9	1.5016185806857214	2.6674487590789795
LC-1_fold_5	5	10	1.334570758872562	1.7909077405929565
LC-1_fold_5	5	11	1.136160886949963	1.7053945064544678
LC-1_fold_5	5	12	0.9393547723690668	1.995288372039795
LC-1_fold_5	5	13	0.783940851688385	2.8814046382904053
LC-1_fold_5	5	14	0.7102230042219162	2.48152494430542
LC-1_fold_5	5	15	0.6077734364403619	2.634962558746338
LC-1_fold_5	5	16	0.5253765533367792	4.222133159637451
LC-1_fold_5	5	17	0.4732957465781106	3.0543251037597656
LC-1_fold_5	5	18	0.4134070351719856	3.658844470977783
LC-1_fold_5	5	19	0.37514860762490165	4.831515312194824
LC-1_fold_5	5	20	0.3218969876567523	1.8626023530960083
LC-1_fold_5	5	21	0.31793638318777084	3.4490807056427
LC-1_fold_5	5	22	0.3118028731809722	5.875475883483887
LC-1_fold_5	5	23	0.3034836095240381	9.623047828674316
LC-1_fold_5	5	24	0.2703800905081961	3.396207332611084
LC-1_fold_5	5	25	0.27405296597215867	3.922884941101074
LC-1_fold_5	5	26	0.23797818107737434	2.357966184616089
LC-1_fold_5	5	27	0.23233501695924336	3.1306352615356445
LC-1_fold_5	5	28	0.21802036836743355	4.329453468322754
LC-1_fold_5	5	29	0.2084703751736217	3.2070560455322266
LC-1_fold_5	5	30	0.206457340468963	3.3792266845703125
LC-1_fold_5	5	31	0.20943384120861688	4.8946213722229
LC-1_fold_5	5	32	0.19096783672769865	3.4730165004730225
LC-1_fold_5	5	33	0.20435721716947025	7.927772521972656
LC-1_fold_5	5	34	0.22162778054674467	5.422129154205322
LC-1_fold_5	5	35	0.1845397874712944	2.8186194896698
LC-1_fold_5	5	36	0.17116736869017282	4.3552093505859375
LC-1_fold_5	5	37	0.16425914234585232	3.0347509384155273
LC-1_fold_5	5	38	0.18550527013010448	4.004347324371338
LC-1_fold_5	5	39	0.16021517333057192	2.1579999923706055
LC-1_fold_5	5	40	0.16458697534269756	7.590915679931641
LC-1_fold_5	5	41	0.1570266547302405	2.168924570083618
LC-1_fold_5	5	42	0.1452185172173712	2.9514501094818115
LC-1_fold_5	5	43	0.14540700076354873	3.1061201095581055
LC-1_fold_5	5	44	0.14762332952684826	2.8853626251220703
LC-1_fold_5	5	45	0.14647988312774235	5.1081743240356445
LC-1_fold_5	5	46	0.1453025048184726	3.4879660606384277
LC-1_fold_5	5	47	0.14528205287125376	3.539410352706909
LC-1_fold_5	5	48	0.14154544017381138	3.740450859069824
LC-1_fold_5	5	49	0.12677834472722477	2.3599257469177246
LC-1_fold_5	5	50	0.11990029675265153	3.842521905899048
LC-1_fold_5	5	51	0.12942317521406543	2.609459400177002
LC-1_fold_5	5	52	0.12144831112689441	2.269221544265747
LC-1_fold_5	5	53	0.11835574979583423	3.158538818359375
LC-1_fold_5	5	54	0.11097955703735352	2.0477747917175293
LC-1_fold_5	5	55	0.10908244032826689	2.598925828933716
LC-1_fold_5	5	56	0.12536229462259346	11.780477523803711
LC-1_fold_5	5	57	0.11752733070817259	2.172272205352783
LC-1_fold_5	5	58	0.10561307260973586	2.2738122940063477
LC-1_fold_5	5	59	0.09652286830047767	1.4687681198120117
LC-1_fold_5	5	60	0.09800668495396773	4.904104709625244
