model	partition	membership	tolerance_sec	threshold	pid	recordings	reference_events	predicted_events	true_positive	false_positive	false_negative	ignored_predictions	supported_hours	precision	recall	f1	false_alarms_per_hour
LR-OOF	train_oof	primary	45.0	0.98	72	1	1	1	0	0	1	1	6.933333333333334		0.0	0.0	0.0
LR-OOF	train_oof	primary	45.0	0.98	75	1	1	8	1	7	0	0	7.875	0.125	1.0	0.2222222222222222	0.8888888888888888
LR-OOF	train_oof	primary	45.0	0.98	76	1	1	7	1	5	0	1	8.058333333333334	0.16666666666666666	1.0	0.2857142857142857	0.6204756980351602
LR-OOF	train_oof	primary	45.0	0.98	78	2	7	15	4	10	3	1	16.241666666666667	0.2857142857142857	0.5714285714285714	0.38095238095238093	0.6157003591585428
LR-OOF	train_oof	primary	45.0	0.98	79	2	4	123	2	117	2	4	16.35	0.01680672268907563	0.5	0.032520325203252036	7.155963302752293
LR-OOF	train_oof	primary	45.0	0.98	80	2	2	5	0	5	2	0	15.274999999999999	0.0	0.0	0.0	0.32733224222585927
LR-OOF	train_oof	primary	45.0	0.98	81	2	1	93	1	91	0	1	14.666666666666668	0.010869565217391304	1.0	0.021505376344086023	6.204545454545454
LR-OOF	train_oof	primary	45.0	0.98	82	2	4	2	1	1	3	0	16.066666666666666	0.5	0.25	0.3333333333333333	0.06224066390041494
LR-OOF	train_oof	primary	45.0	0.98	84	3	20	6	2	3	18	1	22.03333333333333	0.4	0.1	0.16	0.1361573373676248
LR-OOF	train_oof	primary	45.0	0.98	85	1	0	4	0	4	0	0	7.383333333333334	0.0		0.0	0.5417607223476297
LR-OOF	train_oof	primary	45.0	0.98	87	3	0	89	0	88	0	1	20.333333333333336	0.0		0.0	4.327868852459016
LR-OOF	train_oof	primary	45.0	0.98	91	2	0	6	0	6	0	0	16.46666666666667	0.0		0.0	0.36437246963562747
LR-OOF	train_oof	primary	45.0	0.98	92	2	19	9	5	4	14	0	16.325000000000003	0.5555555555555556	0.2631578947368421	0.35714285714285715	0.24502297090352215
LR-OOF	train_oof	primary	45.0	0.98	93	2	0	44	0	41	0	3	17.008333333333333	0.0		0.0	2.410583047525723
LR-OOF	train_oof	primary	45.0	0.98	94	1	2	2	1	1	1	0	6.891666666666667	0.5	0.5	0.5	0.14510278113663846
LR-OOF	train_oof	primary	45.0	0.98	95	1	0	0	0	0	0	0	7.025				0.0
LR-OOF	train_oof	primary	45.0	0.98	96	3	10	32	3	26	7	3	22.8	0.10344827586206896	0.3	0.15384615384615385	1.1403508771929824
LR-OOF	train_oof	primary	45.0	0.98	98	3	6	15	1	13	5	1	20.616666666666667	0.07142857142857142	0.16666666666666666	0.1	0.6305578011317704
LR-OOF	train_oof	primary	45.0	0.98	99	3	7	10	3	7	4	0	21.2	0.3	0.42857142857142855	0.35294117647058826	0.33018867924528306
LR-OOF	train_oof	primary	45.0	0.98	100	1	0	8	0	7	0	1	7.383333333333334	0.0		0.0	0.9480812641083521
LR-OOF	train_oof	primary	45.0	0.98	101	1	0	2	0	2	0	0	7.241666666666666	0.0		0.0	0.27617951668584584
LR-OOF	train_oof	primary	45.0	0.98	104	1	3	4	1	3	2	0	8.008333333333333	0.25	0.3333333333333333	0.2857142857142857	0.37460978147762747
LR-OOF	train_oof	primary	45.0	0.98	108	1	1	8	1	7	0	0	6.716666666666667	0.125	1.0	0.2222222222222222	1.0421836228287842
LR-OOF	train_oof	expanded	15.0	0.98	1	1	5	21	4	17	1	0	8.25	0.19047619047619047	0.8	0.3076923076923077	2.0606060606060606
LR-OOF	train_oof	expanded	15.0	0.98	6	1	0	1	0	1	0	0	3.35	0.0		0.0	0.29850746268656714
LR-OOF	train_oof	expanded	15.0	0.98	8	1	2	57	2	55	0	0	8.083333333333334	0.03508771929824561	1.0	0.06779661016949153	6.804123711340206
LR-OOF	train_oof	expanded	15.0	0.98	9	1	3	23	3	20	0	0	8.725	0.13043478260869565	1.0	0.23076923076923078	2.2922636103151866
LR-OOF	train_oof	expanded	15.0	0.98	10	1	3	12	2	10	1	0	8.991666666666667	0.16666666666666666	0.6666666666666666	0.26666666666666666	1.1121408711770158
LR-OOF	train_oof	expanded	15.0	0.98	11	1	7	12	1	11	6	0	8.408333333333333	0.08333333333333333	0.14285714285714285	0.10526315789473684	1.3082259663032705
LR-OOF	train_oof	expanded	15.0	0.98	13	1	2	8	1	7	1	0	8.675	0.125	0.5	0.2	0.8069164265129682
LR-OOF	train_oof	expanded	15.0	0.98	14	1	2	7	0	7	2	0	8.558333333333334	0.0	0.0	0.0	0.8179162609542356
LR-OOF	train_oof	expanded	15.0	0.98	16	1	2	18	1	17	1	0	7.716666666666667	0.05555555555555555	0.5	0.1	2.203023758099352
LR-OOF	train_oof	expanded	15.0	0.98	19	1	3	7	1	6	2	0	7.875	0.14285714285714285	0.3333333333333333	0.2	0.7619047619047619
LR-OOF	train_oof	expanded	15.0	0.98	20	1	1	3	0	3	1	0	7.1	0.0	0.0	0.0	0.4225352112676057
LR-OOF	train_oof	expanded	15.0	0.98	21	1	3	72	2	70	1	0	9.175	0.027777777777777776	0.6666666666666666	0.05333333333333334	7.62942779291553
LR-OOF	train_oof	expanded	15.0	0.98	24	1	1	9	0	9	1	0	6.716666666666667	0.0	0.0	0.0	1.3399503722084367
LR-OOF	train_oof	expanded	15.0	0.98	29	1	2	8	1	7	1	0	7.458333333333333	0.125	0.5	0.2	0.9385474860335196
LR-OOF	train_oof	expanded	15.0	0.98	31	1	3	1	0	1	3	0	7.633333333333334	0.0	0.0	0.0	0.13100436681222707
LR-OOF	train_oof	expanded	15.0	0.98	32	1	6	40	6	34	0	0	7.641666666666667	0.15	1.0	0.2608695652173913	4.449291166848419
LR-OOF	train_oof	expanded	15.0	0.98	33	1	2	13	2	11	0	0	7.041666666666667	0.15384615384615385	1.0	0.26666666666666666	1.5621301775147929
LR-OOF	train_oof	expanded	15.0	0.98	34	1	1	11	1	10	0	0	8.3	0.09090909090909091	1.0	0.16666666666666666	1.2048192771084336
LR-OOF	train_oof	expanded	15.0	0.98	35	1	2	1	0	1	2	0	7.225	0.0	0.0	0.0	0.1384083044982699
LR-OOF	train_oof	expanded	15.0	0.98	36	1	3	20	2	18	1	0	9.225	0.1	0.6666666666666666	0.17391304347826086	1.9512195121951221
LR-OOF	train_oof	expanded	15.0	0.98	38	1	1	2	1	1	0	0	6.858333333333333	0.5	1.0	0.6666666666666666	0.14580801944106925
LR-OOF	train_oof	expanded	15.0	0.98	39	1	2	2	0	2	2	0	8.016666666666667	0.0	0.0	0.0	0.24948024948024947
LR-OOF	train_oof	expanded	15.0	0.98	42	1	2	16	0	16	2	0	8.925	0.0	0.0	0.0	1.7927170868347337
LR-OOF	train_oof	expanded	15.0	0.98	43	1	2	7	2	5	0	0	7.275	0.2857142857142857	1.0	0.4444444444444444	0.6872852233676976
LR-OOF	train_oof	expanded	15.0	0.98	45	1	0	0	0	0	0	0	6.775				0.0
LR-OOF	train_oof	expanded	15.0	0.98	46	1	8	14	4	10	4	0	7.483333333333333	0.2857142857142857	0.5	0.36363636363636365	1.3363028953229399
LR-OOF	train_oof	expanded	15.0	0.98	50	1	1	6	0	6	1	0	7.375	0.0	0.0	0.0	0.8135593220338984
LR-OOF	train_oof	expanded	15.0	0.98	51	1	1	6	0	6	1	0	8.416666666666666	0.0	0.0	0.0	0.712871287128713
LR-OOF	train_oof	expanded	15.0	0.98	53	1	0	1	0	1	0	0	7.808333333333334	0.0		0.0	0.128068303094984
LR-OOF	train_oof	expanded	15.0	0.98	54	1	2	15	1	14	1	0	7.916666666666667	0.06666666666666667	0.5	0.11764705882352941	1.768421052631579
LR-OOF	train_oof	expanded	15.0	0.98	58	1	5	3	0	3	5	0	8.45	0.0	0.0	0.0	0.3550295857988166
LR-OOF	train_oof	expanded	15.0	0.98	59	1	3	7	0	7	3	0	8.175	0.0	0.0	0.0	0.856269113149847
LR-OOF	train_oof	expanded	15.0	0.98	60	1	3	2	0	2	3	0	7.258333333333334	0.0	0.0	0.0	0.2755453501722158
LR-OOF	train_oof	expanded	15.0	0.98	61	1	2	19	2	17	0	0	8.316666666666666	0.10526315789473684	1.0	0.19047619047619047	2.0440881763527057
LR-OOF	train_oof	expanded	15.0	0.98	62	1	6	6	0	6	6	0	8.133333333333333	0.0	0.0	0.0	0.7377049180327869
LR-OOF	train_oof	expanded	15.0	0.98	63	1	4	21	2	19	2	0	8.033333333333333	0.09523809523809523	0.5	0.16	2.3651452282157677
LR-OOF	train_oof	expanded	15.0	0.98	65	1	7	19	4	15	3	0	7.45	0.21052631578947367	0.5714285714285714	0.3076923076923077	2.013422818791946
LR-OOF	train_oof	expanded	15.0	0.98	66	1	0	4	0	4	0	0	8.708333333333334	0.0		0.0	0.4593301435406698
LR-OOF	train_oof	expanded	15.0	0.98	67	1	5	15	3	12	2	0	8.241666666666667	0.2	0.6	0.3	1.4560161779575327
LR-OOF	train_oof	expanded	15.0	0.98	68	1	5	3	1	2	4	0	7.733333333333333	0.3333333333333333	0.2	0.25	0.25862068965517243
LR-OOF	train_oof	expanded	15.0	0.98	71	1	0	1	0	1	0	0	7.091666666666667	0.0		0.0	0.1410105757931845
LR-OOF	train_oof	expanded	15.0	0.98	72	1	2	1	1	0	1	0	6.933333333333334	1.0	0.5	0.6666666666666666	0.0
LR-OOF	train_oof	expanded	15.0	0.98	75	1	1	8	1	7	0	0	7.875	0.125	1.0	0.2222222222222222	0.8888888888888888
LR-OOF	train_oof	expanded	15.0	0.98	76	1	2	7	2	5	0	0	8.058333333333334	0.2857142857142857	1.0	0.4444444444444444	0.6204756980351602
LR-OOF	train_oof	expanded	15.0	0.98	78	2	10	15	4	11	6	0	16.241666666666667	0.26666666666666666	0.4	0.32	0.6772703950743971
LR-OOF	train_oof	expanded	15.0	0.98	79	2	10	123	5	118	5	0	16.35	0.04065040650406504	0.5	0.07518796992481203	7.217125382262997
LR-OOF	train_oof	expanded	15.0	0.98	80	2	2	5	0	5	2	0	15.274999999999999	0.0	0.0	0.0	0.32733224222585927
LR-OOF	train_oof	expanded	15.0	0.98	81	2	2	93	2	91	0	0	14.666666666666668	0.021505376344086023	1.0	0.042105263157894736	6.204545454545454
LR-OOF	train_oof	expanded	15.0	0.98	82	2	4	2	1	1	3	0	16.066666666666666	0.5	0.25	0.3333333333333333	0.06224066390041494
LR-OOF	train_oof	expanded	15.0	0.98	84	3	20	6	2	4	18	0	22.03333333333333	0.3333333333333333	0.1	0.15384615384615385	0.18154311649016644
LR-OOF	train_oof	expanded	15.0	0.98	85	1	1	4	0	4	1	0	7.383333333333334	0.0	0.0	0.0	0.5417607223476297
LR-OOF	train_oof	expanded	15.0	0.98	87	3	1	89	1	88	0	0	20.333333333333336	0.011235955056179775	1.0	0.022222222222222223	4.327868852459016
LR-OOF	train_oof	expanded	15.0	0.98	91	2	0	6	0	6	0	0	16.46666666666667	0.0		0.0	0.36437246963562747
LR-OOF	train_oof	expanded	15.0	0.98	92	2	20	9	4	5	16	0	16.325000000000003	0.4444444444444444	0.2	0.27586206896551724	0.3062787136294027
LR-OOF	train_oof	expanded	15.0	0.98	93	2	3	44	2	42	1	0	17.008333333333333	0.045454545454545456	0.6666666666666666	0.0851063829787234	2.46937775600196
LR-OOF	train_oof	expanded	15.0	0.98	94	1	3	2	1	1	2	0	6.891666666666667	0.5	0.3333333333333333	0.4	0.14510278113663846
LR-OOF	train_oof	expanded	15.0	0.98	95	1	0	0	0	0	0	0	7.025				0.0
LR-OOF	train_oof	expanded	15.0	0.98	96	3	14	32	1	31	13	0	22.8	0.03125	0.07142857142857142	0.043478260869565216	1.3596491228070176
LR-OOF	train_oof	expanded	15.0	0.98	98	3	8	15	2	13	6	0	20.616666666666667	0.13333333333333333	0.25	0.17391304347826086	0.6305578011317704
LR-OOF	train_oof	expanded	15.0	0.98	99	3	7	10	3	7	4	0	21.2	0.3	0.42857142857142855	0.35294117647058826	0.33018867924528306
LR-OOF	train_oof	expanded	15.0	0.98	100	1	1	8	1	7	0	0	7.383333333333334	0.125	1.0	0.2222222222222222	0.9480812641083521
LR-OOF	train_oof	expanded	15.0	0.98	101	1	0	2	0	2	0	0	7.241666666666666	0.0		0.0	0.27617951668584584
LR-OOF	train_oof	expanded	15.0	0.98	104	1	3	4	0	4	3	0	8.008333333333333	0.0	0.0	0.0	0.49947970863683666
LR-OOF	train_oof	expanded	15.0	0.98	108	1	1	8	0	8	1	0	6.716666666666667	0.0	0.0	0.0	1.1910669975186103
LR-OOF	train_oof	expanded	45.0	0.98	1	1	5	21	4	17	1	0	8.25	0.19047619047619047	0.8	0.3076923076923077	2.0606060606060606
LR-OOF	train_oof	expanded	45.0	0.98	6	1	0	1	0	1	0	0	3.35	0.0		0.0	0.29850746268656714
LR-OOF	train_oof	expanded	45.0	0.98	8	1	2	57	2	55	0	0	8.083333333333334	0.03508771929824561	1.0	0.06779661016949153	6.804123711340206
LR-OOF	train_oof	expanded	45.0	0.98	9	1	3	23	3	20	0	0	8.725	0.13043478260869565	1.0	0.23076923076923078	2.2922636103151866
LR-OOF	train_oof	expanded	45.0	0.98	10	1	3	12	2	10	1	0	8.991666666666667	0.16666666666666666	0.6666666666666666	0.26666666666666666	1.1121408711770158
LR-OOF	train_oof	expanded	45.0	0.98	11	1	7	12	1	11	6	0	8.408333333333333	0.08333333333333333	0.14285714285714285	0.10526315789473684	1.3082259663032705
LR-OOF	train_oof	expanded	45.0	0.98	13	1	2	8	1	7	1	0	8.675	0.125	0.5	0.2	0.8069164265129682
LR-OOF	train_oof	expanded	45.0	0.98	14	1	2	7	0	7	2	0	8.558333333333334	0.0	0.0	0.0	0.8179162609542356
LR-OOF	train_oof	expanded	45.0	0.98	16	1	2	18	2	16	0	0	7.716666666666667	0.1111111111111111	1.0	0.2	2.073434125269978
LR-OOF	train_oof	expanded	45.0	0.98	19	1	3	7	2	5	1	0	7.875	0.2857142857142857	0.6666666666666666	0.4	0.6349206349206349
LR-OOF	train_oof	expanded	45.0	0.98	20	1	1	3	0	3	1	0	7.1	0.0	0.0	0.0	0.4225352112676057
LR-OOF	train_oof	expanded	45.0	0.98	21	1	3	72	3	69	0	0	9.175	0.041666666666666664	1.0	0.08	7.5204359673024515
LR-OOF	train_oof	expanded	45.0	0.98	24	1	1	9	1	8	0	0	6.716666666666667	0.1111111111111111	1.0	0.2	1.1910669975186103
LR-OOF	train_oof	expanded	45.0	0.98	29	1	2	8	2	6	0	0	7.458333333333333	0.25	1.0	0.4	0.8044692737430168
LR-OOF	train_oof	expanded	45.0	0.98	31	1	3	1	0	1	3	0	7.633333333333334	0.0	0.0	0.0	0.13100436681222707
LR-OOF	train_oof	expanded	45.0	0.98	32	1	6	40	6	34	0	0	7.641666666666667	0.15	1.0	0.2608695652173913	4.449291166848419
LR-OOF	train_oof	expanded	45.0	0.98	33	1	2	13	2	11	0	0	7.041666666666667	0.15384615384615385	1.0	0.26666666666666666	1.5621301775147929
LR-OOF	train_oof	expanded	45.0	0.98	34	1	1	11	1	10	0	0	8.3	0.09090909090909091	1.0	0.16666666666666666	1.2048192771084336
LR-OOF	train_oof	expanded	45.0	0.98	35	1	2	1	0	1	2	0	7.225	0.0	0.0	0.0	0.1384083044982699
LR-OOF	train_oof	expanded	45.0	0.98	36	1	3	20	2	18	1	0	9.225	0.1	0.6666666666666666	0.17391304347826086	1.9512195121951221
LR-OOF	train_oof	expanded	45.0	0.98	38	1	1	2	1	1	0	0	6.858333333333333	0.5	1.0	0.6666666666666666	0.14580801944106925
LR-OOF	train_oof	expanded	45.0	0.98	39	1	2	2	0	2	2	0	8.016666666666667	0.0	0.0	0.0	0.24948024948024947
LR-OOF	train_oof	expanded	45.0	0.98	42	1	2	16	1	15	1	0	8.925	0.0625	0.5	0.1111111111111111	1.6806722689075628
LR-OOF	train_oof	expanded	45.0	0.98	43	1	2	7	2	5	0	0	7.275	0.2857142857142857	1.0	0.4444444444444444	0.6872852233676976
LR-OOF	train_oof	expanded	45.0	0.98	45	1	0	0	0	0	0	0	6.775				0.0
LR-OOF	train_oof	expanded	45.0	0.98	46	1	8	14	5	9	3	0	7.483333333333333	0.35714285714285715	0.625	0.45454545454545453	1.2026726057906458
LR-OOF	train_oof	expanded	45.0	0.98	50	1	1	6	0	6	1	0	7.375	0.0	0.0	0.0	0.8135593220338984
LR-OOF	train_oof	expanded	45.0	0.98	51	1	1	6	0	6	1	0	8.416666666666666	0.0	0.0	0.0	0.712871287128713
LR-OOF	train_oof	expanded	45.0	0.98	53	1	0	1	0	1	0	0	7.808333333333334	0.0		0.0	0.128068303094984
LR-OOF	train_oof	expanded	45.0	0.98	54	1	2	15	1	14	1	0	7.916666666666667	0.06666666666666667	0.5	0.11764705882352941	1.768421052631579
LR-OOF	train_oof	expanded	45.0	0.98	58	1	5	3	0	3	5	0	8.45	0.0	0.0	0.0	0.3550295857988166
LR-OOF	train_oof	expanded	45.0	0.98	59	1	3	7	0	7	3	0	8.175	0.0	0.0	0.0	0.856269113149847
LR-OOF	train_oof	expanded	45.0	0.98	60	1	3	2	0	2	3	0	7.258333333333334	0.0	0.0	0.0	0.2755453501722158
LR-OOF	train_oof	expanded	45.0	0.98	61	1	2	19	2	17	0	0	8.316666666666666	0.10526315789473684	1.0	0.19047619047619047	2.0440881763527057
LR-OOF	train_oof	expanded	45.0	0.98	62	1	6	6	1	5	5	0	8.133333333333333	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.6147540983606558
LR-OOF	train_oof	expanded	45.0	0.98	63	1	4	21	2	19	2	0	8.033333333333333	0.09523809523809523	0.5	0.16	2.3651452282157677
LR-OOF	train_oof	expanded	45.0	0.98	65	1	7	19	4	15	3	0	7.45	0.21052631578947367	0.5714285714285714	0.3076923076923077	2.013422818791946
LR-OOF	train_oof	expanded	45.0	0.98	66	1	0	4	0	4	0	0	8.708333333333334	0.0		0.0	0.4593301435406698
LR-OOF	train_oof	expanded	45.0	0.98	67	1	5	15	3	12	2	0	8.241666666666667	0.2	0.6	0.3	1.4560161779575327
LR-OOF	train_oof	expanded	45.0	0.98	68	1	5	3	1	2	4	0	7.733333333333333	0.3333333333333333	0.2	0.25	0.25862068965517243
LR-OOF	train_oof	expanded	45.0	0.98	71	1	0	1	0	1	0	0	7.091666666666667	0.0		0.0	0.1410105757931845
LR-OOF	train_oof	expanded	45.0	0.98	72	1	2	1	1	0	1	0	6.933333333333334	1.0	0.5	0.6666666666666666	0.0
LR-OOF	train_oof	expanded	45.0	0.98	75	1	1	8	1	7	0	0	7.875	0.125	1.0	0.2222222222222222	0.8888888888888888
LR-OOF	train_oof	expanded	45.0	0.98	76	1	2	7	2	5	0	0	8.058333333333334	0.2857142857142857	1.0	0.4444444444444444	0.6204756980351602
LR-OOF	train_oof	expanded	45.0	0.98	78	2	10	15	5	10	5	0	16.241666666666667	0.3333333333333333	0.5	0.4	0.6157003591585428
LR-OOF	train_oof	expanded	45.0	0.98	79	2	10	123	6	117	4	0	16.35	0.04878048780487805	0.6	0.09022556390977443	7.155963302752293
LR-OOF	train_oof	expanded	45.0	0.98	80	2	2	5	0	5	2	0	15.274999999999999	0.0	0.0	0.0	0.32733224222585927
LR-OOF	train_oof	expanded	45.0	0.98	81	2	2	93	2	91	0	0	14.666666666666668	0.021505376344086023	1.0	0.042105263157894736	6.204545454545454
LR-OOF	train_oof	expanded	45.0	0.98	82	2	4	2	1	1	3	0	16.066666666666666	0.5	0.25	0.3333333333333333	0.06224066390041494
LR-OOF	train_oof	expanded	45.0	0.98	84	3	20	6	2	3	18	1	22.03333333333333	0.4	0.1	0.16	0.1361573373676248
LR-OOF	train_oof	expanded	45.0	0.98	85	1	1	4	0	4	1	0	7.383333333333334	0.0	0.0	0.0	0.5417607223476297
LR-OOF	train_oof	expanded	45.0	0.98	87	3	1	89	1	88	0	0	20.333333333333336	0.011235955056179775	1.0	0.022222222222222223	4.327868852459016
LR-OOF	train_oof	expanded	45.0	0.98	91	2	0	6	0	6	0	0	16.46666666666667	0.0		0.0	0.36437246963562747
LR-OOF	train_oof	expanded	45.0	0.98	92	2	20	9	5	4	15	0	16.325000000000003	0.5555555555555556	0.25	0.3448275862068966	0.24502297090352215
LR-OOF	train_oof	expanded	45.0	0.98	93	2	3	44	3	41	0	0	17.008333333333333	0.06818181818181818	1.0	0.1276595744680851	2.410583047525723
LR-OOF	train_oof	expanded	45.0	0.98	94	1	3	2	1	1	2	0	6.891666666666667	0.5	0.3333333333333333	0.4	0.14510278113663846
LR-OOF	train_oof	expanded	45.0	0.98	95	1	0	0	0	0	0	0	7.025				0.0
LR-OOF	train_oof	expanded	45.0	0.98	96	3	14	32	6	26	8	0	22.8	0.1875	0.42857142857142855	0.2608695652173913	1.1403508771929824
LR-OOF	train_oof	expanded	45.0	0.98	98	3	8	15	2	13	6	0	20.616666666666667	0.13333333333333333	0.25	0.17391304347826086	0.6305578011317704
LR-OOF	train_oof	expanded	45.0	0.98	99	3	7	10	3	7	4	0	21.2	0.3	0.42857142857142855	0.35294117647058826	0.33018867924528306
LR-OOF	train_oof	expanded	45.0	0.98	100	1	1	8	1	7	0	0	7.383333333333334	0.125	1.0	0.2222222222222222	0.9480812641083521
LR-OOF	train_oof	expanded	45.0	0.98	101	1	0	2	0	2	0	0	7.241666666666666	0.0		0.0	0.27617951668584584
LR-OOF	train_oof	expanded	45.0	0.98	104	1	3	4	1	3	2	0	8.008333333333333	0.25	0.3333333333333333	0.2857142857142857	0.37460978147762747
LR-OOF	train_oof	expanded	45.0	0.98	108	1	1	8	1	7	0	0	6.716666666666667	0.125	1.0	0.2222222222222222	1.0421836228287842
LC-1	train_oof	primary	15.0	0.99	1	1	4	12	3	8	1	1	8.25	0.2727272727272727	0.75	0.4	0.9696969696969697
LC-1	train_oof	primary	15.0	0.99	6	1	0	4	0	4	0	0	3.35	0.0		0.0	1.1940298507462686
LC-1	train_oof	primary	15.0	0.99	8	1	0	5	0	5	0	0	8.083333333333334	0.0		0.0	0.6185567010309277
LC-1	train_oof	primary	15.0	0.99	9	1	3	3	1	2	2	0	8.725	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.22922636103151864
LC-1	train_oof	primary	15.0	0.99	10	1	3	11	3	8	0	0	8.991666666666667	0.2727272727272727	1.0	0.42857142857142855	0.8897126969416126
LC-1	train_oof	primary	15.0	0.99	11	1	6	10	1	9	5	0	8.408333333333333	0.1	0.16666666666666666	0.125	1.070366699702676
LC-1	train_oof	primary	15.0	0.99	13	1	2	6	1	5	1	0	8.675	0.16666666666666666	0.5	0.25	0.5763688760806917
LC-1	train_oof	primary	15.0	0.99	14	1	1	0	0	0	1	0	8.558333333333334		0.0	0.0	0.0
LC-1	train_oof	primary	15.0	0.99	16	1	2	5	1	4	1	0	7.716666666666667	0.2	0.5	0.2857142857142857	0.5183585313174945
LC-1	train_oof	primary	15.0	0.99	19	1	3	8	1	7	2	0	7.875	0.125	0.3333333333333333	0.18181818181818182	0.8888888888888888
LC-1	train_oof	primary	15.0	0.99	20	1	1	4	0	4	1	0	7.1	0.0	0.0	0.0	0.5633802816901409
LC-1	train_oof	primary	15.0	0.99	21	1	0	0	0	0	0	0	9.175				0.0
LC-1	train_oof	primary	15.0	0.99	24	1	1	5	0	5	1	0	6.716666666666667	0.0	0.0	0.0	0.7444168734491315
LC-1	train_oof	primary	15.0	0.99	29	1	2	2	0	2	2	0	7.458333333333333	0.0	0.0	0.0	0.2681564245810056
LC-1	train_oof	primary	15.0	0.99	31	1	3	2	0	2	3	0	7.633333333333334	0.0	0.0	0.0	0.26200873362445415
LC-1	train_oof	primary	15.0	0.99	32	1	5	0	0	0	5	0	7.641666666666667		0.0	0.0	0.0
LC-1	train_oof	primary	15.0	0.99	33	1	2	2	0	2	2	0	7.041666666666667	0.0	0.0	0.0	0.28402366863905326
LC-1	train_oof	primary	15.0	0.99	34	1	0	4	0	3	0	1	8.3	0.0		0.0	0.36144578313253006
LC-1	train_oof	primary	15.0	0.99	35	1	2	3	1	2	1	0	7.225	0.3333333333333333	0.5	0.4	0.2768166089965398
LC-1	train_oof	primary	15.0	0.99	36	1	3	19	3	16	0	0	9.225	0.15789473684210525	1.0	0.2727272727272727	1.7344173441734418
LC-1	train_oof	primary	15.0	0.99	38	1	1	2	0	2	1	0	6.858333333333333	0.0	0.0	0.0	0.2916160388821385
LC-1	train_oof	primary	15.0	0.99	39	1	2	10	1	9	1	0	8.016666666666667	0.1	0.5	0.16666666666666666	1.1226611226611225
LC-1	train_oof	primary	15.0	0.99	42	1	0	14	0	13	0	1	8.925	0.0		0.0	1.4565826330532212
LC-1	train_oof	primary	15.0	0.99	43	1	2	6	2	4	0	0	7.275	0.3333333333333333	1.0	0.5	0.549828178694158
LC-1	train_oof	primary	15.0	0.99	45	1	0	2	0	2	0	0	6.775	0.0		0.0	0.2952029520295203
LC-1	train_oof	primary	15.0	0.99	46	1	5	9	2	5	3	2	7.483333333333333	0.2857142857142857	0.4	0.3333333333333333	0.6681514476614699
LC-1	train_oof	primary	15.0	0.99	50	1	1	0	0	0	1	0	7.375		0.0	0.0	0.0
LC-1	train_oof	primary	15.0	0.99	51	1	1	1	0	1	1	0	8.416666666666666	0.0	0.0	0.0	0.11881188118811882
