model	partition	membership	tolerance_sec	threshold	recordings	pid	reference_events	predicted_events	true_positive	false_positive	false_negative	ignored_predictions	supported_hours	precision	recall	f1	false_alarms_per_hour	median_absolute_error_sec	maximum_absolute_error_sec
LC-1	train_oof	primary	15.0	0.51	82	64	180	1467	93	1362	87	12	629.4916666666667	0.06391752577319587	0.5166666666666667	0.11376146788990826	2.16365056460901	0.0	0.0
LC-1	train_oof	primary	15.0	0.52	82	64	180	1449	93	1344	87	12	629.4916666666667	0.06471816283924843	0.5166666666666667	0.1150278293135436	2.135056063755146	0.0	0.0
LC-1	train_oof	primary	15.0	0.53	82	64	180	1435	93	1330	87	12	629.4916666666667	0.06535488404778636	0.5166666666666667	0.11603243917654397	2.1128158964243635	0.0	0.0
LC-1	train_oof	primary	15.0	0.54	82	64	180	1422	93	1317	87	12	629.4916666666667	0.06595744680851064	0.5166666666666667	0.1169811320754717	2.0921643124743508	0.0	0.0
LC-1	train_oof	primary	15.0	0.55	82	64	180	1404	93	1299	87	12	629.4916666666667	0.0668103448275862	0.5166666666666667	0.1183206106870229	2.0635698116204875	0.0	0.0
LC-1	train_oof	primary	15.0	0.56	82	64	180	1387	92	1283	88	12	629.4916666666667	0.0669090909090909	0.5111111111111111	0.11832797427652733	2.0381524775281643	0.0	0.0
LC-1	train_oof	primary	15.0	0.57	82	64	180	1376	92	1272	88	12	629.4916666666667	0.06744868035190615	0.5111111111111111	0.11917098445595854	2.020678060339692	0.0	0.0
LC-1	train_oof	primary	15.0	0.58	82	64	180	1363	92	1259	88	12	629.4916666666667	0.06809770540340489	0.5111111111111111	0.1201828870019595	2.0000264763896793	0.0	0.0
LC-1	train_oof	primary	15.0	0.59	82	64	180	1353	91	1250	89	12	629.4916666666667	0.06785980611483967	0.5055555555555555	0.11965811965811966	1.9857292259627477	0.0	0.0
LC-1	train_oof	primary	15.0	0.6	82	64	180	1341	91	1238	89	12	629.4916666666667	0.06847253574115876	0.5055555555555555	0.12060967528164347	1.9666662253935052	0.0	0.0
LC-1	train_oof	primary	15.0	0.61	82	64	180	1327	91	1224	89	12	629.4916666666667	0.06920152091254753	0.5055555555555555	0.12173913043478261	1.9444260580627226	0.0	0.0
LC-1	train_oof	primary	15.0	0.62	82	64	180	1309	91	1206	89	12	629.4916666666667	0.07016191210485737	0.5055555555555555	0.12322274881516587	1.915831557208859	0.0	0.0
LC-1	train_oof	primary	15.0	0.63	82	64	180	1290	90	1188	90	12	629.4916666666667	0.07042253521126761	0.5	0.12345679012345678	1.8872370563549954	0.0	0.0
LC-1	train_oof	primary	15.0	0.64	82	64	180	1272	89	1171	91	12	629.4916666666667	0.07063492063492063	0.49444444444444446	0.12361111111111112	1.860231138881902	0.0	0.0
LC-1	train_oof	primary	15.0	0.65	82	64	180	1253	89	1153	91	11	629.4916666666667	0.071658615136876	0.49444444444444446	0.12517580872011252	1.8316366380280384	0.0	0.0
LC-1	train_oof	primary	15.0	0.66	82	64	180	1240	89	1140	91	11	629.4916666666667	0.07241659886086249	0.49444444444444446	0.1263307310149042	1.810985054078026	0.0	0.0
LC-1	train_oof	primary	15.0	0.67	82	64	180	1228	89	1128	91	11	629.4916666666667	0.07313064913722268	0.49444444444444446	0.12741589119541877	1.7919220535087834	0.0	0.0
LC-1	train_oof	primary	15.0	0.68	82	64	180	1212	88	1113	92	11	629.4916666666667	0.07327227310574522	0.4888888888888889	0.1274438812454743	1.7680933027972305	0.0	0.0
LC-1	train_oof	primary	15.0	0.69	82	64	180	1202	88	1103	92	11	629.4916666666667	0.07388748950461797	0.4888888888888889	0.12837345003646974	1.7522074689895286	0.0	0.0
LC-1	train_oof	primary	15.0	0.7	82	64	180	1190	88	1091	92	11	629.4916666666667	0.07463952502120441	0.4888888888888889	0.12950699043414277	1.7331444684202861	0.0	0.0
LC-1	train_oof	primary	15.0	0.71	82	64	180	1179	87	1081	93	11	629.4916666666667	0.07448630136986302	0.48333333333333334	0.129080118694362	1.7172586346125842	0.0	0.0
LC-1	train_oof	primary	15.0	0.72	82	64	180	1167	86	1070	94	11	629.4916666666667	0.07439446366782007	0.4777777777777778	0.12874251497005987	1.699784217424112	0.0	0.0
LC-1	train_oof	primary	15.0	0.73	82	64	180	1154	86	1057	94	11	629.4916666666667	0.0752405949256343	0.4777777777777778	0.13000755857898716	1.6791326334740995	0.0	0.0
LC-1	train_oof	primary	15.0	0.74	82	64	180	1148	86	1051	94	11	629.4916666666667	0.07563764291996482	0.4777777777777778	0.13059984813971146	1.6696011331894782	0.0	0.0
LC-1	train_oof	primary	15.0	0.75	82	64	180	1130	86	1033	94	11	629.4916666666667	0.07685433422698838	0.4777777777777778	0.13240954580446498	1.6410066323356147	0.0	0.0
LC-1	train_oof	primary	15.0	0.76	82	64	180	1105	84	1010	96	11	629.4916666666667	0.07678244972577697	0.4666666666666667	0.13186813186813187	1.6044692145779	0.0	0.0
LC-1	train_oof	primary	15.0	0.77	82	64	180	1088	84	993	96	11	629.4916666666667	0.07799442896935933	0.4666666666666667	0.13365155131264916	1.5774632971048068	0.0	0.0
LC-1	train_oof	primary	15.0	0.78	82	64	180	1077	84	982	96	11	629.4916666666667	0.07879924953095685	0.4666666666666667	0.1348314606741573	1.5599888799163346	0.0	0.0
LC-1	train_oof	primary	15.0	0.79	82	64	180	1060	84	965	96	11	629.4916666666667	0.08007626310772165	0.4666666666666667	0.13669650122050447	1.5329829624432412	0.0	0.0
LC-1	train_oof	primary	15.0	0.8	82	64	180	1047	82	954	98	11	629.4916666666667	0.07915057915057915	0.45555555555555555	0.13486842105263158	1.515508545254769	0.0	0.0
LC-1	train_oof	primary	15.0	0.81	82	64	180	1031	82	938	98	11	629.4916666666667	0.0803921568627451	0.45555555555555555	0.13666666666666666	1.4900912111624458	0.0	0.0
LC-1	train_oof	primary	15.0	0.82	82	64	180	1019	81	927	99	11	629.4916666666667	0.08035714285714286	0.45	0.13636363636363635	1.4726167939739736	0.0	0.0
LC-1	train_oof	primary	15.0	0.83	82	64	180	1005	81	913	99	11	629.4916666666667	0.08148893360160966	0.45	0.13798977853492334	1.450376626643191	0.0	0.0
LC-1	train_oof	primary	15.0	0.84	82	64	180	982	81	890	99	11	629.4916666666667	0.08341915550978372	0.45	0.14074717636837533	1.4138392088854763	0.0	0.0
LC-1	train_oof	primary	15.0	0.85	82	64	180	965	81	873	99	11	629.4916666666667	0.08490566037735849	0.45	0.14285714285714285	1.386833291412383	0.0	0.0
LC-1	train_oof	primary	15.0	0.86	82	64	180	942	80	851	100	11	629.4916666666667	0.08592910848549946	0.4444444444444444	0.14401440144014402	1.3518844570354387	0.0	0.0
LC-1	train_oof	primary	15.0	0.87	82	64	180	911	78	822	102	11	629.4916666666667	0.08666666666666667	0.43333333333333335	0.14444444444444443	1.305815538993103	0.0	0.0
LC-1	train_oof	primary	15.0	0.88	82	64	180	890	77	802	103	11	629.4916666666667	0.0875995449374289	0.42777777777777776	0.14542020774315392	1.274043871377699	0.0	0.0
LC-1	train_oof	primary	15.0	0.89	82	64	180	874	76	787	104	11	629.4916666666667	0.0880648899188876	0.4222222222222222	0.1457334611697028	1.250215120666146	0.0	0.0
LC-1	train_oof	primary	15.0	0.9	82	64	180	851	75	765	105	11	629.4916666666667	0.08928571428571429	0.4166666666666667	0.14705882352941177	1.2152662862892016	0.0	0.0
LC-1	train_oof	primary	15.0	0.91	82	64	180	821	74	736	106	11	629.4916666666667	0.09135802469135802	0.4111111111111111	0.1494949494949495	1.169197368246866	0.0	0.0
LC-1	train_oof	primary	15.0	0.92	82	64	180	793	73	709	107	11	629.4916666666667	0.09335038363171355	0.40555555555555556	0.15176715176715178	1.1263056169660706	0.0	0.0
LC-1	train_oof	primary	15.0	0.93	82	64	180	772	71	690	109	11	629.4916666666667	0.09329829172141918	0.39444444444444443	0.15090329436769395	1.0961225327314368	0.0	0.0
LC-1	train_oof	primary	15.0	0.94	82	64	180	743	68	664	112	11	629.4916666666667	0.09289617486338798	0.37777777777777777	0.14912280701754385	1.0548193648314115	0.0	0.0
LC-1	train_oof	primary	15.0	0.95	82	64	180	705	68	626	112	11	629.4916666666667	0.09798270893371758	0.37777777777777777	0.15560640732265446	0.994453196362144	0.0	0.0
LC-1	train_oof	primary	15.0	0.96	82	64	180	656	66	579	114	11	629.4916666666667	0.10232558139534884	0.36666666666666664	0.16	0.9197897774659447	0.0	0.0
LC-1	train_oof	primary	15.0	0.97	82	64	180	595	64	521	116	10	629.4916666666667	0.1094017094017094	0.35555555555555557	0.16732026143790849	0.8276519413812733	0.0	0.0
LC-1	train_oof	primary	15.0	0.98	82	64	180	521	60	451	120	10	629.4916666666667	0.11741682974559686	0.3333333333333333	0.1736613603473227	0.7164511047273594	0.0	0.0
LC-1	train_oof	primary	15.0	0.99	82	64	180	400	56	334	124	10	629.4916666666667	0.14358974358974358	0.3111111111111111	0.19649122807017544	0.5305868491772462	0.0	0.0
