outer_fold	pipeline	threshold	recordings	pid	reference_events	predicted_events	true_positive	false_positive	false_negative	ignored_predictions	supported_hours	precision	recall	f1	false_alarms_per_hour
4	SPECTRAL-UNET	0.41000000000000003	65	51	136	848	51	785	85	12	497.80833333333334	0.061004784688995214	0.375	0.10493827160493827	1.5769121315097845
4	SPECTRAL-UNET	0.46	65	51	136	818	50	756	86	12	497.80833333333334	0.062034739454094295	0.36764705882352944	0.10615711252653928	1.5186567788807606
4	SPECTRAL-UNET	0.51	65	51	136	789	50	727	86	12	497.80833333333334	0.06435006435006435	0.36764705882352944	0.10952902519167579	1.4604014262517369
4	SPECTRAL-UNET	0.56	65	51	136	764	50	702	86	12	497.80833333333334	0.06648936170212766	0.36764705882352944	0.11261261261261261	1.410181294674992
4	SPECTRAL-UNET	0.6100000000000001	65	51	136	738	50	676	86	12	497.80833333333334	0.06887052341597796	0.36764705882352944	0.11600928074245939	1.3579523578351775
4	SPECTRAL-UNET	0.66	65	51	136	704	49	643	87	12	497.80833333333334	0.0708092485549133	0.3602941176470588	0.11835748792270531	1.2916617841538744
4	SPECTRAL-UNET	0.7100000000000001	65	51	136	672	49	611	87	12	497.80833333333334	0.07424242424242425	0.3602941176470588	0.12311557788944724	1.2273800157356411
4	SPECTRAL-UNET	0.76	65	51	136	652	48	592	88	12	497.80833333333334	0.075	0.35294117647058826	0.12371134020618557	1.1892127157373151
4	SPECTRAL-UNET	0.81	65	51	136	625	47	567	89	11	497.80833333333334	0.07654723127035831	0.34558823529411764	0.12533333333333332	1.1389925841605706
4	SPECTRAL-UNET	0.8600000000000001	65	51	136	581	44	526	92	11	497.80833333333334	0.07719298245614035	0.3235294117647059	0.12464589235127478	1.0566315683747092
4	SPECTRAL-UNET	0.91	65	51	136	514	43	462	93	9	497.80833333333334	0.08514851485148515	0.3161764705882353	0.13416536661466458	0.9280680315382426
4	SPECTRAL-UNET	0.9525741268224334	65	51	136	441	41	393	95	7	497.80833333333334	0.0944700460829493	0.3014705882352941	0.14385964912280702	0.7894604683864271
4	SPECTRAL-UNET	0.9626731126558706	65	51	136	418	41	370	95	7	497.80833333333334	0.09975669099756691	0.3014705882352941	0.14990859232175502	0.7432579473358221
4	SPECTRAL-UNET	0.9706877692486436	65	51	136	395	39	349	97	7	497.80833333333334	0.10051546391752578	0.2867647058823529	0.14885496183206107	0.7010730368113565
4	SPECTRAL-UNET	0.9770226300899744	65	51	136	365	39	319	97	7	497.80833333333334	0.10893854748603352	0.2867647058823529	0.15789473684210525	0.6408088789192627
4	SPECTRAL-UNET	0.9820137900379085	65	51	136	333	36	290	100	7	497.80833333333334	0.11042944785276074	0.2647058823529412	0.15584415584415584	0.5825535262902388
4	SPECTRAL-UNET	0.9859363729567544	65	51	136	295	34	254	102	7	497.80833333333334	0.11805555555555555	0.25	0.16037735849056603	0.5102365368197265
4	SPECTRAL-UNET	0.9890130573694068	65	51	136	253	29	217	107	7	497.80833333333334	0.11788617886178862	0.21323529411764705	0.1518324607329843	0.4359107420861443
4	SPECTRAL-UNET	0.991422514586288	65	51	136	201	24	171	112	6	497.80833333333334	0.12307692307692308	0.17647058823529413	0.14501510574018128	0.34350569998493397
4	SPECTRAL-UNET	0.9933071490757153	65	51	136	133	17	110	119	6	497.80833333333334	0.13385826771653545	0.125	0.12927756653992395	0.22096857893767682
4	SPECTRAL-UNET	0.9947798743064417	65	51	136	99	14	80	122	5	497.80833333333334	0.14893617021276595	0.10294117647058823	0.12173913043478261	0.16070442104558313
4	SPECTRAL-UNET	0.995929862284104	65	51	136	72	9	59	127	4	497.80833333333334	0.1323529411764706	0.0661764705882353	0.08823529411764706	0.11851951052111756
4	SPECTRAL-UNET	0.9968273171575148	65	51	136	52	5	45	131	2	497.80833333333334	0.1	0.03676470588235294	0.053763440860215055	0.09039623683814052
4	SPECTRAL-UNET	0.9975273768433653	65	51	136	36	3	31	133	2	497.80833333333334	0.08823529411764706	0.022058823529411766	0.03529411764705882	0.062272963155163466
4	SPECTRAL-UNET	0.9980732653366725	65	51	136	18	2	16	134	0	497.80833333333334	0.1111111111111111	0.014705882352941176	0.025974025974025976	0.03214088420911663
4	SPECTRAL-UNET	0.998498817743263	65	51	136	5	1	4	135	0	497.80833333333334	0.2	0.007352941176470588	0.014184397163120567	0.008035221052279157
4	SPECTRAL-UNET	0.9988304897349445	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9990889488055994	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9992903296008995	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9994472213630764	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9995694429186754	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9996646498695336	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9997388096809043	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9997965730219448	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9998415637808975	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9998766054240137	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999038975845005	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999251537724895	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999417087343389	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999546021312976	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999646437492582	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999724643088853	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999785550515792	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.999983298578152	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999869928715335	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999898700090192	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999921107374138	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999938558253978	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999952149055051	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999962733607158	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999970976880148	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.999997739675702	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999982396567868	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.999998629042793	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999989322971299	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
4	SPECTRAL-UNET	0.9999991684719722	65	51	136	0	0	0	136	0	497.80833333333334		0.0	0.0	0.0
5	SPECTRAL-UNET	0.01	65	52	158	2026	85	1925	73	16	499.4666666666667	0.04228855721393035	0.5379746835443038	0.07841328413284133	3.8541110517885744
5	SPECTRAL-UNET	0.060000000000000005	65	52	158	968	76	878	82	14	499.4666666666667	0.07966457023060797	0.4810126582278481	0.1366906474820144	1.7578750667378535
5	SPECTRAL-UNET	0.11	65	52	158	866	74	779	84	13	499.4666666666667	0.08675263774912075	0.46835443037974683	0.14638971315529178	1.5596636412172984
5	SPECTRAL-UNET	0.16000000000000003	65	52	158	818	73	732	85	13	499.4666666666667	0.0906832298136646	0.4620253164556962	0.15160955347871236	1.4655632674853176
5	SPECTRAL-UNET	0.21000000000000002	65	52	158	784	70	701	88	13	499.4666666666667	0.0907911802853437	0.4430379746835443	0.15069967707212056	1.4034970635344366
5	SPECTRAL-UNET	0.26	65	52	158	760	70	677	88	13	499.4666666666667	0.09370816599732262	0.4430379746835443	0.15469613259668508	1.355445808862787
5	SPECTRAL-UNET	0.31000000000000005	65	52	158	744	70	662	88	12	499.4666666666667	0.09562841530054644	0.4430379746835443	0.15730337078651685	1.3254137746930057
5	SPECTRAL-UNET	0.36000000000000004	65	52	158	726	69	645	89	12	499.4666666666667	0.09663865546218488	0.43670886075949367	0.15825688073394495	1.2913774693005873
5	SPECTRAL-UNET	0.41000000000000003	65	52	158	713	69	632	89	12	499.4666666666667	0.09843081312410841	0.43670886075949367	0.16065192083818394	1.2653497063534436
5	SPECTRAL-UNET	0.46	65	52	158	701	69	620	89	12	499.4666666666667	0.10014513788098693	0.43670886075949367	0.16292798110979928	1.2413240790176188
5	SPECTRAL-UNET	0.51	65	52	158	688	69	607	89	12	499.4666666666667	0.10207100591715976	0.43670886075949367	0.16546762589928057	1.215296316070475
5	SPECTRAL-UNET	0.56	65	52	158	669	69	588	89	12	499.4666666666667	0.1050228310502283	0.43670886075949367	0.16932515337423312	1.177255739455419
5	SPECTRAL-UNET	0.6100000000000001	65	52	158	642	68	562	90	12	499.4666666666667	0.10793650793650794	0.43037974683544306	0.17258883248730963	1.1252002135611319
5	SPECTRAL-UNET	0.66	65	52	158	616	68	537	90	11	499.4666666666667	0.11239669421487604	0.43037974683544306	0.1782437745740498	1.0751468232781634
5	SPECTRAL-UNET	0.7100000000000001	65	52	158	603	67	525	91	11	499.4666666666667	0.11317567567567567	0.4240506329113924	0.17866666666666667	1.0511211959423383
5	SPECTRAL-UNET	0.76	65	52	158	592	65	516	93	11	499.4666666666667	0.11187607573149742	0.41139240506329117	0.17591339648173207	1.0331019754404698
5	SPECTRAL-UNET	0.81	65	52	158	567	64	492	94	11	499.4666666666667	0.11510791366906475	0.4050632911392405	0.1792717086834734	0.98505072076882
5	SPECTRAL-UNET	0.8600000000000001	65	52	158	546	64	471	94	11	499.4666666666667	0.11962616822429907	0.4050632911392405	0.1847041847041847	0.9430058729311265
5	SPECTRAL-UNET	0.91	65	52	158	518	63	445	95	10	499.4666666666667	0.12401574803149606	0.3987341772151899	0.1891891891891892	0.8909503470368393
5	SPECTRAL-UNET	0.9525741268224334	65	52	158	452	56	387	102	9	499.4666666666667	0.12641083521444696	0.35443037974683544	0.18635607321131448	0.7748264815803523
5	SPECTRAL-UNET	0.9626731126558706	65	52	158	432	56	367	102	9	499.4666666666667	0.13238770685579196	0.35443037974683544	0.1927710843373494	0.7347837693539775
5	SPECTRAL-UNET	0.9706877692486436	65	52	158	413	56	349	102	8	499.4666666666667	0.1382716049382716	0.35443037974683544	0.1989342806394316	0.6987453283502402
5	SPECTRAL-UNET	0.9770226300899744	65	52	158	385	56	323	102	6	499.4666666666667	0.14775725593667546	0.35443037974683544	0.2085661080074488	0.646689802455953
5	SPECTRAL-UNET	0.9820137900379085	65	52	158	360	54	301	104	5	499.4666666666667	0.15211267605633802	0.34177215189873417	0.21052631578947367	0.6026428190069407
5	SPECTRAL-UNET	0.9859363729567544	65	52	158	326	51	271	107	4	499.4666666666667	0.15838509316770186	0.3227848101265823	0.2125	0.5425787506673785
5	SPECTRAL-UNET	0.9890130573694068	65	52	158	295	48	244	110	3	499.4666666666667	0.1643835616438356	0.3037974683544304	0.21333333333333335	0.4885210891617725
5	SPECTRAL-UNET	0.991422514586288	65	52	158	250	42	205	116	3	499.4666666666667	0.1700404858299595	0.26582278481012656	0.2074074074074074	0.41043780032034166
5	SPECTRAL-UNET	0.9933071490757153	65	52	158	190	30	157	128	3	499.4666666666667	0.16042780748663102	0.189873417721519	0.17391304347826086	0.31433529097704216
5	SPECTRAL-UNET	0.9947798743064417	65	52	158	123	24	98	134	1	499.4666666666667	0.19672131147540983	0.1518987341772152	0.17142857142857143	0.1962092899092365
5	SPECTRAL-UNET	0.995929862284104	65	52	158	51	10	40	148	1	499.4666666666667	0.2	0.06329113924050633	0.09615384615384616	0.08008542445274959
5	SPECTRAL-UNET	0.9968273171575148	65	52	158	18	3	15	155	0	499.4666666666667	0.16666666666666666	0.0189873417721519	0.03409090909090909	0.030032034169781098
5	SPECTRAL-UNET	0.9975273768433653	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9980732653366725	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.998498817743263	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9988304897349445	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9990889488055994	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9992903296008995	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9994472213630764	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9995694429186754	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9996646498695336	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9997388096809043	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9997965730219448	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9998415637808975	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9998766054240137	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999038975845005	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999251537724895	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999417087343389	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999546021312976	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999646437492582	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999724643088853	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999785550515792	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.999983298578152	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999869928715335	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999898700090192	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999921107374138	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999938558253978	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999952149055051	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999962733607158	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999970976880148	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.999997739675702	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999982396567868	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.999998629042793	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999989322971299	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
5	SPECTRAL-UNET	0.9999991684719722	65	52	158	0	0	0	158	0	499.4666666666667		0.0	0.0	0.0
