transition_id	transition	boundary_onset_sec	source	channel	window_start_sec	window_end_sec	window_seconds	sfreq_hz	expected_samples	actual_samples	finite_fraction	missing_samples	min_value	p01_value	median_value	p99_value	max_value	peak_to_peak	std	mad	outlier_fraction_10mad	low_diff_fraction	quality_flag
5	Wake_to_REM	18870.0	headband	HB_1	18750.0	18990.0	240.0	256.0	61440	61440	1.0	0	-0.00016337834744792877	-6.651407644769989e-05	-1.373311970704669e-07	7.957061112382681e-05	0.00020613412680247172	0.00036951247425040046	2.2977701808175712e-05	8.239871824216066e-06	0.014469401041666666	0.01715522713585833	pass_basic
5	Wake_to_REM	18870.0	headband	HB_2	18750.0	18990.0	240.0	256.0	61440	61440	1.0	0	-0.0003494163424124515	-0.00014250400549324806	5.951018539709613e-07	0.00014261570153353159	0.00032442206454566237	0.0006738384069581139	5.0112640101348605e-05	2.1972991531242842e-05	0.009114583333333334	0.010009928547014112	pass_basic
5	Wake_to_REM	18870.0	headband	HB_PULSE	18750.0	18990.0	240.0	256.0	61440	61440	1.0	0	-16.076333257038236	-7.905127031357302	0.025749599450662766	5.823529411764699	27.263103685053775	43.33943694209201	2.8263014887536664	1.4305333028152896	0.005240885416666666	0.0861504907306434	pass_basic
5	Wake_to_REM	18870.0	psg	PSG_F3	18750.0	18990.0	240.0	256.0	61440	61440	1.0	0	-0.0011373450759746696	-0.0010404651259937434	-0.001012756525551232	-0.0009871844918898295	-0.0009507293211871516	0.00018661575478751797	9.629281855008107e-06	5.07434610513488e-06	0.0030436197916666667	0.01796904246488387	pass_basic
5	Wake_to_REM	18870.0	psg	PSG_F4	18750.0	18990.0	240.0	256.0	61440	61440	1.0	0	-0.0011901322194247349	-0.0010247886972533761	-0.0009527208751049059	-0.0008749328183413444	-0.0005954034256504158	0.000594728793774319	2.6496545315451186e-05	6.379443808651763e-06	0.025927734375	0.017041292989794756	pass_basic
5	Wake_to_REM	18870.0	psg	PSG_C3	18750.0	18990.0	240.0	256.0	61440	61440	1.0	0	-0.00021616540779736019	-2.9503379873350117e-05	-7.324330510414284e-07	3.510795757991913e-05	9.155413138017853e-05	0.0003077195391775387	1.2905373054325183e-05	7.71496147096971e-06	0.0006510416666666666	0.0071290222822637086	pass_basic
5	Wake_to_REM	18870.0	psg	PSG_C4	18750.0	18990.0	240.0	256.0	61440	61440	1.0	0	-0.001129637729503319	-0.0010026241692378123	-0.0009481210559853517	-0.0009140995666285194	-0.0005538154308537428	0.0005758222986495762	2.2578434555131286e-05	5.223501396200438e-06	0.017496744791666668	0.01793648985172285	pass_basic
5	Wake_to_REM	18870.0	psg	PSG_O1	18750.0	18990.0	240.0	256.0	61440	61440	1.0	0	-0.0001719264515144579	-2.7490653849088275e-05	-6.347753109025713e-07	5.098808270389873e-05	0.0002544472419317922	0.0004263736934462501	1.6355929658712762e-05	6.5430685893034245e-06	0.008089192708333333	0.020736014583570696	pass_basic
5	Wake_to_REM	18870.0	psg	PSG_O2	18750.0	18990.0	240.0	256.0	61440	61440	1.0	0	-0.001497450439844358	-0.0013573851860440985	-0.001342477390920882	-0.0013279663812191958	-0.001271452800466926	0.000225997639377432	6.07287733033235e-06	3.060916108949376e-06	0.0037923177083333333	0.02327511841013037	pass_basic
5	Wake_to_REM	18870.0	psg	PSG_EOG	18750.0	18990.0	240.0	256.0	61440	61440	1.0	0	-0.0003608131876859694	-6.993104890638601e-05	0.00020749922571145177	0.0005176994712956436	0.0006627153545586326	0.001023528542244602	7.919629850929751e-05	1.397577660791944e-05	0.06775716145833334	0.02954149644362701	many_extreme_points
