outer_fold	candidate	threshold	recordings	pid	reference_events	predicted_events	true_positive	false_positive	false_negative	ignored_predictions	supported_hours	precision	recall	f1	false_alarms_per_hour
3	TCN-CRF	0.9999962733607158	66	51	147	47	3	42	144	2	503.6166666666667	0.06666666666666667	0.02040816326530612	0.03125	0.08339676341132475
3	TCN-CRF	0.9999970976880148	66	51	147	46	3	41	144	2	503.6166666666667	0.06818181818181818	0.02040816326530612	0.031413612565445025	0.0814111261872456
3	TCN-CRF	0.999997739675702	66	51	147	45	2	41	145	2	503.6166666666667	0.046511627906976744	0.013605442176870748	0.021052631578947368	0.0814111261872456
3	TCN-CRF	0.9999982396567868	66	51	147	44	2	40	145	2	503.6166666666667	0.047619047619047616	0.013605442176870748	0.021164021164021163	0.07942548896316642
3	TCN-CRF	0.999998629042793	66	51	147	43	2	39	145	2	503.6166666666667	0.04878048780487805	0.013605442176870748	0.02127659574468085	0.07743985173908727
3	TCN-CRF	0.9999989322971299	66	51	147	39	1	37	146	1	503.6166666666667	0.02631578947368421	0.006802721088435374	0.010810810810810811	0.07346857729092894
3	TCN-CRF	0.9999991684719722	66	51	147	39	1	37	146	1	503.6166666666667	0.02631578947368421	0.006802721088435374	0.010810810810810811	0.07346857729092894
3	BLSTM-2H	0.01	66	51	147	1844	70	1762	77	12	503.6166666666667	0.03820960698689956	0.47619047619047616	0.07074279939363315	3.4986927888274812
3	BLSTM-2H	0.060000000000000005	66	51	147	1401	66	1323	81	12	503.6166666666667	0.047516198704103674	0.4489795918367347	0.0859375	2.6269980474567296
3	BLSTM-2H	0.11	66	51	147	1291	68	1212	79	11	503.6166666666667	0.053125	0.46258503401360546	0.09530483531885074	2.406592315583943
3	BLSTM-2H	0.16000000000000003	66	51	147	1175	68	1096	79	11	503.6166666666667	0.058419243986254296	0.46258503401360546	0.10373760488176964	2.17625839759076
3	BLSTM-2H	0.21000000000000002	66	51	147	1095	66	1018	81	11	503.6166666666667	0.06088560885608856	0.4489795918367347	0.10722989439480098	2.0213786941125855
3	BLSTM-2H	0.26	66	51	147	1046	66	970	81	10	503.6166666666667	0.0637065637065637	0.4489795918367347	0.11158072696534235	1.9260681073567858
3	BLSTM-2H	0.31000000000000005	66	51	147	993	64	919	83	10	503.6166666666667	0.06510681586978637	0.43537414965986393	0.11327433628318584	1.8248006089287487
3	BLSTM-2H	0.36000000000000004	66	51	147	936	62	865	85	9	503.6166666666667	0.0668824163969795	0.4217687074829932	0.1154562383612663	1.7175761988284741
3	BLSTM-2H	0.41000000000000003	66	51	147	908	61	838	86	9	503.6166666666667	0.067853170189099	0.41496598639455784	0.11663479923518165	1.6639639937783366
3	BLSTM-2H	0.46	66	51	147	848	58	781	89	9	503.6166666666667	0.06912991656734208	0.3945578231292517	0.11764705882352941	1.5507826720058244
3	BLSTM-2H	0.51	66	51	147	793	54	731	93	8	503.6166666666667	0.06878980891719745	0.3673469387755102	0.11587982832618025	1.4515008108018665
3	BLSTM-2H	0.56	66	51	147	743	53	683	94	7	503.6166666666667	0.07201086956521739	0.36054421768707484	0.12004530011325028	1.3561902240460668
3	BLSTM-2H	0.6100000000000001	66	51	147	713	53	653	94	7	503.6166666666667	0.07507082152974505	0.36054421768707484	0.1242672919109027	1.296621107323692
3	BLSTM-2H	0.66	66	51	147	665	52	606	95	7	503.6166666666667	0.0790273556231003	0.35374149659863946	0.12919254658385093	1.2032961577919714
3	BLSTM-2H	0.7100000000000001	66	51	147	620	51	562	96	7	503.6166666666667	0.08319738988580751	0.3469387755102041	0.13421052631578947	1.1159281199324884
3	BLSTM-2H	0.76	66	51	147	568	50	512	97	6	503.6166666666667	0.08896797153024912	0.3401360544217687	0.14104372355430184	1.0166462587285303
3	BLSTM-2H	0.81	66	51	147	515	49	459	98	7	503.6166666666667	0.09645669291338582	0.3333333333333333	0.14961832061068703	0.9114074858523348
3	BLSTM-2H	0.8600000000000001	66	51	147	456	47	402	100	7	503.6166666666667	0.10467706013363029	0.3197278911564626	0.15771812080536912	0.7982261640798226
3	BLSTM-2H	0.91	66	51	147	380	45	328	102	7	503.6166666666667	0.12064343163538874	0.30612244897959184	0.17307692307692307	0.6512890094979648
3	BLSTM-2H	0.9525741268224334	66	51	147	288	38	244	109	6	503.6166666666667	0.1347517730496454	0.2585034013605442	0.17715617715617715	0.4844954826753152
3	BLSTM-2H	0.9626731126558706	66	51	147	260	37	217	110	6	503.6166666666667	0.14566929133858267	0.25170068027210885	0.18453865336658354	0.43088327762517786
3	BLSTM-2H	0.9706877692486436	66	51	147	231	32	193	115	6	503.6166666666667	0.14222222222222222	0.21768707482993196	0.17204301075268819	0.383227984247278
3	BLSTM-2H	0.9770226300899744	66	51	147	201	29	166	118	6	503.6166666666667	0.14871794871794872	0.19727891156462585	0.1695906432748538	0.3296157791971407
3	BLSTM-2H	0.9820137900379085	66	51	147	175	25	145	122	5	503.6166666666667	0.14705882352941177	0.17006802721088435	0.15772870662460567	0.2879173974914783
3	BLSTM-2H	0.9859363729567544	66	51	147	142	24	113	123	5	503.6166666666667	0.17518248175182483	0.16326530612244897	0.16901408450704225	0.22437700632094515
3	BLSTM-2H	0.9890130573694068	66	51	147	115	20	90	127	5	503.6166666666667	0.18181818181818182	0.1360544217687075	0.1556420233463035	0.17870735016712447
3	BLSTM-2H	0.991422514586288	66	51	147	99	16	79	131	4	503.6166666666667	0.16842105263157894	0.10884353741496598	0.1322314049586777	0.1568653407022537
3	BLSTM-2H	0.9933071490757153	66	51	147	85	14	68	133	3	503.6166666666667	0.17073170731707318	0.09523809523809523	0.1222707423580786	0.13502333123738292
3	BLSTM-2H	0.9947798743064417	66	51	147	65	11	51	136	3	503.6166666666667	0.1774193548387097	0.07482993197278912	0.10526315789473684	0.1012674984280372
3	BLSTM-2H	0.995929862284104	66	51	147	52	8	41	139	3	503.6166666666667	0.16326530612244897	0.05442176870748299	0.08163265306122448	0.0814111261872456
3	BLSTM-2H	0.9968273171575148	66	51	147	34	2	30	145	2	503.6166666666667	0.0625	0.013605442176870748	0.0223463687150838	0.05956911672237482
3	BLSTM-2H	0.9975273768433653	66	51	147	19	1	17	146	1	503.6166666666667	0.05555555555555555	0.006802721088435374	0.012121212121212121	0.03375583280934573
3	BLSTM-2H	0.9980732653366725	66	51	147	13	1	11	146	1	503.6166666666667	0.08333333333333333	0.006802721088435374	0.012578616352201259	0.02184200946487077
3	BLSTM-2H	0.998498817743263	66	51	147	11	1	9	146	1	503.6166666666667	0.1	0.006802721088435374	0.012738853503184714	0.017870735016712446
3	BLSTM-2H	0.9988304897349445	66	51	147	8	1	6	146	1	503.6166666666667	0.14285714285714285	0.006802721088435374	0.012987012987012988	0.011913823344474965
3	BLSTM-2H	0.9990889488055994	66	51	147	7	1	6	146	0	503.6166666666667	0.14285714285714285	0.006802721088435374	0.012987012987012988	0.011913823344474965
3	BLSTM-2H	0.9992903296008995	66	51	147	7	1	6	146	0	503.6166666666667	0.14285714285714285	0.006802721088435374	0.012987012987012988	0.011913823344474965
3	BLSTM-2H	0.9994472213630764	66	51	147	5	1	4	146	0	503.6166666666667	0.2	0.006802721088435374	0.013157894736842105	0.007942548896316643
3	BLSTM-2H	0.9995694429186754	66	51	147	3	1	2	146	0	503.6166666666667	0.3333333333333333	0.006802721088435374	0.013333333333333334	0.0039712744481583215
3	BLSTM-2H	0.9996646498695336	66	51	147	1	0	1	147	0	503.6166666666667	0.0	0.0	0.0	0.0019856372240791608
3	BLSTM-2H	0.9997388096809043	66	51	147	0	0	0	147	0	503.6166666666667		0.0	0.0	0.0
3	BLSTM-2H	0.9997965730219448	66	51	147	0	0	0	147	0	503.6166666666667		0.0	0.0	0.0
3	BLSTM-2H	0.9998415637808975	66	51	147	0	0	0	147	0	503.6166666666667		0.0	0.0	0.0
3	BLSTM-2H	0.9998766054240137	66	51	147	0	0	0	147	0	503.6166666666667		0.0	0.0	0.0
3	BLSTM-2H	0.9999038975845005	66	51	147	0	0	0	147	0	503.6166666666667		0.0	0.0	0.0
3	BLSTM-2H	0.9999251537724895	66	51	147	0	0	0	147	0	503.6166666666667		0.0	0.0	0.0
3	BLSTM-2H	0.9999417087343389	66	51	147	0	0	0	147	0	503.6166666666667		0.0	0.0	0.0
3	BLSTM-2H	0.9999546021312976	66	51	147	0	0	0	147	0	503.6166666666667		0.0	0.0	0.0
