subject	role	exists	bytes	relative_path
sub-33	headband_channels	True	237	sub-33/eeg/sub-33_task-Sleep_acq-headband_channels.tsv
sub-33	headband_sidecar	True	513	sub-33/eeg/sub-33_task-Sleep_acq-headband_eeg.json
sub-33	headband_events_json	True	837	sub-33/eeg/sub-33_task-Sleep_acq-headband_events.json
sub-33	headband_events_tsv	True	25665	sub-33/eeg/sub-33_task-Sleep_acq-headband_events.tsv
sub-33	psg_channels	True	327	sub-33/eeg/sub-33_task-Sleep_acq-psg_channels.tsv
sub-33	psg_sidecar	True	498	sub-33/eeg/sub-33_task-Sleep_acq-psg_eeg.json
sub-33	psg_events_json	True	1022	sub-33/eeg/sub-33_task-Sleep_acq-psg_events.json
sub-33	psg_events_tsv	True	27427	sub-33/eeg/sub-33_task-Sleep_acq-psg_events.tsv
sub-34	scan_metadata	True	93	sub-34/sub-34_scans.tsv
sub-34	headband_channels	True	237	sub-34/eeg/sub-34_task-Sleep_acq-headband_channels.tsv
sub-34	headband_sidecar	True	513	sub-34/eeg/sub-34_task-Sleep_acq-headband_eeg.json
sub-34	headband_events_json	True	837	sub-34/eeg/sub-34_task-Sleep_acq-headband_events.json
sub-34	headband_events_tsv	True	27589	sub-34/eeg/sub-34_task-Sleep_acq-headband_events.tsv
sub-34	psg_channels	True	265	sub-34/eeg/sub-34_task-Sleep_acq-psg_channels.tsv
sub-34	psg_sidecar	True	497	sub-34/eeg/sub-34_task-Sleep_acq-psg_eeg.json
sub-34	psg_events_json	True	1022	sub-34/eeg/sub-34_task-Sleep_acq-psg_events.json
sub-34	psg_events_tsv	True	29459	sub-34/eeg/sub-34_task-Sleep_acq-psg_events.tsv
sub-35	scan_metadata	True	93	sub-35/sub-35_scans.tsv
sub-35	headband_channels	True	237	sub-35/eeg/sub-35_task-Sleep_acq-headband_channels.tsv
sub-35	headband_sidecar	True	513	sub-35/eeg/sub-35_task-Sleep_acq-headband_eeg.json
sub-35	headband_events_json	True	837	sub-35/eeg/sub-35_task-Sleep_acq-headband_events.json
sub-35	headband_events_tsv	True	25701	sub-35/eeg/sub-35_task-Sleep_acq-headband_events.tsv
sub-35	psg_channels	True	327	sub-35/eeg/sub-35_task-Sleep_acq-psg_channels.tsv
sub-35	psg_sidecar	True	498	sub-35/eeg/sub-35_task-Sleep_acq-psg_eeg.json
sub-35	psg_events_json	True	1022	sub-35/eeg/sub-35_task-Sleep_acq-psg_events.json
sub-35	psg_events_tsv	True	27437	sub-35/eeg/sub-35_task-Sleep_acq-psg_events.tsv
sub-36	scan_metadata	True	93	sub-36/sub-36_scans.tsv
sub-36	headband_channels	True	237	sub-36/eeg/sub-36_task-Sleep_acq-headband_channels.tsv
sub-36	headband_sidecar	True	513	sub-36/eeg/sub-36_task-Sleep_acq-headband_eeg.json
sub-36	headband_events_json	True	837	sub-36/eeg/sub-36_task-Sleep_acq-headband_events.json
sub-36	headband_events_tsv	True	26244	sub-36/eeg/sub-36_task-Sleep_acq-headband_events.tsv
sub-36	psg_channels	True	327	sub-36/eeg/sub-36_task-Sleep_acq-psg_channels.tsv
sub-36	psg_sidecar	True	498	sub-36/eeg/sub-36_task-Sleep_acq-psg_eeg.json
sub-36	psg_events_json	True	1022	sub-36/eeg/sub-36_task-Sleep_acq-psg_events.json
sub-36	psg_events_tsv	True	28035	sub-36/eeg/sub-36_task-Sleep_acq-psg_events.tsv
sub-37	scan_metadata	True	93	sub-37/sub-37_scans.tsv
sub-37	headband_channels	True	237	sub-37/eeg/sub-37_task-Sleep_acq-headband_channels.tsv
sub-37	headband_sidecar	True	513	sub-37/eeg/sub-37_task-Sleep_acq-headband_eeg.json
sub-37	headband_events_json	True	837	sub-37/eeg/sub-37_task-Sleep_acq-headband_events.json
sub-37	headband_events_tsv	True	25095	sub-37/eeg/sub-37_task-Sleep_acq-headband_events.tsv
sub-37	psg_channels	True	327	sub-37/eeg/sub-37_task-Sleep_acq-psg_channels.tsv
sub-37	psg_sidecar	True	498	sub-37/eeg/sub-37_task-Sleep_acq-psg_eeg.json
sub-37	psg_events_json	True	1022	sub-37/eeg/sub-37_task-Sleep_acq-psg_events.json
sub-37	psg_events_tsv	True	26819	sub-37/eeg/sub-37_task-Sleep_acq-psg_events.tsv
sub-38	scan_metadata	True	93	sub-38/sub-38_scans.tsv
sub-38	headband_channels	True	237	sub-38/eeg/sub-38_task-Sleep_acq-headband_channels.tsv
sub-38	headband_sidecar	True	513	sub-38/eeg/sub-38_task-Sleep_acq-headband_eeg.json
sub-38	headband_events_json	True	837	sub-38/eeg/sub-38_task-Sleep_acq-headband_events.json
sub-38	headband_events_tsv	True	24916	sub-38/eeg/sub-38_task-Sleep_acq-headband_events.tsv
sub-38	psg_channels	True	327	sub-38/eeg/sub-38_task-Sleep_acq-psg_channels.tsv
sub-38	psg_sidecar	True	498	sub-38/eeg/sub-38_task-Sleep_acq-psg_eeg.json
sub-38	psg_events_json	True	1022	sub-38/eeg/sub-38_task-Sleep_acq-psg_events.json
sub-38	psg_events_tsv	True	26627	sub-38/eeg/sub-38_task-Sleep_acq-psg_events.tsv
sub-39	scan_metadata	True	93	sub-39/sub-39_scans.tsv
sub-39	headband_channels	True	237	sub-39/eeg/sub-39_task-Sleep_acq-headband_channels.tsv
sub-39	headband_sidecar	True	513	sub-39/eeg/sub-39_task-Sleep_acq-headband_eeg.json
sub-39	headband_events_json	True	837	sub-39/eeg/sub-39_task-Sleep_acq-headband_events.json
sub-39	headband_events_tsv	True	26596	sub-39/eeg/sub-39_task-Sleep_acq-headband_events.tsv
sub-39	psg_channels	True	327	sub-39/eeg/sub-39_task-Sleep_acq-psg_channels.tsv
sub-39	psg_sidecar	True	498	sub-39/eeg/sub-39_task-Sleep_acq-psg_eeg.json
sub-39	psg_events_json	True	1022	sub-39/eeg/sub-39_task-Sleep_acq-psg_events.json
sub-39	psg_events_tsv	True	28425	sub-39/eeg/sub-39_task-Sleep_acq-psg_events.tsv
sub-40	scan_metadata	True	93	sub-40/sub-40_scans.tsv
sub-40	headband_channels	True	237	sub-40/eeg/sub-40_task-Sleep_acq-headband_channels.tsv
sub-40	headband_sidecar	True	513	sub-40/eeg/sub-40_task-Sleep_acq-headband_eeg.json
sub-40	headband_events_json	True	837	sub-40/eeg/sub-40_task-Sleep_acq-headband_events.json
sub-40	headband_events_tsv	True	24375	sub-40/eeg/sub-40_task-Sleep_acq-headband_events.tsv
sub-40	psg_channels	True	327	sub-40/eeg/sub-40_task-Sleep_acq-psg_channels.tsv
sub-40	psg_sidecar	True	498	sub-40/eeg/sub-40_task-Sleep_acq-psg_eeg.json
sub-40	psg_events_json	True	1022	sub-40/eeg/sub-40_task-Sleep_acq-psg_events.json
sub-40	psg_events_tsv	True	26061	sub-40/eeg/sub-40_task-Sleep_acq-psg_events.tsv
sub-41	scan_metadata	True	93	sub-41/sub-41_scans.tsv
sub-41	headband_channels	True	237	sub-41/eeg/sub-41_task-Sleep_acq-headband_channels.tsv
sub-41	headband_sidecar	True	513	sub-41/eeg/sub-41_task-Sleep_acq-headband_eeg.json
sub-41	headband_events_json	True	837	sub-41/eeg/sub-41_task-Sleep_acq-headband_events.json
sub-41	headband_events_tsv	True	26865	sub-41/eeg/sub-41_task-Sleep_acq-headband_events.tsv
sub-41	psg_channels	True	327	sub-41/eeg/sub-41_task-Sleep_acq-psg_channels.tsv
sub-41	psg_sidecar	True	498	sub-41/eeg/sub-41_task-Sleep_acq-psg_eeg.json
sub-41	psg_events_json	True	1022	sub-41/eeg/sub-41_task-Sleep_acq-psg_events.json
sub-41	psg_events_tsv	True	28707	sub-41/eeg/sub-41_task-Sleep_acq-psg_events.tsv
sub-42	scan_metadata	True	93	sub-42/sub-42_scans.tsv
sub-42	headband_channels	True	237	sub-42/eeg/sub-42_task-Sleep_acq-headband_channels.tsv
sub-42	headband_sidecar	True	513	sub-42/eeg/sub-42_task-Sleep_acq-headband_eeg.json
sub-42	headband_events_json	True	837	sub-42/eeg/sub-42_task-Sleep_acq-headband_events.json
sub-42	headband_events_tsv	True	26205	sub-42/eeg/sub-42_task-Sleep_acq-headband_events.tsv
sub-42	psg_channels	True	327	sub-42/eeg/sub-42_task-Sleep_acq-psg_channels.tsv
sub-42	psg_sidecar	True	498	sub-42/eeg/sub-42_task-Sleep_acq-psg_eeg.json
sub-42	psg_events_json	True	1022	sub-42/eeg/sub-42_task-Sleep_acq-psg_events.json
sub-42	psg_events_tsv	True	28029	sub-42/eeg/sub-42_task-Sleep_acq-psg_events.tsv
sub-43	scan_metadata	True	93	sub-43/sub-43_scans.tsv
sub-43	headband_channels	True	237	sub-43/eeg/sub-43_task-Sleep_acq-headband_channels.tsv
sub-43	headband_sidecar	True	513	sub-43/eeg/sub-43_task-Sleep_acq-headband_eeg.json
sub-43	headband_events_json	True	837	sub-43/eeg/sub-43_task-Sleep_acq-headband_events.json
sub-43	headband_events_tsv	True	24589	sub-43/eeg/sub-43_task-Sleep_acq-headband_events.tsv
sub-43	psg_channels	True	327	sub-43/eeg/sub-43_task-Sleep_acq-psg_channels.tsv
sub-43	psg_sidecar	True	498	sub-43/eeg/sub-43_task-Sleep_acq-psg_eeg.json
sub-43	psg_events_json	True	1022	sub-43/eeg/sub-43_task-Sleep_acq-psg_events.json
sub-43	psg_events_tsv	True	26289	sub-43/eeg/sub-43_task-Sleep_acq-psg_events.tsv
sub-44	scan_metadata	True	93	sub-44/sub-44_scans.tsv
sub-44	headband_channels	True	237	sub-44/eeg/sub-44_task-Sleep_acq-headband_channels.tsv
sub-44	headband_sidecar	True	513	sub-44/eeg/sub-44_task-Sleep_acq-headband_eeg.json
sub-44	headband_events_json	True	837	sub-44/eeg/sub-44_task-Sleep_acq-headband_events.json
sub-44	headband_events_tsv	True	24886	sub-44/eeg/sub-44_task-Sleep_acq-headband_events.tsv
sub-44	psg_channels	True	265	sub-44/eeg/sub-44_task-Sleep_acq-psg_channels.tsv
sub-44	psg_sidecar	True	497	sub-44/eeg/sub-44_task-Sleep_acq-psg_eeg.json
sub-44	psg_events_json	True	1022	sub-44/eeg/sub-44_task-Sleep_acq-psg_events.json
sub-44	psg_events_tsv	True	26595	sub-44/eeg/sub-44_task-Sleep_acq-psg_events.tsv
sub-45	scan_metadata	True	93	sub-45/sub-45_scans.tsv
sub-45	headband_channels	True	237	sub-45/eeg/sub-45_task-Sleep_acq-headband_channels.tsv
sub-45	headband_sidecar	True	513	sub-45/eeg/sub-45_task-Sleep_acq-headband_eeg.json
sub-45	headband_events_json	True	837	sub-45/eeg/sub-45_task-Sleep_acq-headband_events.json
sub-45	headband_events_tsv	True	24016	sub-45/eeg/sub-45_task-Sleep_acq-headband_events.tsv
sub-45	psg_channels	True	265	sub-45/eeg/sub-45_task-Sleep_acq-psg_channels.tsv
sub-45	psg_sidecar	True	497	sub-45/eeg/sub-45_task-Sleep_acq-psg_eeg.json
sub-45	psg_events_json	True	1022	sub-45/eeg/sub-45_task-Sleep_acq-psg_events.json
sub-45	psg_events_tsv	True	25684	sub-45/eeg/sub-45_task-Sleep_acq-psg_events.tsv
sub-46	scan_metadata	True	93	sub-46/sub-46_scans.tsv
sub-46	headband_channels	True	237	sub-46/eeg/sub-46_task-Sleep_acq-headband_channels.tsv
sub-46	headband_sidecar	True	513	sub-46/eeg/sub-46_task-Sleep_acq-headband_eeg.json
sub-46	headband_events_json	True	837	sub-46/eeg/sub-46_task-Sleep_acq-headband_events.json
sub-46	headband_events_tsv	True	28426	sub-46/eeg/sub-46_task-Sleep_acq-headband_events.tsv
sub-46	psg_channels	True	265	sub-46/eeg/sub-46_task-Sleep_acq-psg_channels.tsv
sub-46	psg_sidecar	True	497	sub-46/eeg/sub-46_task-Sleep_acq-psg_eeg.json
sub-46	psg_events_json	True	1022	sub-46/eeg/sub-46_task-Sleep_acq-psg_events.json
sub-46	psg_events_tsv	True	30371	sub-46/eeg/sub-46_task-Sleep_acq-psg_events.tsv
sub-47	scan_metadata	True	93	sub-47/sub-47_scans.tsv
sub-47	headband_channels	True	237	sub-47/eeg/sub-47_task-Sleep_acq-headband_channels.tsv
sub-47	headband_sidecar	True	513	sub-47/eeg/sub-47_task-Sleep_acq-headband_eeg.json
sub-47	headband_events_json	True	837	sub-47/eeg/sub-47_task-Sleep_acq-headband_events.json
sub-47	headband_events_tsv	True	23746	sub-47/eeg/sub-47_task-Sleep_acq-headband_events.tsv
sub-47	psg_channels	True	327	sub-47/eeg/sub-47_task-Sleep_acq-psg_channels.tsv
sub-47	psg_sidecar	True	498	sub-47/eeg/sub-47_task-Sleep_acq-psg_eeg.json
sub-47	psg_events_json	True	1022	sub-47/eeg/sub-47_task-Sleep_acq-psg_events.json
sub-47	psg_events_tsv	True	25392	sub-47/eeg/sub-47_task-Sleep_acq-psg_events.tsv
sub-48	scan_metadata	True	93	sub-48/sub-48_scans.tsv
sub-48	headband_channels	True	237	sub-48/eeg/sub-48_task-Sleep_acq-headband_channels.tsv
sub-48	headband_sidecar	True	513	sub-48/eeg/sub-48_task-Sleep_acq-headband_eeg.json
sub-48	headband_events_json	True	837	sub-48/eeg/sub-48_task-Sleep_acq-headband_events.json
sub-48	headband_events_tsv	True	30853	sub-48/eeg/sub-48_task-Sleep_acq-headband_events.tsv
sub-48	psg_channels	True	327	sub-48/eeg/sub-48_task-Sleep_acq-psg_channels.tsv
sub-48	psg_sidecar	True	498	sub-48/eeg/sub-48_task-Sleep_acq-psg_eeg.json
sub-48	psg_events_json	True	1022	sub-48/eeg/sub-48_task-Sleep_acq-psg_events.json
sub-48	psg_events_tsv	True	32932	sub-48/eeg/sub-48_task-Sleep_acq-psg_events.tsv
sub-49	scan_metadata	True	93	sub-49/sub-49_scans.tsv
sub-49	headband_channels	True	237	sub-49/eeg/sub-49_task-Sleep_acq-headband_channels.tsv
sub-49	headband_sidecar	True	513	sub-49/eeg/sub-49_task-Sleep_acq-headband_eeg.json
sub-49	headband_events_json	True	837	sub-49/eeg/sub-49_task-Sleep_acq-headband_events.json
sub-49	headband_events_tsv	True	26475	sub-49/eeg/sub-49_task-Sleep_acq-headband_events.tsv
sub-49	psg_channels	True	265	sub-49/eeg/sub-49_task-Sleep_acq-psg_channels.tsv
sub-49	psg_sidecar	True	497	sub-49/eeg/sub-49_task-Sleep_acq-psg_eeg.json
sub-49	psg_events_json	True	1022	sub-49/eeg/sub-49_task-Sleep_acq-psg_events.json
sub-49	psg_events_tsv	True	28259	sub-49/eeg/sub-49_task-Sleep_acq-psg_events.tsv
sub-50	scan_metadata	True	93	sub-50/sub-50_scans.tsv
sub-50	headband_channels	True	237	sub-50/eeg/sub-50_task-Sleep_acq-headband_channels.tsv
sub-50	headband_sidecar	True	513	sub-50/eeg/sub-50_task-Sleep_acq-headband_eeg.json
sub-50	headband_events_json	True	837	sub-50/eeg/sub-50_task-Sleep_acq-headband_events.json
sub-50	headband_events_tsv	True	26241	sub-50/eeg/sub-50_task-Sleep_acq-headband_events.tsv
sub-50	psg_channels	True	327	sub-50/eeg/sub-50_task-Sleep_acq-psg_channels.tsv
sub-50	psg_sidecar	True	498	sub-50/eeg/sub-50_task-Sleep_acq-psg_eeg.json
sub-50	psg_events_json	True	1022	sub-50/eeg/sub-50_task-Sleep_acq-psg_events.json
sub-50	psg_events_tsv	True	28046	sub-50/eeg/sub-50_task-Sleep_acq-psg_events.tsv
sub-51	scan_metadata	True	93	sub-51/sub-51_scans.tsv
sub-51	headband_channels	True	237	sub-51/eeg/sub-51_task-Sleep_acq-headband_channels.tsv
sub-51	headband_sidecar	True	513	sub-51/eeg/sub-51_task-Sleep_acq-headband_eeg.json
sub-51	headband_events_json	True	837	sub-51/eeg/sub-51_task-Sleep_acq-headband_events.json
sub-51	headband_events_tsv	True	26235	sub-51/eeg/sub-51_task-Sleep_acq-headband_events.tsv
sub-51	psg_channels	True	265	sub-51/eeg/sub-51_task-Sleep_acq-psg_channels.tsv
sub-51	psg_sidecar	True	497	sub-51/eeg/sub-51_task-Sleep_acq-psg_eeg.json
sub-51	psg_events_json	True	1022	sub-51/eeg/sub-51_task-Sleep_acq-psg_events.json
sub-51	psg_events_tsv	True	28035	sub-51/eeg/sub-51_task-Sleep_acq-psg_events.tsv
sub-52	scan_metadata	True	93	sub-52/sub-52_scans.tsv
sub-52	headband_channels	True	237	sub-52/eeg/sub-52_task-Sleep_acq-headband_channels.tsv
sub-52	headband_sidecar	True	513	sub-52/eeg/sub-52_task-Sleep_acq-headband_eeg.json
sub-52	headband_events_json	True	837	sub-52/eeg/sub-52_task-Sleep_acq-headband_events.json
sub-52	headband_events_tsv	True	27075	sub-52/eeg/sub-52_task-Sleep_acq-headband_events.tsv
sub-52	psg_channels	True	265	sub-52/eeg/sub-52_task-Sleep_acq-psg_channels.tsv
sub-52	psg_sidecar	True	497	sub-52/eeg/sub-52_task-Sleep_acq-psg_eeg.json
sub-52	psg_events_json	True	1022	sub-52/eeg/sub-52_task-Sleep_acq-psg_events.json
sub-52	psg_events_tsv	True	28931	sub-52/eeg/sub-52_task-Sleep_acq-psg_events.tsv
sub-53	scan_metadata	True	93	sub-53/sub-53_scans.tsv
sub-53	headband_channels	True	237	sub-53/eeg/sub-53_task-Sleep_acq-headband_channels.tsv
sub-53	headband_sidecar	True	513	sub-53/eeg/sub-53_task-Sleep_acq-headband_eeg.json
sub-53	headband_events_json	True	837	sub-53/eeg/sub-53_task-Sleep_acq-headband_events.json
sub-53	headband_events_tsv	True	19421	sub-53/eeg/sub-53_task-Sleep_acq-headband_events.tsv
sub-53	psg_channels	True	327	sub-53/eeg/sub-53_task-Sleep_acq-psg_channels.tsv
sub-53	psg_sidecar	True	498	sub-53/eeg/sub-53_task-Sleep_acq-psg_eeg.json
sub-53	psg_events_json	True	1022	sub-53/eeg/sub-53_task-Sleep_acq-psg_events.json
sub-53	psg_events_tsv	True	20715	sub-53/eeg/sub-53_task-Sleep_acq-psg_events.tsv
sub-54	scan_metadata	True	93	sub-54/sub-54_scans.tsv
sub-54	headband_channels	True	237	sub-54/eeg/sub-54_task-Sleep_acq-headband_channels.tsv
sub-54	headband_sidecar	True	513	sub-54/eeg/sub-54_task-Sleep_acq-headband_eeg.json
sub-54	headband_events_json	True	837	sub-54/eeg/sub-54_task-Sleep_acq-headband_events.json
sub-54	headband_events_tsv	True	23086	sub-54/eeg/sub-54_task-Sleep_acq-headband_events.tsv
sub-54	psg_channels	True	327	sub-54/eeg/sub-54_task-Sleep_acq-psg_channels.tsv
sub-54	psg_sidecar	True	498	sub-54/eeg/sub-54_task-Sleep_acq-psg_eeg.json
sub-54	psg_events_json	True	1022	sub-54/eeg/sub-54_task-Sleep_acq-psg_events.json
sub-54	psg_events_tsv	True	24680	sub-54/eeg/sub-54_task-Sleep_acq-psg_events.tsv
sub-55	scan_metadata	True	93	sub-55/sub-55_scans.tsv
sub-55	headband_channels	True	237	sub-55/eeg/sub-55_task-Sleep_acq-headband_channels.tsv
sub-55	headband_sidecar	True	513	sub-55/eeg/sub-55_task-Sleep_acq-headband_eeg.json
sub-55	headband_events_json	True	837	sub-55/eeg/sub-55_task-Sleep_acq-headband_events.json
sub-55	headband_events_tsv	True	31779	sub-55/eeg/sub-55_task-Sleep_acq-headband_events.tsv
sub-55	psg_channels	True	265	sub-55/eeg/sub-55_task-Sleep_acq-psg_channels.tsv
sub-55	psg_sidecar	True	497	sub-55/eeg/sub-55_task-Sleep_acq-psg_eeg.json
sub-55	psg_events_json	True	1022	sub-55/eeg/sub-55_task-Sleep_acq-psg_events.json
sub-55	psg_events_tsv	True	33731	sub-55/eeg/sub-55_task-Sleep_acq-psg_events.tsv
sub-56	scan_metadata	True	93	sub-56/sub-56_scans.tsv
sub-56	headband_channels	True	237	sub-56/eeg/sub-56_task-Sleep_acq-headband_channels.tsv
sub-56	headband_sidecar	True	513	sub-56/eeg/sub-56_task-Sleep_acq-headband_eeg.json
sub-56	headband_events_json	True	837	sub-56/eeg/sub-56_task-Sleep_acq-headband_events.json
sub-56	headband_events_tsv	True	28137	sub-56/eeg/sub-56_task-Sleep_acq-headband_events.tsv
sub-56	psg_channels	True	265	sub-56/eeg/sub-56_task-Sleep_acq-psg_channels.tsv
sub-56	psg_sidecar	True	497	sub-56/eeg/sub-56_task-Sleep_acq-psg_eeg.json
sub-56	psg_events_json	True	1022	sub-56/eeg/sub-56_task-Sleep_acq-psg_events.json
sub-56	psg_events_tsv	True	30051	sub-56/eeg/sub-56_task-Sleep_acq-psg_events.tsv
sub-57	scan_metadata	True	93	sub-57/sub-57_scans.tsv
sub-57	headband_channels	True	237	sub-57/eeg/sub-57_task-Sleep_acq-headband_channels.tsv
sub-57	headband_sidecar	True	513	sub-57/eeg/sub-57_task-Sleep_acq-headband_eeg.json
sub-57	headband_events_json	True	837	sub-57/eeg/sub-57_task-Sleep_acq-headband_events.json
sub-57	headband_events_tsv	True	30796	sub-57/eeg/sub-57_task-Sleep_acq-headband_events.tsv
sub-57	psg_channels	True	265	sub-57/eeg/sub-57_task-Sleep_acq-psg_channels.tsv
sub-57	psg_sidecar	True	497	sub-57/eeg/sub-57_task-Sleep_acq-psg_eeg.json
sub-57	psg_events_json	True	1022	sub-57/eeg/sub-57_task-Sleep_acq-psg_events.json
sub-57	psg_events_tsv	True	32419	sub-57/eeg/sub-57_task-Sleep_acq-psg_events.tsv
sub-58	scan_metadata	True	93	sub-58/sub-58_scans.tsv
sub-58	headband_channels	True	237	sub-58/eeg/sub-58_task-Sleep_acq-headband_channels.tsv
sub-58	headband_sidecar	True	513	sub-58/eeg/sub-58_task-Sleep_acq-headband_eeg.json
sub-58	headband_events_json	True	837	sub-58/eeg/sub-58_task-Sleep_acq-headband_events.json
sub-58	headband_events_tsv	True	29541	sub-58/eeg/sub-58_task-Sleep_acq-headband_events.tsv
sub-58	psg_channels	True	265	sub-58/eeg/sub-58_task-Sleep_acq-psg_channels.tsv
sub-58	psg_sidecar	True	497	sub-58/eeg/sub-58_task-Sleep_acq-psg_eeg.json
sub-58	psg_events_json	True	1022	sub-58/eeg/sub-58_task-Sleep_acq-psg_events.json
sub-58	psg_events_tsv	True	31555	sub-58/eeg/sub-58_task-Sleep_acq-psg_events.tsv
sub-59	scan_metadata	True	93	sub-59/sub-59_scans.tsv
sub-59	headband_channels	True	237	sub-59/eeg/sub-59_task-Sleep_acq-headband_channels.tsv
sub-59	headband_sidecar	True	513	sub-59/eeg/sub-59_task-Sleep_acq-headband_eeg.json
sub-59	headband_events_json	True	837	sub-59/eeg/sub-59_task-Sleep_acq-headband_events.json
sub-59	headband_events_tsv	True	31159	sub-59/eeg/sub-59_task-Sleep_acq-headband_events.tsv
sub-59	psg_channels	True	265	sub-59/eeg/sub-59_task-Sleep_acq-psg_channels.tsv
sub-59	psg_sidecar	True	497	sub-59/eeg/sub-59_task-Sleep_acq-psg_eeg.json
sub-59	psg_events_json	True	1022	sub-59/eeg/sub-59_task-Sleep_acq-psg_events.json
sub-59	psg_events_tsv	True	33223	sub-59/eeg/sub-59_task-Sleep_acq-psg_events.tsv
sub-60	scan_metadata	True	93	sub-60/sub-60_scans.tsv
sub-60	headband_channels	True	237	sub-60/eeg/sub-60_task-Sleep_acq-headband_channels.tsv
sub-60	headband_sidecar	True	513	sub-60/eeg/sub-60_task-Sleep_acq-headband_eeg.json
sub-60	headband_events_json	True	837	sub-60/eeg/sub-60_task-Sleep_acq-headband_events.json
sub-60	headband_events_tsv	True	27045	sub-60/eeg/sub-60_task-Sleep_acq-headband_events.tsv
sub-60	psg_channels	True	265	sub-60/eeg/sub-60_task-Sleep_acq-psg_channels.tsv
sub-60	psg_sidecar	True	497	sub-60/eeg/sub-60_task-Sleep_acq-psg_eeg.json
sub-60	psg_events_json	True	1022	sub-60/eeg/sub-60_task-Sleep_acq-psg_events.json
sub-60	psg_events_tsv	True	28899	sub-60/eeg/sub-60_task-Sleep_acq-psg_events.tsv
sub-61	scan_metadata	True	93	sub-61/sub-61_scans.tsv
sub-61	headband_channels	True	237	sub-61/eeg/sub-61_task-Sleep_acq-headband_channels.tsv
sub-61	headband_sidecar	True	513	sub-61/eeg/sub-61_task-Sleep_acq-headband_eeg.json
sub-61	headband_events_json	True	837	sub-61/eeg/sub-61_task-Sleep_acq-headband_events.json
sub-61	headband_events_tsv	True	28091	sub-61/eeg/sub-61_task-Sleep_acq-headband_events.tsv
sub-61	psg_channels	True	265	sub-61/eeg/sub-61_task-Sleep_acq-psg_channels.tsv
sub-61	psg_sidecar	True	497	sub-61/eeg/sub-61_task-Sleep_acq-psg_eeg.json
sub-61	psg_events_json	True	1022	sub-61/eeg/sub-61_task-Sleep_acq-psg_events.json
sub-61	psg_events_tsv	True	29731	sub-61/eeg/sub-61_task-Sleep_acq-psg_events.tsv
sub-62	scan_metadata	True	93	sub-62/sub-62_scans.tsv
sub-62	headband_channels	True	237	sub-62/eeg/sub-62_task-Sleep_acq-headband_channels.tsv
sub-62	headband_sidecar	True	513	sub-62/eeg/sub-62_task-Sleep_acq-headband_eeg.json
sub-62	headband_events_json	True	837	sub-62/eeg/sub-62_task-Sleep_acq-headband_events.json
sub-62	headband_events_tsv	True	28899	sub-62/eeg/sub-62_task-Sleep_acq-headband_events.tsv
sub-62	psg_channels	True	265	sub-62/eeg/sub-62_task-Sleep_acq-psg_channels.tsv
sub-62	psg_sidecar	True	497	sub-62/eeg/sub-62_task-Sleep_acq-psg_eeg.json
sub-62	psg_events_json	True	1022	sub-62/eeg/sub-62_task-Sleep_acq-psg_events.json
sub-62	psg_events_tsv	True	30851	sub-62/eeg/sub-62_task-Sleep_acq-psg_events.tsv
sub-63	scan_metadata	True	93	sub-63/sub-63_scans.tsv
sub-63	headband_channels	True	237	sub-63/eeg/sub-63_task-Sleep_acq-headband_channels.tsv
sub-63	headband_sidecar	True	513	sub-63/eeg/sub-63_task-Sleep_acq-headband_eeg.json
sub-63	headband_events_json	True	837	sub-63/eeg/sub-63_task-Sleep_acq-headband_events.json
sub-63	headband_events_tsv	True	26025	sub-63/eeg/sub-63_task-Sleep_acq-headband_events.tsv
sub-63	psg_channels	True	265	sub-63/eeg/sub-63_task-Sleep_acq-psg_channels.tsv
sub-63	psg_sidecar	True	497	sub-63/eeg/sub-63_task-Sleep_acq-psg_eeg.json
sub-63	psg_events_json	True	1022	sub-63/eeg/sub-63_task-Sleep_acq-psg_events.json
sub-63	psg_events_tsv	True	27814	sub-63/eeg/sub-63_task-Sleep_acq-psg_events.tsv
sub-64	scan_metadata	True	93	sub-64/sub-64_scans.tsv
sub-64	headband_channels	True	237	sub-64/eeg/sub-64_task-Sleep_acq-headband_channels.tsv
sub-64	headband_sidecar	True	513	sub-64/eeg/sub-64_task-Sleep_acq-headband_eeg.json
sub-64	headband_events_json	True	837	sub-64/eeg/sub-64_task-Sleep_acq-headband_events.json
sub-64	headband_events_tsv	True	25965	sub-64/eeg/sub-64_task-Sleep_acq-headband_events.tsv
sub-64	psg_channels	True	265	sub-64/eeg/sub-64_task-Sleep_acq-psg_channels.tsv
sub-64	psg_sidecar	True	497	sub-64/eeg/sub-64_task-Sleep_acq-psg_eeg.json
sub-64	psg_events_json	True	1022	sub-64/eeg/sub-64_task-Sleep_acq-psg_events.json
sub-64	psg_events_tsv	True	27751	sub-64/eeg/sub-64_task-Sleep_acq-psg_events.tsv
sub-65	scan_metadata	True	93	sub-65/sub-65_scans.tsv
sub-65	headband_channels	True	237	sub-65/eeg/sub-65_task-Sleep_acq-headband_channels.tsv
sub-65	headband_sidecar	True	513	sub-65/eeg/sub-65_task-Sleep_acq-headband_eeg.json
sub-65	headband_events_json	True	837	sub-65/eeg/sub-65_task-Sleep_acq-headband_events.json
sub-65	headband_events_tsv	True	26413	sub-65/eeg/sub-65_task-Sleep_acq-headband_events.tsv
