dataset	snapshot	subject	acquisition	relative_path	official_bytes	local_bytes	official_sha256	local_sha256	size_match	sha256_match	status	official_pointer_url
ds005555	1.1.1	sub-60	psg	sub-60/eeg/sub-60_task-Sleep_acq-psg_eeg.edf	155924992	155924992	ea9202520f1328ceffed94ae533465119b2cc4fd00a85479a81332ca460e623f	ea9202520f1328ceffed94ae533465119b2cc4fd00a85479a81332ca460e623f	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-60/eeg/sub-60_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-61	headband	sub-61/eeg/sub-61_task-Sleep_acq-headband_eeg.edf	131178496	131178496	7f8088aca9cc73f6bf8e0ac65de82415bfcbd1958ad9086eb59b116bab1ce0c3	7f8088aca9cc73f6bf8e0ac65de82415bfcbd1958ad9086eb59b116bab1ce0c3	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-61/eeg/sub-61_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-61	psg	sub-61/eeg/sub-61_task-Sleep_acq-psg_eeg.edf	160329216	160329216	d98369670a085b950694ce5e274ad675448aa2e68e3e63d83c3e05a9cda2a82c	d98369670a085b950694ce5e274ad675448aa2e68e3e63d83c3e05a9cda2a82c	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-61/eeg/sub-61_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-62	headband	sub-62/eeg/sub-62_task-Sleep_acq-headband_eeg.edf	135910912	135910912	51390d71f97e73b30616ab1d07cb724b51e2cf2a615d0c44ed4a556d3ddee9a7	51390d71f97e73b30616ab1d07cb724b51e2cf2a615d0c44ed4a556d3ddee9a7	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-62/eeg/sub-62_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-62	psg	sub-62/eeg/sub-62_task-Sleep_acq-psg_eeg.edf	166113280	166113280	1d427dcff9af12a0cda480e7730475eb83a846bacff5d8a0fa803a097af3f74a	1d427dcff9af12a0cda480e7730475eb83a846bacff5d8a0fa803a097af3f74a	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-62/eeg/sub-62_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-63	headband	sub-63/eeg/sub-63_task-Sleep_acq-headband_eeg.edf	122856448	122856448	77d54b4792e8f10a3aaef47d6741d6ac32bdc93dfb7634bdc8a9d5ba0d70040c	77d54b4792e8f10a3aaef47d6741d6ac32bdc93dfb7634bdc8a9d5ba0d70040c	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-63/eeg/sub-63_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-63	psg	sub-63/eeg/sub-63_task-Sleep_acq-psg_eeg.edf	150157824	150157824	61c068dd77ab9c7c28a7faa95bc1ba68149b17914d69c4e988c357c3c9414213	61c068dd77ab9c7c28a7faa95bc1ba68149b17914d69c4e988c357c3c9414213	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-63/eeg/sub-63_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-64	headband	sub-64/eeg/sub-64_task-Sleep_acq-headband_eeg.edf	122492416	122492416	4b9dcae97af3fc910d9a37ef1a27b5a1e316716c6646473049e995d828155280	4b9dcae97af3fc910d9a37ef1a27b5a1e316716c6646473049e995d828155280	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-64/eeg/sub-64_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-64	psg	sub-64/eeg/sub-64_task-Sleep_acq-psg_eeg.edf	149712896	149712896	f00043444796c1f9b8966e909f5eab27148abb00187eaebc4879a6f322099e1d	f00043444796c1f9b8966e909f5eab27148abb00187eaebc4879a6f322099e1d	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-64/eeg/sub-64_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-65	headband	sub-65/eeg/sub-65_task-Sleep_acq-headband_eeg.edf	124096000	124096000	565e1bb321c1f4c611e19dfc2ff4213ee63f3fe622626e6d5f9837077dc58f0b	565e1bb321c1f4c611e19dfc2ff4213ee63f3fe622626e6d5f9837077dc58f0b	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-65/eeg/sub-65_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-65	psg	sub-65/eeg/sub-65_task-Sleep_acq-psg_eeg.edf	151672832	151672832	cae5f64255c8d92b6d0b4fc00628b7a5f72c5ab9dbd8396f62a305e4eb517ee2	cae5f64255c8d92b6d0b4fc00628b7a5f72c5ab9dbd8396f62a305e4eb517ee2	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-65/eeg/sub-65_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-66	headband	sub-66/eeg/sub-66_task-Sleep_acq-headband_eeg.edf	149513728	149513728	c05bd77e098c6878d543004cd60d9f28c3d9b3968f406ef80aafe3af79f6b108	c05bd77e098c6878d543004cd60d9f28c3d9b3968f406ef80aafe3af79f6b108	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-66/eeg/sub-66_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-66	psg	sub-66/eeg/sub-66_task-Sleep_acq-psg_eeg.edf	182738944	182738944	bab3d7b0eda6ce63cddc30c2d61d246437b0cc76c04038f29635d72cd896c08d	bab3d7b0eda6ce63cddc30c2d61d246437b0cc76c04038f29635d72cd896c08d	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-66/eeg/sub-66_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-67	headband	sub-67/eeg/sub-67_task-Sleep_acq-headband_eeg.edf	127814656	127814656	f37467db9b5b20588ec396f9b3635ce78f3906c0fce1188b3f66fe39a1e76b57	f37467db9b5b20588ec396f9b3635ce78f3906c0fce1188b3f66fe39a1e76b57	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-67/eeg/sub-67_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-67	psg	sub-67/eeg/sub-67_task-Sleep_acq-psg_eeg.edf	156217856	156217856	91def570d0390e2cd99b0db8b52e6f81981b721080f45038aed913821d5d312c	91def570d0390e2cd99b0db8b52e6f81981b721080f45038aed913821d5d312c	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-67/eeg/sub-67_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-68	headband	sub-68/eeg/sub-68_task-Sleep_acq-headband_eeg.edf	120372736	120372736	bc9b947b605616cdae10000765a146dcadc974d6c0596b0e89318dee7eda133b	bc9b947b605616cdae10000765a146dcadc974d6c0596b0e89318dee7eda133b	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-68/eeg/sub-68_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-68	psg	sub-68/eeg/sub-68_task-Sleep_acq-psg_eeg.edf	147122176	147122176	5025ddfc70b42b9322f012126afe5358f65278a54f0d45afb19d161888fcf827	5025ddfc70b42b9322f012126afe5358f65278a54f0d45afb19d161888fcf827	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-68/eeg/sub-68_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-69	headband	sub-69/eeg/sub-69_task-Sleep_acq-headband_eeg.edf	138777088	138777088	125609b56632f569eb8ba130e4b72899a961420d4b77aaddd70e5f618dcbf062	125609b56632f569eb8ba130e4b72899a961420d4b77aaddd70e5f618dcbf062	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-69/eeg/sub-69_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-69	psg	sub-69/eeg/sub-69_task-Sleep_acq-psg_eeg.edf	169616384	169616384	c38617bb9e2f4c98cdd086566e0364985fb0eb8d6192aba282232b597dbd1b47	c38617bb9e2f4c98cdd086566e0364985fb0eb8d6192aba282232b597dbd1b47	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-69/eeg/sub-69_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-70	headband	sub-70/eeg/sub-70_task-Sleep_acq-headband_eeg.edf	122999296	122999296	c0a6972218eefabf995ba07cfba07ea8026ba078ffccaff2f65cef00799a2dc1	c0a6972218eefabf995ba07cfba07ea8026ba078ffccaff2f65cef00799a2dc1	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-70/eeg/sub-70_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-70	psg	sub-70/eeg/sub-70_task-Sleep_acq-psg_eeg.edf	150332416	150332416	7c11df5343db4e09d2f4f2ddfd68b885b66bd781d8df2ab1f52442bcfb265a82	7c11df5343db4e09d2f4f2ddfd68b885b66bd781d8df2ab1f52442bcfb265a82	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-70/eeg/sub-70_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-71	headband	sub-71/eeg/sub-71_task-Sleep_acq-headband_eeg.edf	154024960	154024960	fabf0e1338192c60ff0c7ca8f959d73884c39fe36756d35406d7c61d67e4bef8	fabf0e1338192c60ff0c7ca8f959d73884c39fe36756d35406d7c61d67e4bef8	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-71/eeg/sub-71_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-71	psg	sub-71/eeg/sub-71_task-Sleep_acq-psg_eeg.edf	188252672	188252672	5ddaa167d17bd75e4654c23ab9ecf47e0f985be73d8c38149c1c18de611f378d	5ddaa167d17bd75e4654c23ab9ecf47e0f985be73d8c38149c1c18de611f378d	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-71/eeg/sub-71_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-72	headband	sub-72/eeg/sub-72_task-Sleep_acq-headband_eeg.edf	133565440	133565440	44ca8730bce5876be1fe86d86f4a721d6f42e141f0c9d9640fff2c29ea351e09	44ca8730bce5876be1fe86d86f4a721d6f42e141f0c9d9640fff2c29ea351e09	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-72/eeg/sub-72_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-72	psg	sub-72/eeg/sub-72_task-Sleep_acq-psg_eeg.edf	163246592	163246592	d4f7ab53ff3bb80b574697a617bf6fc5ec344d7a8c2e0a2e401fa95ff389774a	d4f7ab53ff3bb80b574697a617bf6fc5ec344d7a8c2e0a2e401fa95ff389774a	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-72/eeg/sub-72_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-73	headband	sub-73/eeg/sub-73_task-Sleep_acq-headband_eeg.edf	119607808	119607808	813bd20b8981b0f207ca416a39ebcf922a6c639dc087e6c024ca716eb30af909	813bd20b8981b0f207ca416a39ebcf922a6c639dc087e6c024ca716eb30af909	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-73/eeg/sub-73_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-73	psg	sub-73/eeg/sub-73_task-Sleep_acq-psg_eeg.edf	146187264	146187264	25ac6217ae71f9123095186af1ec21c25cc2f7a0354f37ba100d3122370c6f36	25ac6217ae71f9123095186af1ec21c25cc2f7a0354f37ba100d3122370c6f36	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-73/eeg/sub-73_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-74	headband	sub-74/eeg/sub-74_task-Sleep_acq-headband_eeg.edf	133980160	133980160	52afa06a042331910febfe62450658d574cd96da5791cd54331da414e90c2f93	52afa06a042331910febfe62450658d574cd96da5791cd54331da414e90c2f93	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-74/eeg/sub-74_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-74	psg	sub-74/eeg/sub-74_task-Sleep_acq-psg_eeg.edf	163753472	163753472	67fbd53a9c0caaf07a7a469e0849a27f1787ff67de72ed955b372029f29bdc10	67fbd53a9c0caaf07a7a469e0849a27f1787ff67de72ed955b372029f29bdc10	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-74/eeg/sub-74_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-75	headband	sub-75/eeg/sub-75_task-Sleep_acq-headband_eeg.edf	119414272	119414272	786f1c0b9c055772e2fdaefcef141acb8b53fa30813f69a9c697102033bc3e17	786f1c0b9c055772e2fdaefcef141acb8b53fa30813f69a9c697102033bc3e17	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-75/eeg/sub-75_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-75	psg	sub-75/eeg/sub-75_task-Sleep_acq-psg_eeg.edf	145950720	145950720	7990bf1715ec985c37cb483ce172e6335f39a30eff90419a495a9e1b1d9d0184	7990bf1715ec985c37cb483ce172e6335f39a30eff90419a495a9e1b1d9d0184	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-75/eeg/sub-75_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-76	headband	sub-76/eeg/sub-76_task-Sleep_acq-headband_eeg.edf	144901120	144901120	e6fc9e68c0bd40d9e6d4d20750250944b949b4e40ef616f1f51c306fcc25d3ce	e6fc9e68c0bd40d9e6d4d20750250944b949b4e40ef616f1f51c306fcc25d3ce	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-76/eeg/sub-76_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-76	psg	sub-76/eeg/sub-76_task-Sleep_acq-psg_eeg.edf	177101312	177101312	1941cdb239d522ac3567ba81b578ce807237fd11ede5bb09a5fe00a01b01576d	1941cdb239d522ac3567ba81b578ce807237fd11ede5bb09a5fe00a01b01576d	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-76/eeg/sub-76_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-77	headband	sub-77/eeg/sub-77_task-Sleep_acq-headband_eeg.edf	149075968	149075968	240378ca415d85a2ce5a779bb076e0a9b668ca1027aa9a7499a2862bc5281db0	240378ca415d85a2ce5a779bb076e0a9b668ca1027aa9a7499a2862bc5281db0	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-77/eeg/sub-77_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-77	psg	sub-77/eeg/sub-77_task-Sleep_acq-psg_eeg.edf	182203904	182203904	d4b39aed714eba5477cdbc6ff4c0db5714a17d54cce1052d090111a556e5297c	d4b39aed714eba5477cdbc6ff4c0db5714a17d54cce1052d090111a556e5297c	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-77/eeg/sub-77_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-78	headband	sub-78/eeg/sub-78_task-Sleep_acq-headband_eeg.edf	121778176	121778176	b72d97ca9ef15a44b1345a103b4b8b8994b19167e811563616cbbda8cca8ddc9	b72d97ca9ef15a44b1345a103b4b8b8994b19167e811563616cbbda8cca8ddc9	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-78/eeg/sub-78_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-78	psg	sub-78/eeg/sub-78_task-Sleep_acq-psg_eeg.edf	148839936	148839936	4ea348757fbf954ffc410edd6bd451b36d3a29f259c40e4259ac699152c534d8	4ea348757fbf954ffc410edd6bd451b36d3a29f259c40e4259ac699152c534d8	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-78/eeg/sub-78_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-79	headband	sub-79/eeg/sub-79_task-Sleep_acq-headband_eeg.edf	142951936	142951936	b44262fe76bb10e5f602dd3e82f397d4517fc73f0b57fa7e5e43f71a448a0ca0	b44262fe76bb10e5f602dd3e82f397d4517fc73f0b57fa7e5e43f71a448a0ca0	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-79/eeg/sub-79_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-79	psg	sub-79/eeg/sub-79_task-Sleep_acq-psg_eeg.edf	174718976	174718976	46952cd83d1079284b7bc73f72e2828be42d5b10097d39ee98fd872a49dbced7	46952cd83d1079284b7bc73f72e2828be42d5b10097d39ee98fd872a49dbced7	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-79/eeg/sub-79_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-80	headband	sub-80/eeg/sub-80_task-Sleep_acq-headband_eeg.edf	113479168	113479168	2f4def93bf79a663ad052699b328b37abeffbd3249da5ffeb7f803e1073a572b	2f4def93bf79a663ad052699b328b37abeffbd3249da5ffeb7f803e1073a572b	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-80/eeg/sub-80_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-80	psg	sub-80/eeg/sub-80_task-Sleep_acq-psg_eeg.edf	138696704	138696704	6945ecc01dc79e43a642c9d3f56b2c5ca43f729fa2c56ac561f56b9ea2fdb32e	6945ecc01dc79e43a642c9d3f56b2c5ca43f729fa2c56ac561f56b9ea2fdb32e	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-80/eeg/sub-80_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-81	headband	sub-81/eeg/sub-81_task-Sleep_acq-headband_eeg.edf	125206528	125206528	dac936e0fe1f0982125128e28c6635f236ed7b591bb6336c9e812882f773b5fa	dac936e0fe1f0982125128e28c6635f236ed7b591bb6336c9e812882f773b5fa	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-81/eeg/sub-81_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-81	psg	sub-81/eeg/sub-81_task-Sleep_acq-psg_eeg.edf	153030144	153030144	a913c45583f6023f73967a9f0ee362c2b3a75249b96c35fcc4b3a5abcc400f1d	a913c45583f6023f73967a9f0ee362c2b3a75249b96c35fcc4b3a5abcc400f1d	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-81/eeg/sub-81_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-82	headband	sub-82/eeg/sub-82_task-Sleep_acq-headband_eeg.edf	122865664	122865664	466b0c0d2f6f5bfe132420caa0312557c6f30805f0ad2a065152fab8cb1e9a2d	466b0c0d2f6f5bfe132420caa0312557c6f30805f0ad2a065152fab8cb1e9a2d	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-82/eeg/sub-82_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-82	psg	sub-82/eeg/sub-82_task-Sleep_acq-psg_eeg.edf	150169088	150169088	50eeb2c61ecab7ca9719dfc7f3ae18b782fbda3cfca6307be8d81f6fc9dec96b	50eeb2c61ecab7ca9719dfc7f3ae18b782fbda3cfca6307be8d81f6fc9dec96b	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-82/eeg/sub-82_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-83	headband	sub-83/eeg/sub-83_task-Sleep_acq-headband_eeg.edf	125980672	125980672	b0c6a9e75b8f7a93c32f5ab179bb205674cf3b15198056204e0d866864228132	b0c6a9e75b8f7a93c32f5ab179bb205674cf3b15198056204e0d866864228132	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-83/eeg/sub-83_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-83	psg	sub-83/eeg/sub-83_task-Sleep_acq-psg_eeg.edf	153976320	153976320	b8099bc2608b5ac4be1d1697867e5ad9c21c24d568c00f567fbc0c30bbfc7a57	b8099bc2608b5ac4be1d1697867e5ad9c21c24d568c00f567fbc0c30bbfc7a57	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-83/eeg/sub-83_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-84	headband	sub-84/eeg/sub-84_task-Sleep_acq-headband_eeg.edf	140698624	140698624	1ad284dfcc9e7e16e44ebb27fb1376bdf46c7337656751ba4f1e2df27d399648	1ad284dfcc9e7e16e44ebb27fb1376bdf46c7337656751ba4f1e2df27d399648	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-84/eeg/sub-84_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-84	psg	sub-84/eeg/sub-84_task-Sleep_acq-psg_eeg.edf	171964928	171964928	f03c0449c864484d320b2b87f2e8c442b55645000504f2c091d7a93cb09683bf	f03c0449c864484d320b2b87f2e8c442b55645000504f2c091d7a93cb09683bf	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-84/eeg/sub-84_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-85	headband	sub-85/eeg/sub-85_task-Sleep_acq-headband_eeg.edf	149504512	149504512	b554ec9cd5e377cb2a4117d9144e7e48b5d38c8b78834335033e6f35fb6310b2	b554ec9cd5e377cb2a4117d9144e7e48b5d38c8b78834335033e6f35fb6310b2	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-85/eeg/sub-85_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-85	psg	sub-85/eeg/sub-85_task-Sleep_acq-psg_eeg.edf	182727680	182727680	1416bdc507a1f8073dd505c66981a40f0275df4feaa6bc8bf4518b763234cc0e	1416bdc507a1f8073dd505c66981a40f0275df4feaa6bc8bf4518b763234cc0e	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-85/eeg/sub-85_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-86	headband	sub-86/eeg/sub-86_task-Sleep_acq-headband_eeg.edf	130579456	130579456	ecf675002e2914150c0436f7105be4018d9f8b68a9bb37785ac4a803028a9032	ecf675002e2914150c0436f7105be4018d9f8b68a9bb37785ac4a803028a9032	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-86/eeg/sub-86_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-86	psg	sub-86/eeg/sub-86_task-Sleep_acq-psg_eeg.edf	159597056	159597056	41cb17c73a6db4ebb0c74a35292a58d24b0c7c4091356cf4fcb64e1eecb2444e	41cb17c73a6db4ebb0c74a35292a58d24b0c7c4091356cf4fcb64e1eecb2444e	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-86/eeg/sub-86_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-87	headband	sub-87/eeg/sub-87_task-Sleep_acq-headband_eeg.edf	132431872	132431872	0988142633ec3047d110fe8063a72f165791c8537b5ad3afb68fa24bcf6c421e	0988142633ec3047d110fe8063a72f165791c8537b5ad3afb68fa24bcf6c421e	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-87/eeg/sub-87_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-87	psg	sub-87/eeg/sub-87_task-Sleep_acq-psg_eeg.edf	161861120	161861120	788a183b98c949bb17dc211982d008b577d35fd5a3c8ddf16e297fedbd9e53ff	788a183b98c949bb17dc211982d008b577d35fd5a3c8ddf16e297fedbd9e53ff	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-87/eeg/sub-87_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-88	headband	sub-88/eeg/sub-88_task-Sleep_acq-headband_eeg.edf	124026880	124026880	a24005d89f53dc8af9bc4c5fb0d422844606d18e36f958c8b5c72e506becbea5	a24005d89f53dc8af9bc4c5fb0d422844606d18e36f958c8b5c72e506becbea5	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-88/eeg/sub-88_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-88	psg	sub-88/eeg/sub-88_task-Sleep_acq-psg_eeg.edf	151588352	151588352	91eb19c88d693d686f0ef4c6af3f3c1836fdba869cf43645b49f1d35f33babad	91eb19c88d693d686f0ef4c6af3f3c1836fdba869cf43645b49f1d35f33babad	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-88/eeg/sub-88_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-89	headband	sub-89/eeg/sub-89_task-Sleep_acq-headband_eeg.edf	134745088	134745088	b965ff607840a89008c62d9e2e83126ee3b345051a8e4848a07d7baebc3824e9	b965ff607840a89008c62d9e2e83126ee3b345051a8e4848a07d7baebc3824e9	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-89/eeg/sub-89_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-89	psg	sub-89/eeg/sub-89_task-Sleep_acq-psg_eeg.edf	164688384	164688384	6b61407595bb69bab5bb6c0148704e6956815879bf315e2739e7ccf49faac740	6b61407595bb69bab5bb6c0148704e6956815879bf315e2739e7ccf49faac740	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-89/eeg/sub-89_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-90	headband	sub-90/eeg/sub-90_task-Sleep_acq-headband_eeg.edf	143785984	143785984	8287c52aaf8f806b9429f5b8d705587922998ce61eb2a8d193c39e98d32f6f25	8287c52aaf8f806b9429f5b8d705587922998ce61eb2a8d193c39e98d32f6f25	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-90/eeg/sub-90_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-90	psg	sub-90/eeg/sub-90_task-Sleep_acq-psg_eeg.edf	175738368	175738368	0b1f2cd15cbd68055d924bf79df2a1fac846cdba7b6a1eff4ea0b87228aaf819	0b1f2cd15cbd68055d924bf79df2a1fac846cdba7b6a1eff4ea0b87228aaf819	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-90/eeg/sub-90_task-Sleep_acq-psg_eeg.edf
