dataset	snapshot	subject	acquisition	relative_path	official_bytes	local_bytes	official_sha256	local_sha256	size_match	sha256_match	status	official_pointer_url
ds005555	1.1.1	sub-29	psg	sub-29/eeg/sub-29_task-Sleep_acq-psg_eeg.edf	238296832	238296832	3c7ced04a9ff7c2044c86df36140b3539374163169b556b969d50c8c3fa01e1c	3c7ced04a9ff7c2044c86df36140b3539374163169b556b969d50c8c3fa01e1c	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-29/eeg/sub-29_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-30	headband	sub-30/eeg/sub-30_task-Sleep_acq-headband_eeg.edf	115350016	115350016	0e945f8634edcef9592d905cc62f9f7ef2c5c92208abd8701caeae5b14a6bdf9	0e945f8634edcef9592d905cc62f9f7ef2c5c92208abd8701caeae5b14a6bdf9	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-30/eeg/sub-30_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-30	psg	sub-30/eeg/sub-30_task-Sleep_acq-psg_eeg.edf	179433216	179433216	bb72a15395064736af1be6207fd50ff09861b9e78e4bfdc70879a21c633c18af	bb72a15395064736af1be6207fd50ff09861b9e78e4bfdc70879a21c633c18af	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-30/eeg/sub-30_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-31	headband	sub-31/eeg/sub-31_task-Sleep_acq-headband_eeg.edf	117612544	117612544	29f6b39cdee40c3585c6290c7a127e27a646c5cb679860ba2029d14dd42f2c9c	29f6b39cdee40c3585c6290c7a127e27a646c5cb679860ba2029d14dd42f2c9c	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-31/eeg/sub-31_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-31	psg	sub-31/eeg/sub-31_task-Sleep_acq-psg_eeg.edf	182952704	182952704	4e37572eb2a77ba4b3c2b1161d52d66a8b57e03914d71825f2a2b1af927f8bfa	4e37572eb2a77ba4b3c2b1161d52d66a8b57e03914d71825f2a2b1af927f8bfa	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-31/eeg/sub-31_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-32	headband	sub-32/eeg/sub-32_task-Sleep_acq-headband_eeg.edf	115101184	115101184	331574dbd5d909467e651099639576cc9239e56212c655d96675706c13c34dc9	331574dbd5d909467e651099639576cc9239e56212c655d96675706c13c34dc9	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-32/eeg/sub-32_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-32	psg	sub-32/eeg/sub-32_task-Sleep_acq-psg_eeg.edf	179046144	179046144	1cb3317dc1b4def1317506352a57010da8dfe5a38872e4bc29999c8110f1b3ff	1cb3317dc1b4def1317506352a57010da8dfe5a38872e4bc29999c8110f1b3ff	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-32/eeg/sub-32_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-33	headband	sub-33/eeg/sub-33_task-Sleep_acq-headband_eeg.edf	121197568	121197568	8c5024443abbb4ed17ff47924d71fc91a6eb9f301e36e958559b88241b414c8f	8c5024443abbb4ed17ff47924d71fc91a6eb9f301e36e958559b88241b414c8f	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-33/eeg/sub-33_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-33	psg	sub-33/eeg/sub-33_task-Sleep_acq-psg_eeg.edf	188529408	188529408	4eacdfd7873450249a71df33cb6b58d4b1fe87125a7641116d010ea549c3d67e	4eacdfd7873450249a71df33cb6b58d4b1fe87125a7641116d010ea549c3d67e	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-33/eeg/sub-33_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-34	headband	sub-34/eeg/sub-34_task-Sleep_acq-headband_eeg.edf	129869824	129869824	89a564fe82d2d6afa1fa1f574a865d77322a6f82d002b7a74ceffe8711abc0f5	89a564fe82d2d6afa1fa1f574a865d77322a6f82d002b7a74ceffe8711abc0f5	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-34/eeg/sub-34_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-34	psg	sub-34/eeg/sub-34_task-Sleep_acq-psg_eeg.edf	158729728	158729728	1d79b28054db3ffa0de6cb37400b289d5842a89d69917b72e34c8e369111beba	1d79b28054db3ffa0de6cb37400b289d5842a89d69917b72e34c8e369111beba	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-34/eeg/sub-34_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-35	headband	sub-35/eeg/sub-35_task-Sleep_acq-headband_eeg.edf	121105408	121105408	2d2412f0b3db8caa588f802bbc9b3c4a7b36adbeed2bdea06c15926aedea9f65	2d2412f0b3db8caa588f802bbc9b3c4a7b36adbeed2bdea06c15926aedea9f65	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-35/eeg/sub-35_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-35	psg	sub-35/eeg/sub-35_task-Sleep_acq-psg_eeg.edf	188386048	188386048	82e11c40de7fbf7d9f0bc4df1b8f6ebfa0d18d676e6df9d2e48a641ab0460ff8	82e11c40de7fbf7d9f0bc4df1b8f6ebfa0d18d676e6df9d2e48a641ab0460ff8	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-35/eeg/sub-35_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-36	headband	sub-36/eeg/sub-36_task-Sleep_acq-headband_eeg.edf	123727360	123727360	341f0e4a644dd2e3c0ded9e181bbce9ed8974d26221f9a6a658c6c50dc7b5d46	341f0e4a644dd2e3c0ded9e181bbce9ed8974d26221f9a6a658c6c50dc7b5d46	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-36/eeg/sub-36_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-36	psg	sub-36/eeg/sub-36_task-Sleep_acq-psg_eeg.edf	192464640	192464640	9f701c5015c6af8067528d2d39ce1831f393e1e832701b25e4bef56e11805143	9f701c5015c6af8067528d2d39ce1831f393e1e832701b25e4bef56e11805143	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-36/eeg/sub-36_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-37	headband	sub-37/eeg/sub-37_task-Sleep_acq-headband_eeg.edf	118492672	118492672	cf4a5880af6a9dfce696ad6b1b29264add05702f1c8c24a9964bd12684f3cde0	cf4a5880af6a9dfce696ad6b1b29264add05702f1c8c24a9964bd12684f3cde0	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-37/eeg/sub-37_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-37	psg	sub-37/eeg/sub-37_task-Sleep_acq-psg_eeg.edf	184321792	184321792	9642d8a3d1d71bf617a5ca5b715408c56431d791fb7d4316caf1f49d39216d69	9642d8a3d1d71bf617a5ca5b715408c56431d791fb7d4316caf1f49d39216d69	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-37/eeg/sub-37_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-38	headband	sub-38/eeg/sub-38_task-Sleep_acq-headband_eeg.edf	117736960	117736960	141017a2e90337a147a57d6471ceb6ee83916d482819d4de00cdee065ec00112	141017a2e90337a147a57d6471ceb6ee83916d482819d4de00cdee065ec00112	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-38/eeg/sub-38_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-38	psg	sub-38/eeg/sub-38_task-Sleep_acq-psg_eeg.edf	183146240	183146240	f5e5f42392c289120d352137df94dd6c640de325100c6f999bcf9cfaa44c0f32	f5e5f42392c289120d352137df94dd6c640de325100c6f999bcf9cfaa44c0f32	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-38/eeg/sub-38_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-39	headband	sub-39/eeg/sub-39_task-Sleep_acq-headband_eeg.edf	125400064	125400064	9721148c0ecb3579765284e8460e0c40339eccbbe2d508f812ac47afb87aa849	9721148c0ecb3579765284e8460e0c40339eccbbe2d508f812ac47afb87aa849	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-39/eeg/sub-39_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-39	psg	sub-39/eeg/sub-39_task-Sleep_acq-psg_eeg.edf	195066624	195066624	91c18a569df464d0e4a07a4047dfef80217ca5a8a6a86d6fde94a5ed2e1b3b5f	91c18a569df464d0e4a07a4047dfef80217ca5a8a6a86d6fde94a5ed2e1b3b5f	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-39/eeg/sub-39_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-40	headband	sub-40/eeg/sub-40_task-Sleep_acq-headband_eeg.edf	115234816	115234816	8f65431bcd8e801f7a8f074b418a8fda2867caceccbd1b012587736f707f487f	8f65431bcd8e801f7a8f074b418a8fda2867caceccbd1b012587736f707f487f	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-40/eeg/sub-40_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-40	psg	sub-40/eeg/sub-40_task-Sleep_acq-psg_eeg.edf	179254016	179254016	acee6e339a43acc74152a786f63a829949a5b70122f11ed83cc251be105dd85d	acee6e339a43acc74152a786f63a829949a5b70122f11ed83cc251be105dd85d	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-40/eeg/sub-40_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-41	headband	sub-41/eeg/sub-41_task-Sleep_acq-headband_eeg.edf	126731776	126731776	2aa5248f13188bf8dab6ed1fe876b7969dfe908228d7e5f9f176a9453fa2ed4b	2aa5248f13188bf8dab6ed1fe876b7969dfe908228d7e5f9f176a9453fa2ed4b	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-41/eeg/sub-41_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-41	psg	sub-41/eeg/sub-41_task-Sleep_acq-psg_eeg.edf	197138176	197138176	fbef34ad10ce2faca67752db92124e29fa9ca2fb9c4483ed9e15734e2228cdb8	fbef34ad10ce2faca67752db92124e29fa9ca2fb9c4483ed9e15734e2228cdb8	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-41/eeg/sub-41_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-42	headband	sub-42/eeg/sub-42_task-Sleep_acq-headband_eeg.edf	123681280	123681280	c6e6a3c426c4e88b05c59bd4ba78d1694877cdfcebea1818d5ae22dcdc215ef6	c6e6a3c426c4e88b05c59bd4ba78d1694877cdfcebea1818d5ae22dcdc215ef6	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-42/eeg/sub-42_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-42	psg	sub-42/eeg/sub-42_task-Sleep_acq-psg_eeg.edf	192392960	192392960	99a99dddffdac3d23f870dda0054e43e4b108129d72c7a94bd07d34ea17318bc	99a99dddffdac3d23f870dda0054e43e4b108129d72c7a94bd07d34ea17318bc	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-42/eeg/sub-42_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-43	headband	sub-43/eeg/sub-43_task-Sleep_acq-headband_eeg.edf	116147200	116147200	22a854c213046b93c858c2a0fe6c9152918879816d98267342107b72a7183b59	22a854c213046b93c858c2a0fe6c9152918879816d98267342107b72a7183b59	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-43/eeg/sub-43_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-43	psg	sub-43/eeg/sub-43_task-Sleep_acq-psg_eeg.edf	180673280	180673280	fc4acc33a0209bf2ba7540752d93b9d28d606c844c7eb0445c4b7589d997c0ed	fc4acc33a0209bf2ba7540752d93b9d28d606c844c7eb0445c4b7589d997c0ed	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-43/eeg/sub-43_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-44	headband	sub-44/eeg/sub-44_task-Sleep_acq-headband_eeg.edf	117621760	117621760	de327c0d930625971c4df1638b17012bd3171825f9f422be634e92f0e01198e5	de327c0d930625971c4df1638b17012bd3171825f9f422be634e92f0e01198e5	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-44/eeg/sub-44_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-44	psg	sub-44/eeg/sub-44_task-Sleep_acq-psg_eeg.edf	143759872	143759872	9410ec23c84f7cb4f0cb90c08eedcccb6f2c8ca9b5588b5980a58ed5252e9181	9410ec23c84f7cb4f0cb90c08eedcccb6f2c8ca9b5588b5980a58ed5252e9181	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-44/eeg/sub-44_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-45	headband	sub-45/eeg/sub-45_task-Sleep_acq-headband_eeg.edf	113552896	113552896	5dcc73cf9725cfda22d06448de96f1eb39bde57ae45a24211ede882732d266a7	5dcc73cf9725cfda22d06448de96f1eb39bde57ae45a24211ede882732d266a7	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-45/eeg/sub-45_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-45	psg	sub-45/eeg/sub-45_task-Sleep_acq-psg_eeg.edf	138786816	138786816	795eeb2d386ee6d10e658d6ceb512ce4ef46241a4bb7e9f16661ab88754eba58	795eeb2d386ee6d10e658d6ceb512ce4ef46241a4bb7e9f16661ab88754eba58	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-45/eeg/sub-45_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-46	headband	sub-46/eeg/sub-46_task-Sleep_acq-headband_eeg.edf	133832704	133832704	4f75804228e7ab96b85924af348ef08731cf42dd8d2b53948332c9cd6be00162	4f75804228e7ab96b85924af348ef08731cf42dd8d2b53948332c9cd6be00162	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-46/eeg/sub-46_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-46	psg	sub-46/eeg/sub-46_task-Sleep_acq-psg_eeg.edf	163573248	163573248	1f59f6426a7cd3876890089cc28ec9d775454471566b51fd1a1b91d6696e2e37	1f59f6426a7cd3876890089cc28ec9d775454471566b51fd1a1b91d6696e2e37	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-46/eeg/sub-46_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-47	headband	sub-47/eeg/sub-47_task-Sleep_acq-headband_eeg.edf	112262656	112262656	d084c51a77251ea6fba4ddb451d5eca1ac6ec207fefcdc0b6ab1212943f6b230	d084c51a77251ea6fba4ddb451d5eca1ac6ec207fefcdc0b6ab1212943f6b230	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-47/eeg/sub-47_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-47	psg	sub-47/eeg/sub-47_task-Sleep_acq-psg_eeg.edf	174630656	174630656	3b46861d87448406806fff874e20079808b2fc147545f16ea8a7f197a3296c10	3b46861d87448406806fff874e20079808b2fc147545f16ea8a7f197a3296c10	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-47/eeg/sub-47_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-48	headband	sub-48/eeg/sub-48_task-Sleep_acq-headband_eeg.edf	145002496	145002496	d680a09cf796c6a481b013c6f0e97be34a3ae69c986414d94258f6bd12a0cde7	d680a09cf796c6a481b013c6f0e97be34a3ae69c986414d94258f6bd12a0cde7	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-48/eeg/sub-48_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-48	psg	sub-48/eeg/sub-48_task-Sleep_acq-psg_eeg.edf	225559296	225559296	fa1231d9120f5b829ca5a0766b9ef441db5543a669e55c4542df99694ca4a08d	fa1231d9120f5b829ca5a0766b9ef441db5543a669e55c4542df99694ca4a08d	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-48/eeg/sub-48_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-49	headband	sub-49/eeg/sub-49_task-Sleep_acq-headband_eeg.edf	124810240	124810240	bfea62e42c6b81578d74d4d457872f80c61c785b2ab6ed1333069c0f9f2fc3c8	bfea62e42c6b81578d74d4d457872f80c61c785b2ab6ed1333069c0f9f2fc3c8	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-49/eeg/sub-49_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-49	psg	sub-49/eeg/sub-49_task-Sleep_acq-psg_eeg.edf	152545792	152545792	9d31b407a53e6caadc7bb2de585a743c246f2c01e0af1a189b40becb138881e2	9d31b407a53e6caadc7bb2de585a743c246f2c01e0af1a189b40becb138881e2	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-49/eeg/sub-49_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-50	headband	sub-50/eeg/sub-50_task-Sleep_acq-headband_eeg.edf	123773440	123773440	b0ac2e1754ab41f7f80b36ebd677e63d144b9f5461164367fc62455633c67d3f	b0ac2e1754ab41f7f80b36ebd677e63d144b9f5461164367fc62455633c67d3f	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-50/eeg/sub-50_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-50	psg	sub-50/eeg/sub-50_task-Sleep_acq-psg_eeg.edf	192536320	192536320	a0f35ae896fddd97bc2373433a3562f5153bcd0093932a189670e95497e7f4be	a0f35ae896fddd97bc2373433a3562f5153bcd0093932a189670e95497e7f4be	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-50/eeg/sub-50_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-51	headband	sub-51/eeg/sub-51_task-Sleep_acq-headband_eeg.edf	123773440	123773440	aa022e77786be93bbe408f8e210948235ff7ad91964823191ca2585238d2aa23	aa022e77786be93bbe408f8e210948235ff7ad91964823191ca2585238d2aa23	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-51/eeg/sub-51_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-51	psg	sub-51/eeg/sub-51_task-Sleep_acq-psg_eeg.edf	151278592	151278592	cdecd03dbf2fe73a1493c2bdd72d94bd49a44d7fe3cbd8c85aa346c51cf52f5d	cdecd03dbf2fe73a1493c2bdd72d94bd49a44d7fe3cbd8c85aa346c51cf52f5d	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-51/eeg/sub-51_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-52	headband	sub-52/eeg/sub-52_task-Sleep_acq-headband_eeg.edf	127699456	127699456	798ec627051d45d9eb80b3fae118d737346516b2aa24176dbc646591d10bc5a4	798ec627051d45d9eb80b3fae118d737346516b2aa24176dbc646591d10bc5a4	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-52/eeg/sub-52_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-52	psg	sub-52/eeg/sub-52_task-Sleep_acq-psg_eeg.edf	156077056	156077056	1011a048d2255d207a1455c0cc59895f9c86ee156fd746e336b45b3f6f9fe6b7	1011a048d2255d207a1455c0cc59895f9c86ee156fd746e336b45b3f6f9fe6b7	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-52/eeg/sub-52_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-53	headband	sub-53/eeg/sub-53_task-Sleep_acq-headband_eeg.edf	92199424	92199424	f7c2756bb5d1563d38fd1859f8c057b3d657d5a4485135c360b4b9e88f7822f0	f7c2756bb5d1563d38fd1859f8c057b3d657d5a4485135c360b4b9e88f7822f0	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-53/eeg/sub-53_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-53	psg	sub-53/eeg/sub-53_task-Sleep_acq-psg_eeg.edf	143421184	143421184	f17ea0541b6f94f8decef502c2b660ae756a630553dc23d2016f4be840de9705	f17ea0541b6f94f8decef502c2b660ae756a630553dc23d2016f4be840de9705	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-53/eeg/sub-53_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-54	headband	sub-54/eeg/sub-54_task-Sleep_acq-headband_eeg.edf	109318144	109318144	024c7a168ab4d4bad35059ee014567d4234ce1db01f67154ff3e957d00c376a3	024c7a168ab4d4bad35059ee014567d4234ce1db01f67154ff3e957d00c376a3	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-54/eeg/sub-54_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-54	psg	sub-54/eeg/sub-54_task-Sleep_acq-psg_eeg.edf	170050304	170050304	71d3e75f8b8896180b85790440fd9d5e4c33da418d7cf770c13a2fa25250a94e	71d3e75f8b8896180b85790440fd9d5e4c33da418d7cf770c13a2fa25250a94e	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-54/eeg/sub-54_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-55	headband	sub-55/eeg/sub-55_task-Sleep_acq-headband_eeg.edf	148375552	148375552	7efbd22699c4e0dd58fafd9fc1da25a7e1774d250b490768f74169d3168c47dc	7efbd22699c4e0dd58fafd9fc1da25a7e1774d250b490768f74169d3168c47dc	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-55/eeg/sub-55_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-55	psg	sub-55/eeg/sub-55_task-Sleep_acq-psg_eeg.edf	181347840	181347840	6e5c4cb25060b3f35b49674943ff62056c5319a6fd9080e4bb56e9a0cc2d2a73	6e5c4cb25060b3f35b49674943ff62056c5319a6fd9080e4bb56e9a0cc2d2a73	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-55/eeg/sub-55_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-56	headband	sub-56/eeg/sub-56_task-Sleep_acq-headband_eeg.edf	132468736	132468736	65233bd43362bb78bc87ec9963cc839429e23eb89f15ce56371a6f5004ab9200	65233bd43362bb78bc87ec9963cc839429e23eb89f15ce56371a6f5004ab9200	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-56/eeg/sub-56_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-56	psg	sub-56/eeg/sub-56_task-Sleep_acq-psg_eeg.edf	161906176	161906176	2de77fb2a065077a08016f81c9235fd95ce64c4b931ab6966566da0df85f9fd7	2de77fb2a065077a08016f81c9235fd95ce64c4b931ab6966566da0df85f9fd7	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-56/eeg/sub-56_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-57	headband	sub-57/eeg/sub-57_task-Sleep_acq-headband_eeg.edf	142666240	142666240	03577ca86530860b37fa71c769e859e96eb79e758fd9e3de0b81c96ff86ef164	03577ca86530860b37fa71c769e859e96eb79e758fd9e3de0b81c96ff86ef164	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-57/eeg/sub-57_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-57	psg	sub-57/eeg/sub-57_task-Sleep_acq-psg_eeg.edf	174369792	174369792	81c61908ee9474fa14f13fd65ab06f9ca1977ab5b2868e627b20670e63510605	81c61908ee9474fa14f13fd65ab06f9ca1977ab5b2868e627b20670e63510605	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-57/eeg/sub-57_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-58	headband	sub-58/eeg/sub-58_task-Sleep_acq-headband_eeg.edf	138989056	138989056	fbfeba1212b56f217ac1f39e2b9c218c8298b7d88915792aadfed99798e39741	fbfeba1212b56f217ac1f39e2b9c218c8298b7d88915792aadfed99798e39741	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-58/eeg/sub-58_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-58	psg	sub-58/eeg/sub-58_task-Sleep_acq-psg_eeg.edf	169875456	169875456	4fbcea7741ec53cfb6351028c373621f4060b40d55331ab671903b7ffefc6c4f	4fbcea7741ec53cfb6351028c373621f4060b40d55331ab671903b7ffefc6c4f	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-58/eeg/sub-58_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-59	headband	sub-59/eeg/sub-59_task-Sleep_acq-headband_eeg.edf	146214400	146214400	2ab93f2491ee8b2f840e436ad1608b544bf83a887a6a5f9bd52fed5808f47502	2ab93f2491ee8b2f840e436ad1608b544bf83a887a6a5f9bd52fed5808f47502	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-59/eeg/sub-59_task-Sleep_acq-headband_eeg.edf
ds005555	1.1.1	sub-59	psg	sub-59/eeg/sub-59_task-Sleep_acq-psg_eeg.edf	178706432	178706432	4f52ae3ff945f5f6f371d37eacd1b334ba4e50e77d0bb21b15fb22e222d8d9b9	4f52ae3ff945f5f6f371d37eacd1b334ba4e50e77d0bb21b15fb22e222d8d9b9	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-59/eeg/sub-59_task-Sleep_acq-psg_eeg.edf
ds005555	1.1.1	sub-60	headband	sub-60/eeg/sub-60_task-Sleep_acq-headband_eeg.edf	127575040	127575040	5ed6c6bf9ae35ee41cba865912b4c6ecbd7a35376b0677d102f1232b53e55a62	5ed6c6bf9ae35ee41cba865912b4c6ecbd7a35376b0677d102f1232b53e55a62	True	True	pass	https://raw.githubusercontent.com/OpenNeuroDatasets/ds005555/1.1.1/sub-60/eeg/sub-60_task-Sleep_acq-headband_eeg.edf
