relative_path	bytes	sha256
docs/evaluation/direct_endpoint_factorization_protocol_v0.1.md	5484	7dd85db2a3b26da8bc15ac7e92ebbadb5ed2c366009e9518b7bde88aa99d7f84
labels/quality_analysis_membership_v0.1/transition_analysis_membership_v0.1.tsv	47624	6e815d17c00d090845a0ac69898a1b51690a11567131e0337aeadb10907352cb
labels/quality_analysis_membership_v0.1/background_analysis_membership_v0.1.tsv	462626	7b9f7ca00d1834c01e95de11b640088cbdd137486f275414563fea772c0bdf04
labels/signal_quality_flags_v0.3/transition_window_quality_flags_v0.3.tsv	134745	578341796776afe0c415ed526840abd1c48dcb988936dab0fa5a0ac7ce6c1df7
labels/background_windows_v0.1/background_review_windows_v0.1.tsv	1086933	f9f09e3c59019bf7413f7027b1047be9f57ecb2e119fac54cc57a1eb9ab1311b
experiments/2026-08-22_direct_event_baseline_v0.1/train_validation_event_metrics_v0.1.tsv	3506	f1f709ac57e2462b539f7f057e1b8bcb9a49735fd0e0169b8e264b0fbe3ee9cd
experiments/2026-08-22_direct_event_baseline_v0.1/train_validation_predicted_events_v0.1.tsv	115859	aeb97fcfa9c60c7addd9167ae409c677da3c358c61504c104520ae8fd06160be
experiments/2026-08-22_direct_event_baseline_v0.1/train_validation_event_matches_v0.1.tsv	97062	e1cf9d69eb351fb0e25fe3070b074e35a0f6439631d9455c1268cc16dde8c008
