comparator	model_version	partition	membership	tolerance_sec	threshold	recordings	pid	reference_events	predicted_events	true_positive	false_positive	false_negative	ignored_predictions	supported_hours	precision	recall	f1	false_alarms_per_hour	median_absolute_error_sec	maximum_absolute_error_sec	rem_before_model_sha256	wake_after_model_sha256	selection_rule
DE-D	v0.1	validation	primary	15.0	0.74	20	16	37	181	17	158	20	6	159.35833333333332	0.09714285714285714	0.4594594594594595	0.16037735849056603	0.9914762328086598	0.0	0.0	648045420f682488c3dbd564939a3340eac6b4a36b30fc2a2539ca5f94e3ce35	759f8add6be8c5c5e088f01c497c8644990ff8020f5fb013bfb66038c5735807	max_f1_then_min_far_then_max_recall_then_max_threshold
