comparison	metric	point_difference	resamples	seed	lower_95	median	upper_95
P2-D_minus_P2-H2-Z	event_f1_difference	0.12018609459808738	2000	20260906	0.03360644257703081	0.11375349374153176	0.2000627364942769
P2-D_minus_P2-H2-Z	false_alarms_per_hour_difference	-0.2823824713695549	2000	20260906	-0.7972349152595376	-0.25357126820164716	0.05063868264651074
H2-D_minus_P2-H2-Z	event_f1_difference	0.043787551069454464	2000	20260906	-0.01928794945344336	0.04254699201507712	0.10137634111525526
H2-D_minus_P2-H2-Z	false_alarms_per_hour_difference	0.8032212518956231	2000	20260906	0.5955836510864801	0.8014290942947304	1.0401511966160581
P2-D_minus_H2-D	event_f1_difference	0.07639854352863291	2000	20260906	-0.014365222720615415	0.07039688180413127	0.16708603553621998
P2-D_minus_H2-D	false_alarms_per_hour_difference	-1.085603723265178	2000	20260906	-1.690089999604583	-1.0614015575984084	-0.6782391860306108
