comparison	metric	point_difference	resamples	seed	lower_95	median	upper_95
LC-1_minus_LR-OOF	event_f1_difference	0.0983000135998912	2000	20260919	0.048514675973184575	0.09392205939999783	0.1367494046317284
LC-1_minus_LR-OOF	false_alarms_per_hour_difference	-0.937264194654417	2000	20260919	-1.4803891308137533	-0.9223265823394093	-0.40892792740900424
